"","TRAP","createdBy","Date","Type","AllNotes","Source","DescriptionOfMoundOrLocale","LU_Around","LU_Top","Latitude","Longitude","Northing","Easting","Accuracy","FacingDirectionForPhoto","HeightMax","DiameterMax","HeightMin","DiameterMin","OtherDimension","AssociatedFeatureOrMaterial","SurfaceMaterialDescription","SampleCollected","ChronologyEstimate","AssociatedFeatureOrMaterialPhoto","Condition","DamageNotes","PrincipalSourceOfImpact","OtherSourcesOfImpact","ArchaeologicalPotential","MostRecentDamageWhat","MostRecentDamageWithin","RTDescription","CommentsAndRecommendations","CRMPhotos","geospatialcolumn"
"209",8376,"Adela Sobotkova",NA,"Burial Mound","#302-305","Legacy verification","Roman villa necropolis","Annual agriculture","Annual agriculture",42.64317995,26.74220435,4721223.984,478866.3161,128,"East",1.45,"28",NA,NA,NA,"Loose artefacts","table amphora handle, base,..rims fit together","Yes",NA,"files/app/8ce03ed4-4ddc-493b-bcc5-cd4dfcccb1f3_image-1505377254402.original.jpg - files/app/fcc4bcc7-2d95-4a5e-97b6-89a16cd3b02b_image-1505377070361.original.jpg","2 - minor damage","","Agriculture",NA,"2 - good","Agriculture","Last month",NA,NA,NA,"POINT(478866.316069 4721223.983519)"
"210",8377,"Adela Sobotkova",NA,"Burial Mound","#306-308","Legacy verification",NA,"Annual agriculture","Scrub",42.64383983,26.74300737,4721297.057,478932.3695,3,"Northeast",3.5,"25",NA,NA,NA,"Other","field stones from RT piledvon the NW side;","No",NA,NA,"2 - minor damage","","Looting",NA,"3 - impaired","Looting","Unknown","[01, round,3,1;02,tail,7,1.5,1]",NA,"files/app/5bfff278-eb7c-4987-a876-099f66af3507_image-1505377919511.original.jpg","POINT(478932.369468 4721297.057242)"
"211",9583,"Vera Dolezalkova",NA,"Burial Mound","in a settlement or surrounded by infrastructure,grassland,photo 50","Legacy verification","in the middle of the village","Urban","Pasture",42.41403509,26.06017882,4696175.509,422672.517,3,"West",0.6,"14",NA,13,NA,NA,NA,"No",NA,NA,"3 - damaged","","Urban development",NA,"4 - minimal","Urban development","Last week",NA,NA,NA,"POINT(422672.516978 4696175.509019)"
"212",8150,"Bara Weissova",NA,"Burial Mound","","Legacy verification","Kirchova Mogila, next to highway","Annual agriculture","Annual agriculture",42.55779069,26.70574259,4711752.06,475844.2747,3,"Northeast",1.5,"60",NA,55,NA,NA,NA,"No",NA,NA,"3 - damaged","","Agriculture",NA,"3 - impaired","Agriculture","Last year",NA,NA,NA,"POINT(475844.274737 4711752.060217)"
"213",8378,"Adela Sobotkova",NA,"Burial Mound","#309","Legacy verification",NA,"Annual agriculture","Annual agriculture",42.64391798,26.74169733,4721306.063,478825.0015,3,"West",1.3,"30",NA,NA,NA,NA,NA,"No",NA,NA,"3 - damaged","","Agriculture",NA,"3 - impaired","Agriculture","Last month",NA,NA,NA,"POINT(478825.001511 4721306.062903)"
"214",8379,"Adela Sobotkova",NA,"Burial Mound","#310","Legacy verification",NA,"Annual agriculture","Annual agriculture",42.64431061,26.74055397,4721349.948,478731.4059,3,"Northwest",1.3,"25",NA,NA,NA,"Loose artefacts","loose red fw, medium thickness X","Yes","Roman",NA,"3 - damaged","","Agriculture",NA,"2 - good","Agriculture","Last month",NA,NA,NA,"POINT(478731.405904 4721349.948168)"
"215",8380,"Adela Sobotkova",NA,"Burial Mound","","Legacy verification","necropolis","Annual agriculture","Annual agriculture",42.64470376,26.74041181,4721393.64,478719.8857,3,"North",0.8,"18",NA,NA,NA,"Loose artefacts",NA,"Yes","Roman",NA,"4 - seriously damaged","","Agriculture",NA,"4 - minimal","Agriculture","Last month",NA,NA,NA,"POINT(478719.885745 4721393.63971)"
"216",9584,"Vera Dolezalkova",NA,"Burial Mound","in a settlement or surrounded by infrastructure,grassland,photo 51,53","Legacy verification",NA,"Urban","Pasture",42.41923309,26.06932143,4696744.403,423431.0922,3,"Northwest",2,"19",NA,18,NA,"Other","trash","No",NA,NA,"4 - seriously damaged","","Looting",NA,"4 - minimal","Looting","Last year","[01,rectangular,6,3,1.5]",NA,"files/app/c7c0bc20-33df-4a37-b30f-009063e9f3d6_image-1505379594144.original.jpg","POINT(423431.09219 4696744.403181)"
"217",8381,"Adela Sobotkova",NA,"Extinct Burial Mound","#312","Legacy verification","no mound, large light brown soilmark CA 100 m across","Annual agriculture","Annual agriculture",42.64460178,26.74380932,4721381.466,478998.3676,3,"South",0,"0",NA,NA,NA,NA,NA,"No",NA,NA,"5 - extinct or near extinct","","No observation",NA,"5 - none or nearly none","Agriculture","Last month",NA,NA,NA,"POINT(478998.367587 4721381.46624)"
"218",8151,"Bara Weissova",NA,"Burial Mound","","Legacy verification",NA,"Annual agriculture","Annual agriculture",42.56838646,26.71562174,4712925.844,476659.209,3,"North",0.8,"55",NA,50,NA,NA,NA,"No",NA,NA,"3 - damaged","","Agriculture",NA,"3 - impaired","Agriculture","Last year",NA,NA,NA,"POINT(476659.208968 4712925.844047)"
"219",9585,"Vera Dolezalkova",NA,"Burial Mound","photo #54-58","Legacy verification",NA,"Scrub","Scrub",42.41937669,26.0687763,4696760.84,423386.4176,3,"Northwest",2.6,"30",NA,30,NA,"Artefact scatter","iron age pottery","No",NA,NA,"4 - seriously damaged","","Looting",NA,"4 - minimal","Looting","Unknown","[01, irregular, 10, 6.6, 1.9; 02, circular, 4.4, 4.4, 0.5]",NA,"files/app/01ed5fb8-4dd8-4946-bf8c-057c0f9729cc_image-1505380802075.original.jpg - files/app/101cfe29-2970-4f83-af92-4cff7b4d72ff_image-1505380241892.original.jpg - files/app/b75a88b9-a42d-4405-ba4d-fb728105afce_image-1505380379735.original.jpg","POINT(423386.417553 4696760.840005)"
"220",8152,"Bara Weissova",NA,"Burial Mound","","Legacy verification","Lighter soil mark compared to the surrounding area","Annual agriculture","Annual agriculture",42.57042774,26.72944384,4713148.792,477794.4048,3,"Northeast",1,"40",NA,35,NA,"Loose artefacts","Roman pottery","No","Roman","files/app/6c2fdb10-ecb7-45d7-9ea7-8b0694122553_image-1505381545859.original.jpg","4 - seriously damaged","","Agriculture",NA,"4 - minimal","Agriculture","Last year",NA,NA,NA,"POINT(477794.404802 4713148.79162)"
"221",8153,"Bara Weissova",NA,"Burial Mound","","Legacy verification",NA,"Annual agriculture","Annual agriculture",42.5765862,26.69620376,4713841.878,475068.7127,3,"North",0.8,"60",NA,55,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","","Agriculture",NA,"4 - minimal","Agriculture","Last month",NA,NA,NA,"POINT(475068.712664 4713841.878012)"
"222",8382,"Adela Sobotkova",NA,"Surface Scatter","#320-322","Legacy verification","Roman villa","Annual agriculture","Annual agriculture",42.65247945,26.73995829,4722257.178,478685.363,3,"East",0,"150",NA,NA,NA,"Artefact scatter","tiles, bricks, pithos rim, wasters, fineware, cookware, hardwired handmade pottery, sample taken","Yes","Roman",NA,"3 - damaged","","Agriculture",NA,"2 - good","Agriculture","Last month",NA,NA,NA,"POINT(478685.36304 4722257.178262)"
"223",8154,"Bara Weissova",NA,"Burial Mound","","Legacy verification","Karaybryamska Mogila, massive elevation marker on top","Annual agriculture","Annual agriculture",42.59585691,26.66852819,4715990.224,472805.87,3,"Northwest",1,"60",NA,55,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","","Agriculture",NA,"4 - minimal","Agriculture","Last month",NA,NA,NA,"POINT(472805.869956 4715990.223804)"
"224",8383,"Adela Sobotkova",NA,"Surface Scatter","#323","Survey",NA,"Annual agriculture","Annual agriculture",42.65228682,26.73007714,4722238.327,477875.3736,3,"East",0,"150",NA,NA,NA,"Artefact scatter",NA,"Yes","ancient wasters, pottery, brick, tiles,less fancy than 8382",NA,"0 - No observation","","Agriculture",NA,"2 - good","Agriculture","Last month",NA,NA,NA,"POINT(477875.373627 4722238.326642)"
"225",8384,"Adela Sobotkova",NA,"Burial Mound","grassland,#325","Legacy verification","north most mound on the ridge","Scrub","Pasture",42.65134773,26.72751261,4722134.722,477664.8322,3,"Southwest",2.5,"25",NA,NA,NA,NA,NA,"No",NA,NA,"2 - minor damage","","Anthropogenic","perhaps road cut","1 - full","Post-depositional","Unknown",NA,"tiny bit of rose scrub on top",NA,"POINT(477664.832229 4722134.722159)"
"226",8385,"Adela Sobotkova",NA,"Burial Mound","#327","Legacy verification","hilltop mound behind water station","Scrub","Scrub",42.65042453,26.72764953,4722032.173,477675.7245,3,"Southeast",3,"30",2,NA,NA,NA,NA,"No",NA,NA,"2 - minor damage","","Looting",NA,"2 - good","Post-depositional","Unknown","[01,oblong,8,4,1.5,on top in the middle with scrub inside;02, crescent,7,2.5,1,southside]",NA,"files/app/fc4e26db-45ca-4e57-a94d-040d80996ab9_image-1505387431056.original.jpg","POINT(477675.72453 4722032.172756)"
"227",8155,"Bara Weissova",NA,"Extinct Burial Mound","","Legacy verification",NA,"Annual agriculture","Annual agriculture",42.61255764,26.6897997,4717838.072,474557.7939,3,"North",0,"0",NA,0,NA,"Artefact scatter","Some pottery possibly Roman","No","Roman","files/app/df6d0cbd-f161-4bc6-bfe4-d79ce5be4934_image-1505387399630.original.jpg","5 - extinct or near extinct","","Agriculture",NA,"5 - none or nearly none","Agriculture","Last month",NA,NA,NA,"POINT(474557.793857 4717838.071988)"
"228",8386,"Adela Sobotkova",NA,"Extinct Burial Mound","grassland,#328","Legacy verification","mound converted into a water station","Scrub","Pasture",42.64992832,26.72774941,4721977.046,477683.7343,3,"South",3,"30",NA,NA,NA,NA,NA,"No",NA,NA,"5 - extinct or near extinct","","Urban development",NA,"5 - none or nearly none","Infrastructure","Unknown",NA,NA,NA,"POINT(477683.734318 4721977.046082)"
"229",8156,"Bara Weissova",NA,"Burial Mound","","Legacy verification",NA,"Annual agriculture","Annual agriculture",42.61120343,26.69773316,4717685.344,475207.9494,3,"Northeast",0.8,"60",NA,60,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","","Agriculture",NA,"4 - minimal","Agriculture","Last month",NA,NA,NA,"POINT(475207.949372 4717685.343928)"
"230",9586,"Vera Dolezalkova",NA,"Burial Mound","grassland,photo #1-2","Legacy verification",NA,"Annual agriculture","Pasture",42.31814355,26.61485191,4685172.139,468262.3038,3,"North",7,"45",6,45,NA,NA,NA,"No",NA,NA,"2 - minor damage","","Looting",NA,"3 - impaired","Looting","Unknown","[01, rectangular, 1.5, 1, 0.5, 3 animal holes]",NA,"files/app/a82f5032-7b94-4769-9ce3-7a1821169ed4_image-1505453885221.original.jpg - files/app/e0c9ab2e-b92c-4e8f-ad13-ef9d94c7a7ff_image-1505453678716.original.jpg","POINT(468262.303824 4685172.139061)"
"231",9587,"Vera Dolezalkova",NA,"Burial Mound","grassland,photo #3
west half of mound is cut by road in north west direction and damaged by deep ploughing.","Legacy verification",NA,"Annual agriculture","Pasture",42.31883148,26.61519642,4685248.395,468291.0384,3,"East",2,"30",NA,30,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","","Agriculture",NA,"4 - minimal","Agriculture","Last month",NA,NA,NA,"POINT(468291.038352 4685248.395125)"
"232",9588,"Vera Dolezalkova",NA,"Burial Mound","grassland,grassland,photo # 4-8","Legacy verification",NA,"Pasture","Pasture",42.31630191,26.61322669,4684968.259,468127.4504,3,"South",7,"45",NA,40,NA,NA,NA,"No",NA,NA,"2 - minor damage","","Looting",NA,"3 - impaired","Looting","Unknown","[01, oval, 3.5, 3,1; 02, oval, 3.5, 3, 1; 03, rectangular, 3, 2.5, 0.8; 04, oval, 4, 3.5, 1, all RT shallow]",NA,"files/app/02e80851-60e8-41a2-9758-f4143fe043b0_image-1505455104333.original.jpg - files/app/13258484-7a53-4df8-a52e-34ab275c37c2_image-1505455795117.original.jpg - files/app/2c76a282-33fb-4d56-863f-8c54b6eeefba_image-1505455484105.original.jpg - files/app/8b1fd9d7-3f3a-4fce-9289-d6a6438c871f_image-1505455282631.original.jpg - files/app/ccaeb144-e170-4863-bef5-c90487321ef8_image-1505455369937.original.jpg","POINT(468127.450421 4684968.258547)"
"233",8387,"Adela Sobotkova",NA,"Burial Mound","#329","Legacy verification","mound with geodetic matker","Annual agriculture","Scrub",42.37069033,26.68817614,4690981.965,474325.9007,3,"West",2.8,"33",NA,NA,NA,NA,NA,"No",NA,NA,"2 - minor damage","","Looting",NA,"2 - good","Looting","Unknown","01,round,4,1.7,older than 5 years overgrown",NA,"files/app/4d87cdbe-a6b4-4b15-9725-c17abd17b02e_image-1505455508960.original.jpg","POINT(474325.900682 4690981.965327)"
"234",8157,"Bara Weissova",NA,"Burial Mound","","Legacy verification",NA,"Annual agriculture","Annual agriculture",42.37328677,26.69571289,4691268.015,474947.473,3,"Northwest",0.8,"40",NA,50,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","","Agriculture",NA,"5 - none or nearly none","Agriculture","Last year",NA,NA,NA,"POINT(474947.473013 4691268.014998)"
"235",8388,"Adela Sobotkova",NA,"Uncertain Mound","#330","Legacy verification","uncertain small mound, light brown soilmark next to 8387 and 8389","Annual agriculture","Annual agriculture",42.36998376,26.68746995,4690903.723,474267.4673,3,"Southwest",0.4,"15",NA,NA,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","","Agriculture",NA,"4 - minimal","Agriculture","Last month",NA,NA,NA,"POINT(474267.467296 4690903.723142)"
"236",9589,"Vera Dolezalkova",NA,"Burial Mound","grassland,grassland,photo #9","Legacy verification",NA,"Pasture","Pasture",42.31521899,26.61229091,4684848.368,468049.7878,3,"Southwest",1,"15",NA,13,NA,NA,NA,"No",NA,NA,"2 - minor damage","","Post-depositional",NA,"3 - impaired","Unknown","Unknown",NA,NA,NA,"POINT(468049.787759 4684848.367988)"
"237",8389,"Adela Sobotkova",NA,"Burial Mound","#331,333","Legacy verification","mound and soilmark","Annual agriculture","Annual agriculture",42.37009877,26.68690912,4690916.664,474221.3384,3,"West",1,"28",0.8,NA,NA,NA,NA,"No",NA,NA,"3 - damaged","","Agriculture",NA,"3 - impaired","Agriculture","Last month",NA,"animal burrow in the centre showing 20 cm cultural layer, and 20 cm of limestone bedrock","files/app/8f7e3442-9bb2-4a06-84ef-1ed2dba8f916_image-1505456300123.original.jpg","POINT(474221.338445 4690916.663801)"
"238",9590,"Vera Dolezalkova",NA,"Burial Mound","grassland,grassland,photo #10","Legacy verification",NA,"Pasture","Pasture",42.31461665,26.61197769,4684781.604,468023.6714,3,"South",1.5,"19",NA,18,NA,NA,NA,"No",NA,NA,"2 - minor damage","","Post-depositional",NA,"3 - impaired","Unknown","Unknown",NA,NA,NA,"POINT(468023.671395 4684781.604499)"
"239",8390,"Adela Sobotkova",NA,"Burial Mound","explain in notes (dirt road,#334","Legacy verification",NA,"Annual agriculture","Other",42.37046618,26.68530493,4690957.947,474089.406,3,"Northeast",0.8,"32",NA,NA,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","","Road cut","agriculture","4 - minimal","Agriculture","Last month",NA,NA,NA,"POINT(474089.405998 4690957.947345)"
"240",8391,"Adela Sobotkova",NA,"Burial Mound","#337","Legacy verification",NA,"Annual agriculture","Annual agriculture",42.37002416,26.6842255,4690909.196,474000.3485,3,"Northeast",1.5,"35",NA,NA,NA,"Loose artefacts","red fw medium thick walled pottery","No",NA,NA,"3 - damaged","","Agriculture",NA,"2 - good","Agriculture","Last month",NA,NA,NA,"POINT(474000.34847 4690909.195911)"
"241",9591,"Vera Dolezalkova",NA,"Burial Mound","photo 11","Legacy verification",NA,"Annual agriculture","Annual agriculture",42.3087997,26.60858275,4684136.999,467740.9289,3,"East",1.5,"20",NA,20,NA,NA,NA,"No",NA,NA,"2 - minor damage","","Agriculture",NA,"3 - impaired","Agriculture","Last month",NA,NA,NA,"POINT(467740.928942 4684136.999067)"
"242",8158,"Bara Weissova",NA,"Burial Mound","grassland,grassland","Legacy verification",NA,"Pasture","Pasture",42.40829294,26.76341679,4695137.247,480532.486,3,"Northwest",1,"35",NA,30,NA,NA,NA,"No",NA,NA,"1 - pristine","","No observation",NA,"1 - full","No observation","Not relevant",NA,NA,NA,"POINT(480532.486032 4695137.247436)"
"243",9592,"Vera Dolezalkova",NA,"Burial Mound","photo 12","Legacy verification",NA,"Annual agriculture","Annual agriculture",42.30630193,26.60856135,4683859.668,467737.8901,3,"South",1.1,"18",NA,18,NA,NA,NA,"No",NA,NA,"2 - minor damage","","Agriculture",NA,"3 - impaired","Agriculture","Last month",NA,NA,NA,"POINT(467737.890101 4683859.667948)"
"244",9593,"Vera Dolezalkova",NA,"Burial Mound","photo 13, white limestones scattered around the top of the mound","Legacy verification",NA,"Annual agriculture","Annual agriculture",42.30544709,26.60860502,4683764.734,467741.0527,3,"South",0.9,"16",NA,16,NA,NA,NA,"No",NA,NA,"3 - damaged","","Agriculture",NA,"4 - minimal","Agriculture","Last month",NA,NA,NA,"POINT(467741.052669 4683764.733836)"
"245",8392,"Adela Sobotkova",NA,"Burial Mound","explain in notes (water canal and field division,local maximum,#340-341","Legacy verification","mound is cut by the canal","Annual agriculture","Other",42.36872282,26.67250379,4690768.352,473034.6708,3,"North",1.2,"35",NA,NA,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","","Construction","canal construction, agriculture","4 - minimal","Agriculture","Last month",NA,NA,NA,"POINT(473034.670826 4690768.351956)"
"246",9594,"Vera Dolezalkova",NA,"Burial Mound","photo 14","Legacy verification",NA,"Annual agriculture","Annual agriculture",42.30514667,26.60872436,4683731.331,467750.7356,3,"South",0.9,"17",NA,17,NA,NA,NA,"No",NA,NA,"2 - minor damage","","Agriculture",NA,"3 - impaired","Agriculture","Last month",NA,NA,NA,"POINT(467750.735617 4683731.330786)"
"247",9595,"Vera Dolezalkova",NA,"Burial Mound","photo 15","Legacy verification",NA,"Annual agriculture","Annual agriculture",42.30512701,26.60828547,4683729.315,467714.5513,3,"West",0.8,"14",NA,14,NA,NA,NA,"No",NA,NA,"2 - minor damage","","Agriculture",NA,"3 - impaired","Agriculture","Last month",NA,NA,NA,"POINT(467714.551263 4683729.314612)"
"248",9596,"Vera Dolezalkova",NA,"Burial Mound","photo 16","Legacy verification",NA,"Annual agriculture","Annual agriculture",42.30454224,26.6079904,4683664.496,467689.9327,3,"South",0.9,"17",NA,17,NA,NA,NA,"No",NA,NA,"2 - minor damage","","Agriculture",NA,"3 - impaired","Agriculture","Last month",NA,NA,NA,"POINT(467689.932668 4683664.496323)"
"249",8393,"Adela Sobotkova",NA,"Burial Mound","explain in notes (same as before,#342-343","Legacy verification","canal going through","Annual agriculture","Other",42.36299756,26.6664066,4690134.593,472530.1468,3,"West",1.2,"30",NA,NA,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","","Construction","agriculture","5 - none or nearly none","Agriculture","Last month",NA,NA,NA,"POINT(472530.146829 4690134.593372)"
"250",8159,"Bara Weissova",NA,"Burial Mound","grassland","Legacy verification",NA,"Annual agriculture","Pasture",42.37047526,26.73536244,4690944.913,478210.9253,3,"Southwest",2.5,"35",NA,25,NA,NA,NA,"No",NA,NA,"3 - damaged","","Looting","animal activity","3 - impaired","Animal activity","Last month","01,irregular, 30,10, 3, machine excavation with soil dumped next to mound; 02, square, 2, 2, 1, manual excavation",NA,"files/app/21618e54-8eca-46c3-b6df-632e8ba2b0d3_image-1505460388347.original.jpg - files/app/b8527e18-f4a0-4422-b9f6-5bb9fe2ba148_image-1505460558978.original.jpg","POINT(478210.925311 4690944.913238)"
"251",9597,"Vera Dolezalkova",NA,"Burial Mound","photo #17","Legacy verification",NA,"Annual agriculture","Annual agriculture",42.31258668,26.61059394,4684556.727,467908.6074,3,"South",3.5,"24",NA,24,NA,NA,NA,"No",NA,NA,"2 - minor damage","","Agriculture",NA,"3 - impaired","Agriculture","Last month",NA,NA,NA,"POINT(467908.607428 4684556.726559)"
"252",8394,"Adela Sobotkova",NA,"Extinct Burial Mound","#344","Legacy verification","south of canal","Annual agriculture","Annual agriculture",42.36200194,26.66481155,4690024.559,472398.3653,3,"West",0.3,"30",NA,NA,NA,NA,NA,"No",NA,NA,"5 - extinct or near extinct","","Agriculture",NA,"5 - none or nearly none","Agriculture","Last month",NA,NA,NA,"POINT(472398.365331 4690024.559482)"
"253",9598,"Vera Dolezalkova",NA,"Burial Mound","photo 18","Legacy verification",NA,"Annual agriculture","Annual agriculture",42.31339616,26.60663614,4684648.107,467582.8554,3,"Northeast",1.6,"19",NA,18,NA,NA,NA,"No",NA,NA,"2 - minor damage","","Agriculture",NA,"3 - impaired","Agriculture","Last month",NA,NA,NA,"POINT(467582.855421 4684648.10733)"
