"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact"
"917",8514,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-11,"25",20,"2","1 - pristine","No observation"
"918",8234,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-11,"20",NA,"1","3 - damaged","Construction"
"919",8515,"Legacy verification","Other","Scrub","Scrub",2018-09-11,"0",NA,"0","0 - No observation","Other"
"920",8235,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-11,"20",15,"1.2","3 - damaged","Agriculture"
"921",8516,"Legacy verification","Burial Mound","Forest","Scrub",2018-09-11,"20?",15,"1.5","3 - damaged","Looting"
"922",8236,"Legacy verification","Other","Annual agriculture","Annual agriculture",2018-09-11,"8",NA,"0.4","4 - seriously damaged","Agriculture"
"923",8517,"Legacy verification","Other","Forest","Forest",2018-09-11,"0",NA,"0","0 - No observation","No observation"
"924",8518,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-11,"140",15,"0.8","4 - seriously damaged","Agriculture"
"925",8237,"Legacy verification","Other","Pasture","Other",2018-09-11,"0",NA,"0.5","5 - extinct or near extinct","Construction"
"926",8238,"Legacy verification","Burial Mound","Pasture","Annual agriculture",2018-09-11,"32",NA,"2","3 - damaged","Looting"
"927",8239,"Legacy verification","Other","Pasture","Pasture",2018-09-11,"9",NA,"0.2","5 - extinct or near extinct","Construction"
"928",8240,"Survey","Other","Annual agriculture","Pasture",2018-09-11,"8",NA,"0.4","4 - seriously damaged","Construction"
"929",9646,"Legacy verification","Surface Scatter","Pasture","Pasture",2018-09-11,"500",400,"0","1 - pristine","No observation"
"930",9647,"Legacy verification","Surface Scatter","Scrub","Scrub",2018-09-11,"300",200,"0","2 - minor damage","Looting"
"931",9648,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-12,"40",35,"1.5","4 - seriously damaged","Urban development"
"932",9649,"Legacy verification","Other","Annual agriculture","Scrub",2018-09-12,"20",10,"1","0 - No observation","Agriculture"
"933",9650,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-12,"25",20,"2","4 - seriously damaged","Agriculture"
"934",9651,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-12,"35",30,"1.5","4 - seriously damaged","Agriculture"
"935",9652,"Legacy verification","Burial Mound","Forest","Forest",2018-09-12,"35",30,"6","4 - seriously damaged","Looting"
"936",8241,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-12,"22",NA,"2.7","1 - pristine","Agriculture"
"937",9653,"Serendipity","Uncertain Feature","Forest","Forest",2018-09-12,"8",6,"1.3","0 - No observation","Other"
"938",8242,"Survey","Burial Mound","Pasture","Pasture",2018-09-12,"20",NA,"2.5","3 - damaged","Looting"
"939",8243,"Survey","Other","Pasture","Pasture",2018-09-12,"8",NA,"1.5","4 - seriously damaged","Other"
"940",9654,"Survey","Uncertain Feature","Forest","Forest",2018-09-12,"12",6,"1.7","0 - No observation","Other"
"941",8244,"Survey","Other","Pasture","Pasture",2018-09-12,"4",NA,"2","4 - seriously damaged","Other"
"942",9655,"Survey","Other","Forest","Forest",2018-09-12,"16",15,"3","0 - No observation","Other"
"943",8245,"Survey","Other","Pasture","Pasture",2018-09-12,"6",NA,"1","3 - damaged","Other"
"944",9656,"Survey","Other","Forest","Forest",2018-09-12,"16",15,"2","0 - No observation","Other"
"945",8246,"Survey","Other","Pasture","Pasture",2018-09-12,"6",NA,"1.7","4 - seriously damaged","Other"
"946",8247,"Survey","Other","Pasture","Pasture",2018-09-12,"6",NA,"1","3 - damaged","Post-depositional"
"947",9657,"Legacy verification","Burial Mound","Forest","Scrub",2018-09-12,"35",40,"8","4 - seriously damaged","Looting"
"948",8248,"Survey","Burial Mound","Pasture","Pasture",2018-09-12,"12",NA,"1.6","2 - minor damage","Other"
"949",8249,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-12,"25",NA,"2.5","1 - pristine","Animal activity"
"950",8250,"Survey","Other","Pasture","Pasture",2018-09-12,"6",NA,"1.7","4 - seriously damaged","Other"
"951",8251,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-12,"15",NA,"2","0 - No observation","Post-depositional"
"952",8252,"Survey","Other","Pasture","Pasture",2018-09-12,"6",NA,"1.5","5 - extinct or near extinct","Other"
"953",9658,"Survey","Uncertain Feature","Forest","Forest",2018-09-12,"9",8,"1.4","0 - No observation","Other"
"954",8253,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-12,"30",25,"2","1 - pristine","Post-depositional"
"955",9659,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-12,"0",NA,"0","0 - No observation","Agriculture"
"956",8254,"Survey","Burial Mound","Pasture","Pasture",2018-09-12,"15",NA,"1.9","1 - pristine","Animal activity"
"957",9660,"Survey","Uncertain Feature","Annual agriculture","Scrub",2018-09-12,"35",32,"0.5","0 - No observation","Agriculture"
"958",9661,"Legacy verification","Burial Mound","Forest","Forest",2018-09-12,"30",25,"2.5","4 - seriously damaged","Other"
"959",8255,"Survey","Other","Scrub","Pasture",2018-09-12,"8",NA,"1.5","3 - damaged","Other"
"960",8256,"Survey","Other","Pasture","Pasture",2018-09-12,"10",NA,"0.5","0 - No observation","Other"
"961",8257,"Survey","Other","Pasture","Pasture",2018-09-12,"0",NA,"0","0 - No observation","No observation"
"962",9662,"Survey","Other","Scrub","Scrub",2018-09-13,"20",12,"2.2","0 - No observation","Other"
"963",9663,"Legacy verification","Other","Scrub","Scrub",2018-09-13,"16",15,"2","0 - No observation","Other"
"964",9664,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-13,"30",25,"1.5","4 - seriously damaged","Agriculture"
"965",8258,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"15",NA,"1.5","1 - pristine","Animal activity"
"966",9665,"Survey","Burial Mound","Annual agriculture","Scrub",2018-09-13,"22",20,"1.2","3 - damaged","Looting"
"967",8519,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"35",30,"5","3 - damaged","Looting"
"968",9800,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-13,NA,NA,NA,"0 - No observation","Agriculture"
"969",8259,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"15",NA,"1.4","2 - minor damage","Other"
"970",9666,"Survey","Uncertain Feature","Scrub","Scrub",2018-09-13,"16",8,"1","0 - No observation","Other"
"971",8520,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"45",40,"3.5","3 - damaged","Animal activity"
"972",8260,"Survey","Surface Scatter","Annual agriculture","Pasture",2018-09-13,"30",NA,"0","3 - damaged","Agriculture"
"973",8521,"Legacy verification","Burial Mound","Scrub","Annual agriculture",2018-09-13,"45",40,"2","3 - damaged","Looting"
"974",9801,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-13,NA,NA,NA,"0 - No observation","Anthropogenic"
"975",9667,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-13,"500",300,"0","0 - No observation","Agriculture"
"976",8261,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2018-09-13,"20",NA,"0.5","4 - seriously damaged","Agriculture"
"977",8522,"Legacy verification","Other","Pasture","Pasture",2018-09-13,"0",NA,"0","0 - No observation","No observation"
"978",9668,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-13,"20",16,"2.5","2 - minor damage","Other"
"979",8262,"Legacy verification","Other","Annual agriculture","Annual agriculture",2018-09-13,"0",NA,"0","2 - minor damage","Other"
"980",8263,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-13,"25",NA,"1","1 - pristine","Agriculture"
"981",8523,"Legacy verification","Extinct Burial Mound","Pasture","Scrub",2018-09-13,"0",NA,"2","5 - extinct or near extinct","Construction"
"982",9669,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-13,"25",20,"2","2 - minor damage","Construction"
"983",8524,"Legacy verification","Burial Mound","Forest","Scrub",2018-09-13,"40",NA,"3.5","4 - seriously damaged","Looting"
"984",9670,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-13,"25",NA,"1","4 - seriously damaged","Looting"
"985",8264,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"24",NA,"1.6","2 - minor damage","Construction"
"986",8265,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-13,"15",NA,"1.5","3 - damaged","Looting"
"987",9671,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-13,"20",NA,"0.3","5 - extinct or near extinct","Agriculture"
"988",8266,"Survey","Other","Pasture","Scrub",2018-09-13,"6",NA,"0.7","4 - seriously damaged","Other"
"989",8267,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"10",NA,"1","2 - minor damage","Other"
"990",8525,"Legacy verification","Extinct Burial Mound","Annual agriculture","Pasture",2018-09-13,"0",NA,"1","5 - extinct or near extinct","Looting"
"991",8526,"Legacy verification","Extinct Burial Mound","Annual agriculture","Pasture",2018-09-13,"0",NA,"0","5 - extinct or near extinct","Construction"
"992",9672,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-13,"30",NA,"1.5","3 - damaged","Agriculture"
"993",9673,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-13,"19",NA,"0.5","3 - damaged","Agriculture"
"994",9674,"Survey","Other","Pasture","Pasture",2018-09-13,"6",8,"1","0 - No observation","Other"
"995",9675,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2018-09-14,"10",8,"0.1","5 - extinct or near extinct","Agriculture"
"996",9676,"Survey","Burial Mound","Pasture","Scrub",2018-09-14,"21",17,"0.5","2 - minor damage","Other"
"997",8268,"Survey","Uncertain Mound","Pasture","Pasture",2018-09-14,"8",6,"1.2","0 - No observation","Anthropogenic"
"998",9677,"Survey","Uncertain Feature","Pasture","Scrub",2018-09-14,"12",10,"0.5","4 - seriously damaged","Other"
"999",8269,"Survey","Other","Pasture","Pasture",2018-09-14,"10",8,"0.8","0 - No observation","Anthropogenic"
"1000",9678,"Survey","Extinct Burial Mound","Pasture","Scrub",2018-09-14,"20",15,"0.1","5 - extinct or near extinct","Agriculture"
"1001",8270,"Survey","Other","Pasture","Pasture",2018-09-14,"20",NA,"2.2","0 - No observation","Post-depositional"
"1002",8271,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-14,"16",NA,"2","5 - extinct or near extinct","Other"
"1003",9679,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-14,"40",35,"2","3 - damaged","Looting"
"1004",8272,"Survey","Other","Pasture","Pasture",2018-09-14,"16",NA,"2","0 - No observation","Other"
"1005",8527,"Legacy verification","Burial Mound","Pasture","Forest",2018-09-14,"50",45,"4","2 - minor damage","Looting"
"1006",8273,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-14,"25",NA,"4","2 - minor damage","Looting"
"1007",9680,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-14,"20",9,"0.5","3 - damaged","Agriculture"
"1008",8274,"Local informant","Burial Mound","Pasture","Pasture",2018-09-14,"12",NA,"1.1","2 - minor damage","Agriculture"
"1009",9681,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-14,"25",NA,"2.5","3 - damaged","Looting"
"1010",8275,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-14,"20",NA,"1.5","3 - damaged","Looting"
"1011",8276,"Legacy verification","Extinct Burial Mound","Annual agriculture","Scrub",2018-09-14,"12",NA,"0.7","4 - seriously damaged","Agriculture"
"1012",8528,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-14,"25",20,"2","3 - damaged","Looting"
"1013",9682,"Survey","Uncertain Feature","Annual agriculture","Scrub",2018-09-14,"5",2,"0.1","0 - No observation","No observation"
"1014",8277,"Legacy verification","Burial Mound","Forest","Forest",2018-09-14,"25",NA,"2.7","4 - seriously damaged","Looting"
"1015",8529,"Legacy verification","Other","Pasture","Pasture",2018-09-14,"0",NA,"0","0 - No observation","No observation"
"1016",9683,"Survey","Burial Mound","Annual agriculture","Scrub",2018-09-14,"30",NA,"2.5","3 - damaged","Looting"
"1017",8530,"Legacy verification","Burial Mound","Annual agriculture","Forest",2018-09-14,"33",28,"2.5","3 - damaged","Looting"
"1018",9684,"Survey","Uncertain Feature","Annual agriculture","Scrub",2018-09-14,"10",10,"0.5","0 - No observation","Agriculture"
"1019",8278,"Legacy verification","Other","Forest","Pasture",2018-09-14,"5",NA,"2.2","0 - No observation","Construction"
"1020",8279,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-14,"8",NA,"1.5","5 - extinct or near extinct","Looting"
"1021",9685,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-14,"25",NA,"0.5","2 - minor damage","Agriculture"
"1022",9686,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-14,"40",30,"1.5","2 - minor damage","Agriculture"
"1023",9687,"Survey","Uncertain Feature","Scrub","Scrub",2018-09-17,"6",6,"0.5","0 - No observation","Other"
"1024",9688,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-17,"24",20,"1.5","3 - damaged","Looting"
"1025",9689,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-17,"30",20,"1.8","4 - seriously damaged","Other"
"1026",9690,"Survey","Other","Scrub","Scrub",2018-09-17,"14",12,"2","0 - No observation","Other"
"1027",8280,"Survey","Other","Pasture","Pasture",2018-09-17,"20",NA,"3","5 - extinct or near extinct","Construction"
"1028",8531,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-17,"0",NA,"0","5 - extinct or near extinct","Construction"
"1029",8281,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-17,"20",15,"1.5","5 - extinct or near extinct","Other"
"1030",9691,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-17,"15",NA,"1","4 - seriously damaged","Looting"
"1031",8282,"Survey","Burial Mound","Pasture","Pasture",2018-09-17,"16",NA,"1","2 - minor damage","Other"
"1032",9692,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-17,"40",35,"5","3 - damaged","Looting"
"1033",8283,"Legacy verification","Burial Mound","Scrub","Forest",2018-09-17,"18",NA,"2","2 - minor damage","Looting"
"1034",8532,"Legacy verification","Burial Mound","Pasture","Forest",2018-09-17,"42",38,"3","3 - damaged","Looting"
"1035",8284,"Survey","Burial Mound","Scrub","Pasture",2018-09-17,"12",10,"0.6","2 - minor damage","Looting"
"1036",9693,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-17,"50",40,"6","3 - damaged","Looting"
"1037",8285,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-17,"20",NA,"2.3","3 - damaged","Looting"
"1038",9694,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-17,"20",15,"2","2 - minor damage","Looting"
"1039",8533,"Legacy verification","Burial Mound","Scrub","Forest",2018-09-17,"20",18,"1.4","2 - minor damage","Post-depositional"
"1040",8286,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-17,"0",NA,"0","0 - No observation","No observation"
"1041",8534,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-17,"25",25,"1.5","1 - pristine","No observation"
"1042",8287,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-17,"12",NA,"0.8","3 - damaged","Agriculture"
"1043",8535,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-17,"0",NA,"0","5 - extinct or near extinct","Construction"
"1044",8536,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-17,"30",22,"1.5","2 - minor damage","Agriculture"
"1045",9695,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-17,"24",NA,"1.5","4 - seriously damaged","Looting"
"1046",8537,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2018-09-18,"26",25,"0.6","5 - extinct or near extinct","Agriculture"
"1047",8538,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2018-09-18,"35",30,"1.2","5 - extinct or near extinct","Agriculture"
"1048",8288,"Legacy verification","Burial Mound","Forest","Scrub",2018-09-18,"12",NA,"1.5","3 - damaged","Looting"
"1049",8539,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-18,"35",33,"2","4 - seriously damaged","Looting"
"1050",8289,"Survey","Other","Pasture","Scrub",2018-09-18,"0 (extends throughout lower slope)",NA,"1","0 - No observation","Other"
"1051",8540,"Legacy verification","Other","Annual agriculture","Annual agriculture",2018-09-18,"0",0,"0","5 - extinct or near extinct","Agriculture"
"1052",8290,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-18,"14",NA,"2","4 - seriously damaged","Other"
"1053",8541,"Legacy verification","Other","Scrub","Urban",2018-09-18,"0",0,"0","5 - extinct or near extinct","Urban development"
"1054",8292,"Legacy verification","Extinct Burial Mound","Forest","Pasture",2018-09-18,"0",NA,"0.2","5 - extinct or near extinct","Agriculture"
"1055",8293,"Legacy verification","Other","Pasture","Pasture",2018-09-18,"0",NA,"0","0 - No observation","Other"
"1056",8294,"Survey","Surface Scatter","Annual agriculture","Scrub",2018-09-19,"100",NA,"0","3 - damaged","Agriculture"
"1057",9696,"Legacy verification","Uncertain Feature","Scrub","Scrub",2018-09-19,"45",20,"1.5","5 - extinct or near extinct","Construction"
"1058",9697,"Legacy verification","Burial Mound","Perennial agriculture","Scrub",2018-09-19,"20",20,"1","3 - damaged","Looting"
"1059",8295,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-19,"30",NA,"2","4 - seriously damaged","Looting"
"1060",8296,"Survey","Uncertain Feature","Annual agriculture","Scrub",2018-09-19,"8",NA,"0.5","5 - extinct or near extinct","Agriculture"
"1061",8297,"Survey","Extinct Burial Mound","Annual agriculture","Pasture",2018-09-19,"12",8,"0.5","5 - extinct or near extinct","Agriculture"
"1062",8298,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2018-09-19,"8",NA,"0.3","5 - extinct or near extinct","Agriculture"
"1063",9698,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-19,"60",55,"5","3 - damaged","Looting"
"1064",8299,"Legacy verification","Burial Mound","Annual agriculture","Forest",2018-09-19,"30 (diameter obscured by trees)?",NA,"5","2 - minor damage","Looting"
"1065",9699,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-19,"30",25,"2.5","3 - damaged","Looting"
"1066",8700,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-19,"30",NA,"4","4 - seriously damaged","Looting"
"1067",9700,"Survey","Surface Scatter","Annual agriculture","Pasture",2018-09-19,"500",NA,"0","0 - No observation","No observation"
"1068",9701,"Local informant","Burial Mound","Pasture","Scrub",2018-09-19,"20",20,"0","5 - extinct or near extinct","Looting"
"1069",8701,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-19,"15",NA,"1.2","3 - damaged","Looting"
"1070",9702,"Survey","Uncertain Feature","Pasture","Scrub",2018-09-19,"20",NA,"1.5","3 - damaged","Post-depositional"
"1071",9703,"Survey","Burial Mound","Annual agriculture","Scrub",2018-09-19,"30",20,"0.5","2 - minor damage","Animal activity"
"1072",8702,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-19,"20",NA,"2","0 - No observation","Post-depositional"
"1073",8703,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-19,"16",NA,"1.7","1 - pristine","Post-depositional"
"1074",8704,"Survey","Burial Mound","Annual agriculture","Scrub",2018-09-19,"8",NA,"1.1","2 - minor damage","Agriculture"
"1075",9704,"Legacy verification","Extinct Burial Mound","Forest","Forest",2018-09-19,"0",NA,"0","5 - extinct or near extinct","Post-depositional"
"1076",9705,"Legacy verification","Extinct Burial Mound","Scrub","Forest",2018-09-19,"0",NA,"0","5 - extinct or near extinct","Post-depositional"
"1077",8542,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-20,"20",18,"2","3 - damaged","Looting"
"1078",9802,"Survey","Tell","Annual agriculture","Annual agriculture",2018-09-20,NA,NA,"0.01","0 - No observation","Agriculture"
"1079",8543,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-20,"30",30,"2.5","4 - seriously damaged","Looting"
"1080",9803,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-20,NA,NA,NA,"0 - No observation","Agriculture"
"1081",8544,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-20,"30",20,"1","2 - minor damage","Agriculture"
"1082",8545,"Survey","Extinct Burial Mound","Annual agriculture","Scrub",2018-09-20,"20",15,"1","5 - extinct or near extinct","Agriculture"
"1083",9804,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-20,"15",NA,"1.5","1 - pristine","Post-depositional"
"1084",8546,"Legacy verification","Burial Mound","Pasture","Forest",2018-09-20,"10",NA,"0.5","5 - extinct or near extinct","Looting"
"1085",9805,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-20,NA,NA,"0.01","0 - No observation","Agriculture"
"1086",8547,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-20,"45",NA,"3","4 - seriously damaged","Looting"
"1087",8548,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-20,"45",NA,"5","2 - minor damage","Construction"
"1088",8549,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-21,"30",25,"1.6","3 - damaged","Looting"
"1089",8550,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-21,"20",18,"0.5","4 - seriously damaged","Looting"
"1090",9806,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-21,NA,NA,NA,"0 - No observation","Anthropogenic"
"1091",8551,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-21,"30",30,"1.5","4 - seriously damaged","Looting"
"1092",9807,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-21,NA,NA,NA,"0 - No observation","Anthropogenic"
"1093",8552,"Legacy verification","Extinct Burial Mound","Forest","Forest",2018-09-21,"0",NA,"0","5 - extinct or near extinct","Construction"
"1094",8553,"Legacy verification","Burial Mound","Forest","Forest",2018-09-21,"20",NA,"0","5 - extinct or near extinct","Looting"
"1095",9706,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-25,"25",NA,"1","3 - damaged","Agriculture"
"1096",8554,"Legacy verification","Burial Mound","Forest","Forest",2018-09-25,"30",NA,"1.5","3 - damaged","Looting"
"1097",9707,"Legacy verification","Burial Mound","Forest","Forest",2018-09-25,"25",25,"2.5","3 - damaged","Looting"
"1098",8555,"Legacy verification","Other","Forest","Forest",2018-09-25,"0",NA,"0","0 - No observation","No observation"
"1099",9708,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2018-09-25,"20",20,"0.5","4 - seriously damaged","Agriculture"
"1100",8556,"Legacy verification","Burial Mound","Forest","Forest",2018-09-25,"15",NA,"0.5","4 - seriously damaged","Looting"
"1101",9709,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2018-09-25,"25",NA,"0.5","4 - seriously damaged","Agriculture"
"1102",9710,"Survey","Extinct Burial Mound","Scrub","Annual agriculture",2018-09-25,"0",NA,"0","5 - extinct or near extinct","Looting"
"1103",8557,"Legacy verification","Burial Mound","Forest","Pasture",2018-09-25,"45",NA,"4","3 - damaged","Looting"
"1104",9711,"Survey","Extinct Burial Mound","Annual agriculture","Scrub",2018-09-25,"0",NA,"0","5 - extinct or near extinct","Looting"
"1105",9712,"Survey","Extinct Burial Mound","Annual agriculture","Scrub",2018-09-25,"0",NA,"0","5 - extinct or near extinct","Looting"
"1106",9713,"Survey","Burial Mound","Forest","Annual agriculture",2018-09-25,"25",20,"3","2 - minor damage","Animal activity"
"1107",9714,"Legacy verification","Burial Mound","Forest","Forest",2018-09-25,"20",NA,"1","4 - seriously damaged","Looting"
"1108",9715,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-25,"30",25,"1","3 - damaged","Agriculture"
"1109",8558,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-25,"25",NA,"1.8","2 - minor damage","Urban development"
"1110",9716,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-25,"30",25,"0.5","4 - seriously damaged","Agriculture"
"1111",8559,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-25,"26",20,"0.4","4 - seriously damaged","Agriculture"
"1112",9717,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-25,"300",NA,"0","0 - No observation","Agriculture"
"1113",9718,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-25,"50",40,"4","4 - seriously damaged","Looting"
"1114",8560,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-25,"30",NA,"1.6","1 - pristine","Agriculture"
"1115",8561,"Survey","Uncertain Feature","Pasture","Pasture",2018-09-25,"25",20,"1","3 - damaged","Agriculture"
"1116",8562,"Survey","Uncertain Feature","Pasture","Pasture",2018-09-25,"25",20,"0.5","4 - seriously damaged","Agriculture"
"1117",8563,"Survey","Uncertain Feature","Scrub","Pasture",2018-09-25,"30",30,"0.4","4 - seriously damaged","Agriculture"
"1118",9719,"Survey","Burial Mound","Pasture","Pasture",2018-09-25,"35",25,"1","4 - seriously damaged","Looting"
"1119",9720,"Survey","Burial Mound","Pasture","Pasture",2018-09-25,"30",25,"1.5","2 - minor damage","Looting"
"1120",9808,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-25,NA,NA,NA,"0 - No observation","Anthropogenic"
"1121",9809,"Survey","Surface Scatter","Scrub","Scrub",2018-09-25,NA,NA,NA,"0 - No observation","No observation"
"1122",9810,"Survey","Surface Scatter","Scrub","Pasture",2018-09-25,NA,NA,NA,"0 - No observation","No observation"
"1123",9811,"Legacy verification","Surface Scatter","Forest","Forest",2018-09-25,NA,NA,NA,"4 - seriously damaged","Anthropogenic"
"1124",9812,"Survey","Surface Scatter","Pasture","Pasture",2018-09-25,NA,NA,NA,"0 - No observation","No observation"
"1125",9813,"Survey","Surface Scatter","Other","Other",2018-09-25,NA,NA,NA,"0 - No observation","No observation"
"1126",9814,"Survey","Surface Scatter","Other","Other",2018-09-25,NA,NA,NA,"0 - No observation","No observation"
"1127",9815,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-25,NA,NA,NA,"0 - No observation","Anthropogenic"
"1128",9816,"Survey","Other","Pasture","Pasture",2018-09-25,NA,NA,NA,"0 - No observation","No observation"
"1129",9817,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-25,NA,NA,NA,"0 - No observation","No observation"
"1130",9818,"Survey","Other","Forest","Forest",2018-09-25,NA,NA,NA,"0 - No observation","No observation"
"1131",9819,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-25,NA,NA,NA,"0 - No observation","Agriculture"
"1132",8705,"Survey","Other","Pasture","Pasture",2018-09-26,"0",NA,"2","0 - No observation","No observation"
"1133",9721,"Legacy verification","Extinct Burial Mound","Scrub","Scrub",2018-09-26,"0",NA,"0","5 - extinct or near extinct","Other"
"1134",8706,"Survey","Other","Pasture","Pasture",2018-09-26,"0",NA,"0.5","0 - No observation","Other"
"1135",8707,"Survey","Other","Pasture","Pasture",2018-09-26,"5",NA,"1.5","0 - No observation","Other"
"1136",8708,"Survey","Other","Pasture","Pasture",2018-09-26,"6",8,"3","0 - No observation","Other"
"1137",8709,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-26,"100",NA,"2.2","5 - extinct or near extinct","Other"
"1138",8710,"Survey","Other","Pasture","Pasture",2018-09-26,"16",14,"0.5","0 - No observation","Other"
