"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact","TopoID","Note","X","Y","geometry"
"290",9286,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",30,"7","2","Looting",200939,"geodetic point on top",449470.5448,4680656.9769,c(449470.5448, 4680656.9769)
"291",9287,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2.5","2","Looting",200366,NA,452707.4895,4682109.5103,c(452707.4895, 4682109.5103)
"292",9291,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"35",35,"2.5","3","Looting",200348,NA,449895.8407,4681424.5167,c(449895.8407, 4681424.5167)
"293",9292,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",15,"0.5","5","Agriculture",200349,NA,450214.5602,4681904.7437,c(450214.5602, 4681904.7437)
"294",9293,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1","5","Agriculture",200350,NA,449147.3463,4682392.3609,c(449147.3463, 4682392.3609)
"295",9300,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-05,"40",40,"0.4","5","Agriculture",200247,NA,468705.6184,4711592.8992,c(468705.6184, 4711592.8992)
"296",9301,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-05,"25",25,"0.5","5","Agriculture",200219,NA,465672.2654,4711422.5596,c(465672.2654, 4711422.5596)
"297",9314,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"30",30,"2","5","Looting",200022,NA,453591.2748,4706446.6945,c(453591.2748, 4706446.6945)
"298",9315,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"20",20,"1","2","Looting",200023,NA,453884.8248,4706455.1565,c(453884.8248, 4706455.1565)
"299",9316,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"2","2","Looting",200881,NA,453563.0205,4706659.7009,c(453563.0205, 4706659.7009)
"300",9317,"Survey","Burial Mound","Pasture","Pasture",NA,"20",20,"1.5","1","Construction",0,NA,453784.015,4707032.5299,c(453784.015, 4707032.5299)
"301",9319,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"15",15,"1","3","Agriculture",200026,NA,454360.7674,4708632.5212,c(454360.7674, 4708632.5212)
"302",9321,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",40,"4","3","Looting",200930,NA,452293.2096,4709358.9383,c(452293.2096, 4709358.9383)
"303",9322,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",40,"4","1","Looting",200929,"Azmashka mogila",451823.1931,4709665.9795,c(451823.1931, 4709665.9795)
"304",9323,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"0.4","5","Agriculture",200094,NA,457691.1375,4708198.8668,c(457691.1375, 4708198.8668)
"305",9324,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"1.8","3","Agriculture",200100,NA,458343.1502,4707849.2077,c(458343.1502, 4707849.2077)
"306",9325,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",NA,"10",10,"0.5","5","Looting",200089,NA,457983.105,4709902.0102,c(457983.105, 4709902.0102)
"307",9326,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"25",25,"3","1","Looting",200090,NA,458325.457,4709905.2659,c(458325.457, 4709905.2659)
"308",9332,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-11,"40",40,"4","5","Looting",200320,NA,440891.5458,4675606.4448,c(440891.5458, 4675606.4448)
"309",9334,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-11,"40",20,"1.9","4","Agriculture",200317,"also TRAP ID 7026",442827.3811,4677041.7044,c(442827.3811, 4677041.7044)
"310",9336,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-11,"30",40,"0.8","5","Agriculture",0,NA,443513.2004,4677091.1016,c(443513.2004, 4677091.1016)
"311",9337,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-11,"40",30,"0.5","5","Agriculture",200314,NA,439275.541,4681831.5141,c(439275.541, 4681831.5141)
"312",9340,"Legacy verification","Burial Mound","Forest","Scrub",2010-11-11,"20",20,"1","5","Bioturbation (forest)",200135,NA,439961.7278,4688732.996,c(439961.7278, 4688732.996)
"313",9341,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-11,"40",40,"4","4","Looting",200131,NA,440595.1842,4689097.2238,c(440595.1842, 4689097.2238)
"314",9342,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",30,"1.7","4","Agriculture",200152,NA,450202.4913,4689234.8043,c(450202.4913, 4689234.8043)
"315",9343,"Survey","Burial Mound","Pasture","Pasture",2010-11-12,"30",30,"1.5","4","Agriculture",0,NA,450274.7841,4689135.8845,c(450274.7841, 4689135.8845)
"316",9344,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"30",30,"1.5","2","Looting",200151,NA,450361.4002,4689141.6257,c(450361.4002, 4689141.6257)
"317",9345,"Survey","Burial Mound","Pasture","Pasture",2010-11-12,"10",10,"1.5","4","Looting",0,NA,450450.1563,4688352.6869,c(450450.1563, 4688352.6869)
"318",9346,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"40",50,"2","3","Agriculture",200150,NA,450640.4538,4688313.3684,c(450640.4538, 4688313.3684)
"319",9347,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",40,"2.5","1","None",0,NA,450278.996,4687437.3449,c(450278.996, 4687437.3449)
"320",9348,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"30",30,"1.7","1","None",200896,NA,450207.4535,4687511.6339,c(450207.4535, 4687511.6339)
"321",9349,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",40,"2.5","2","Looting",200149,NA,450139.4857,4687620.7378,c(450139.4857, 4687620.7378)
"322",9350,"Survey","Burial Mound","Pasture","Scrub",2010-11-12,"35",35,"4.5","4","Looting",0,NA,450855.7851,4686654.5671,c(450855.7851, 4686654.5671)
"323",9351,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",50,"3","2","Looting",200353,NA,451160.1775,4686553.82,c(451160.1775, 4686553.82)
"324",9352,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"30",35,"1.5","5","Agriculture",0,NA,451968.164,4686129.208,c(451968.164, 4686129.208)
"325",9355,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"30",25,"1","4","Agriculture",200160,NA,450064.2518,4692524.4266,c(450064.2518, 4692524.4266)
"326",9356,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"20",30,"0.5","4","Agriculture",200192,NA,452624.6711,4692564.7747,c(452624.6711, 4692564.7747)
"327",9357,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-17,"40",40,"1","5","Excavation",0,"Already excavated? Lozjanonata mogila?",468116.6629,4679132.126,c(468116.6629, 4679132.126)
"328",9358,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-17,"35",35,"2","4","Looting",200899,NA,467949.4536,4678681.7852,c(467949.4536, 4678681.7852)
"329",9359,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-17,"30",30,"2","2","Looting",200610,NA,469259.2186,4677461.7867,c(469259.2186, 4677461.7867)
"330",9360,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-17,"70",70,"14","4","Excavation",200611,NA,469645.6761,4677737.713,c(469645.6761, 4677737.713)
"331",9362,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-17,"40",40,"2.5","5","Excavation",0,"totally newly dag",472031.1318,4678917.6109,c(472031.1318, 4678917.6109)
"332",9361,"Survey","Burial Mound","Pasture","Pasture",2010-11-17,"35",25,"2","4","Looting",200902,NA,472099.5596,4678950.7853,c(472099.5596, 4678950.7853)
"333",9363,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-17,"25",25,"1.5","1","None",0,NA,473128.6793,4680260.3238,c(473128.6793, 4680260.3238)
"334",9364,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-17,"35",35,"2","1","None",0,NA,473082.3978,4680153.6194,c(473082.3978, 4680153.6194)
"335",9365,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-18,"30",30,"2.5","5","Looting",200669,"Cut by tank shelter",474347.1141,4671481.7799,c(474347.1141, 4671481.7799)
"336",9366,"Survey","Burial Mound","Pasture","Pasture",2010-11-18,"25",25,"1","1","None",0,NA,474637.8491,4673150.5996,c(474637.8491, 4673150.5996)
"337",9367,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",35,"1","2","Agriculture",200667,NA,475710.3449,4673957.3958,c(475710.3449, 4673957.3958)
"338",9369,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",35,"1","3","Agriculture",200679,NA,476030.6156,4674310.4503,c(476030.6156, 4674310.4503)
"339",9370,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",40,"1.6","2","Agriculture",200680,NA,476011.2875,4674860.0038,c(476011.2875, 4674860.0038)
"340",9371,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-18,"40",30,"2","1","None",200681,NA,476014.6505,4674950.7982,c(476014.6505, 4674950.7982)
"341",9372,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2010-11-18,"30",30,"0.5","5","unspecified",200686,NA,477134.6673,4677417.029,c(477134.6673, 4677417.029)
"342",9373,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"30",30,"1","4","Agriculture",0,NA,477276.1157,4677266.0051,c(477276.1157, 4677266.0051)
"343",9374,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"35",35,"3","3","Looting",200688,NA,476715.932,4678835.1137,c(476715.932, 4678835.1137)
"344",9375,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-18,"30",30,"2","5","Looting",200687,NA,477703.0388,4678909.6895,c(477703.0388, 4678909.6895)
"345",9377,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"40",40,"0.5","2","Agriculture",200911,NA,473111.6236,4677116.0503,c(473111.6236, 4677116.0503)
"346",9378,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-18,"30",30,"0.5","1","None",200666,NA,473409.7477,4677507.2844,c(473409.7477, 4677507.2844)
"347",9379,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",25,"1.5","1","Agriculture",0,NA,472055.119,4675879.6635,c(472055.119, 4675879.6635)
"348",9380,"Survey","Burial Mound","Pasture","Scrub",2010-11-18,"30",30,"4","1","Looting",0,NA,470243.9228,4675563.0052,c(470243.9228, 4675563.0052)
"349",9381,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-18,"45",45,"5","1","Bioturbation",0,NA,470223.3855,4675600.8199,c(470223.3855, 4675600.8199)
"350",9382,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"50",50,"6","1","Looting",200609,NA,469821.4182,4675411.694,c(469821.4182, 4675411.694)
"351",9383,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"30",30,"1.5","2","Agriculture",0,NA,469954.6332,4675425.1533,c(469954.6332, 4675425.1533)
"352",9385,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"40",40,"2","1","Looting",200596,NA,468422.1286,4675266.7482,c(468422.1286, 4675266.7482)
"353",9386,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"20",25,"1","2","Agriculture",0,NA,469270.8269,4675323.2946,c(469270.8269, 4675323.2946)
"354",9387,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"25",20,"1.7","1","Looting",200607,NA,469437.4856,4675754.4834,c(469437.4856, 4675754.4834)
"355",9388,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"40",40,"0.5","5","Agriculture",200595,NA,467691.0972,4675462.3051,c(467691.0972, 4675462.3051)
"356",9452,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"25",25,"1.7","1","None",200608,NA,469839.297,4675667.1667,c(469839.297, 4675667.1667)
"357",9389,NA,"Burial Mound","Annual agriculture","Scrub",2010-11-18,"15",15,"1.5","5",NA,0,NA,467600.7842,4675589.5204,c(467600.7842, 4675589.5204)
"358",9390,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",35,"1","5","Agriculture",0,NA,467621.3223,4675643.7998,c(467621.3223, 4675643.7998)
"359",9392,"Survey","Burial Mound","Pasture","Pasture",2010-11-18,"15",15,"1","1","Agriculture",0,NA,467685.8708,4675790.5008,c(467685.8708, 4675790.5008)
"360",9401,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"30",30,"1","5","Agriculture",200117,NA,440761.6189,4698799.4916,c(440761.6189, 4698799.4916)
"361",9402,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"35",35,"1.5","5","Agriculture",200116,NA,441532.5891,4698189.6861,c(441532.5891, 4698189.6861)
"362",9403,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"20",25,"1.7","5","Agriculture",0,NA,441800.0456,4697359.0459,c(441800.0456, 4697359.0459)
"363",9404,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"20",20,"1.5","4","Looting",200119,NA,442104.8992,4697076.9599,c(442104.8992, 4697076.9599)
"364",9405,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"25",25,"1","5","Agriculture",0,NA,443333.6751,4696190.383,c(443333.6751, 4696190.383)
"365",9406,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"50",30,"1.5","5","Agriculture",200121,NA,442144.1582,4695904.1009,c(442144.1582, 4695904.1009)
"366",9407,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-07,"35",20,"2","5","Construction",200120,NA,442620.1702,4695457.6081,c(442620.1702, 4695457.6081)
"367",9409,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-07,"30",30,"2","2","Agriculture",200020,NA,454596.0148,4707387.6436,c(454596.0148, 4707387.6436)
"368",9410,"Survey","Burial Mound","Pasture","Pasture",2010-11-07,"10",25,"3.5","5","Looting",0,NA,453815.2735,4706834.5833,c(453815.2735, 4706834.5833)
"369",9411,"Survey","Burial Mound","Scrub","Scrub",2010-11-07,"15",15,"1.5","2","Nodata",200016,NA,453727.1017,4706736.7735,c(453727.1017, 4706736.7735)
"370",9412,"Survey","Burial Mound","Scrub","Pasture",2010-11-07,"25",25,"3.5","2","Nodata",0,NA,453675.8175,4706725.3918,c(453675.8175, 4706725.3918)
"371",9413,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"20",20,"3","1","None",200021,NA,453820.5408,4707102.9986,c(453820.5408, 4707102.9986)
"372",9414,"Survey","Burial Mound","Pasture","Pasture",2010-11-07,"15",15,"1","1","None",0,NA,453842.2872,4707128.183,c(453842.2872, 4707128.183)
"373",9415,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"25",25,"1","5","Agriculture",200024,NA,453042.7758,4705682.3939,c(453042.7758, 4705682.3939)
"374",9416,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"20",20,"2","3","Agriculture",200018,NA,452999.1197,4707739.1148,c(452999.1197, 4707739.1148)
"375",9417,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"15",15,"2","4","Looting",200019,NA,452996.9503,4707823.482,c(452996.9503, 4707823.482)
"376",9418,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"50",50,"6","2","Looting",200025,NA,455169.225,4708542.0055,c(455169.225, 4708542.0055)
"377",9419,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-07,"25",25,"4.5","2","Nodata",200097,NA,455387.4026,4708062.5047,c(455387.4026, 4708062.5047)
"378",9420,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"30",30,"3.5","1","Nodata",200098,NA,456123.5601,4708227.2726,c(456123.5601, 4708227.2726)
"379",9421,"Survey","Burial Mound","Pasture","Pasture",2010-11-07,"15",15,"1","1","None",0,NA,456174.7316,4708263.7649,c(456174.7316, 4708263.7649)
"380",9423,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-07,"60",60,"12","1","Nodata",200099,NA,456857.7268,4707887.0399,c(456857.7268, 4707887.0399)
"381",9424,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"10",10,"2 acc to topomap","5","Nodata",200092,NA,457717.0106,4708448.1471,c(457717.0106, 4708448.1471)
"382",9425,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"20",20,"0.5","5","Agriculture",200093,NA,457781.6624,4708451.2914,c(457781.6624, 4708451.2914)
"383",9426,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"40",40,"0.7","5","Agriculture",200091,NA,457716.5261,4708575.6075,c(457716.5261, 4708575.6075)
"384",9427,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-08,"23",23,"3 acc to topomap","6","Agriculture",200084,NA,457299.0553,4710154.2866,c(457299.0553, 4710154.2866)
"385",9428,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-08,NA,NA,NA,"6","Agriculture",200085,"Highway",457213.1636,4710086.421,c(457213.1636, 4710086.421)
"386",9430,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-10,"10",10,"2?3? acc to atlas","5","Looting",200080,NA,455447.0054,4711056.8619,c(455447.0054, 4711056.8619)
"387",9431,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-10,"20",20,"2","5","Looting",200029,NA,455348.259,4711124.5897,c(455348.259, 4711124.5897)
"388",9442,"Legacy verification","Burial Mound","Forest","Scrub",NA,"40",40,"1.5","2","Looting",200527,NA,460365.1256,4670853.4936,c(460365.1256, 4670853.4936)
"389",9443,"Legacy verification","Burial Mound","Forest","Scrub",2010-11-17,"25",25,"2","3","Looting",0,NA,460320.6788,4671012.1913,c(460320.6788, 4671012.1913)
"390",9444,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-17,"40",40,"2","2","Looting",0,NA,460322.131,4671060.1137,c(460322.131, 4671060.1137)
"391",9445,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"20",20,"1.5","4","Agriculture",200526,NA,460109.413,4672626.8813,c(460109.413, 4672626.8813)
"392",9446,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"40",40,"5","2","Looting",200525,NA,460230.4977,4672819.714,c(460230.4977, 4672819.714)
"393",9447,"Survey","Burial Mound","Annual agriculture","Scrub",2010-11-17,"25",25,"0.5","5","Agriculture",0,NA,460175.5558,4672780.8638,c(460175.5558, 4672780.8638)
"394",9448,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"20",20,"2","4","Looting",200521,NA,459959.414,4675257.3849,c(459959.414, 4675257.3849)
"395",9450,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"25",25,"2","3","Looting",200520,NA,459966.1385,4675327.3747,c(459966.1385, 4675327.3747)
"396",9451,"Survey","Burial Mound","Pasture","Scrub",NA,"20",20,"1","5","Looting",0,NA,459745.4514,4676409.9682,c(459745.4514, 4676409.9682)
"397",9339,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-11,"20",20,"1.5","2","Looting",200129,NA,438907.8976,4689523.7074,c(438907.8976, 4689523.7074)
"398",9515,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",42,"1.6","3 - damaged","Agriculture",0,NA,435932.679940897,4694568.70128664,c(435932.679940897, 4694568.70128664)
"399",8304,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"13",12,"1.4","3 - damaged","Agriculture",0,NA,438132.379236956,4695137.70726751,c(438132.379236956, 4695137.70726751)
"400",8106,"Legacy verification","Burial Mound","Annual agriculture","Perennial agriculture",NA,"55",50,"1.5","3 - damaged","Agriculture",0,NA,438108.26265551,4695541.22891605,c(438108.26265551, 4695541.22891605)
"401",8305,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"22",16,"0.7","3 - damaged","Agriculture",0,NA,438030.166406211,4694794.42448928,c(438030.166406211, 4694794.42448928)
"402",8306,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"22",7,"1","4 - seriously damaged","Agriculture",0,NA,438062.16681614,4694737.61948699,c(438062.16681614, 4694737.61948699)
"403",8107,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"20",11,"0.3","4 - seriously damaged","Looting",0,NA,433295.180273431,4693179.96199345,c(433295.180273431, 4693179.96199345)
"404",8109,"Survey","Extinct Burial Mound","Annual agriculture","Scrub",NA,"20",12,"0.2","5 - extinct or near extinct","Looting",0,NA,433034.926041051,4693185.70778411,c(433034.926041051, 4693185.70778411)
"405",8307,"Legacy verification","Extinct Burial Mound","Other","Other",NA,"35",30,"0.5","5 - extinct or near extinct","Agriculture",0,NA,437883.161346582,4693440.65199043,c(437883.161346582, 4693440.65199043)
"406",8309,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"18",10,"1","5 - extinct or near extinct","Looting",0,NA,437586.877653135,4693566.32751832,c(437586.877653135, 4693566.32751832)
"407",8110,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",40,"1.8","3 - damaged","Agriculture",0,NA,433010.425399184,4694364.92937436,c(433010.425399184, 4694364.92937436)
"408",8316,"Legacy verification","Burial Mound","Perennial agriculture","Scrub",NA,"25",20,"2.3","2 - minor damage","Looting",0,NA,437123.29200531,4692462.21018053,c(437123.29200531, 4692462.21018053)
"409",8317,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"36",NA,"3","4 - seriously damaged","Looting",0,NA,436784.677778048,4692766.16234166,c(436784.677778048, 4692766.16234166)
"410",8319,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"16",11,"1.7","4 - seriously damaged","Looting",0,NA,436708.7449539,4693399.34250233,c(436708.7449539, 4693399.34250233)
"411",9528,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",35,"1.9","2 - minor damage","Looting",0,NA,433954.321312134,4695330.4277156,c(433954.321312134, 4695330.4277156)
"412",9529,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",25,"1.9","4 - seriously damaged","Looting",0,NA,434040.764430226,4695320.67887388,c(434040.764430226, 4695320.67887388)
"413",9530,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"42",40,"4","4 - seriously damaged","Looting",0,NA,434095.415648804,4695074.73375842,c(434095.415648804, 4695074.73375842)
"414",8321,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"23",20,"2.2","2 - minor damage","Excavation",0,NA,436406.318486474,4693664.51299218,c(436406.318486474, 4693664.51299218)
"415",8117,"Legacy verification","Extinct Burial Mound","Annual agriculture","Pasture",NA,"15",5,"0","5 - extinct or near extinct","Agriculture",0,NA,433441.645922534,4692413.1493224,c(433441.645922534, 4692413.1493224)
"416",9531,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"19",16,"0.8","3 - damaged","Looting",0,NA,434617.541516941,4694700.19998576,c(434617.541516941, 4694700.19998576)
"417",8323,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"30",25,"1.4","5 - extinct or near extinct","Agriculture",0,NA,435565.534913532,4692747.98804523,c(435565.534913532, 4692747.98804523)
"418",8324,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",20,"0.8","5 - extinct or near extinct","Agriculture",0,NA,434666.707381169,4692652.89251319,c(434666.707381169, 4692652.89251319)
"419",8325,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"28",25,"1.5","3 - damaged","Agriculture",0,NA,437439.569977168,4688625.22184124,c(437439.569977168, 4688625.22184124)
"420",8327,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"20",NA,"0.5","5 - extinct or near extinct","Agriculture",0,NA,437680.928206815,4689019.26367467,c(437680.928206815, 4689019.26367467)
"421",8328,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1","4 - seriously damaged","Agriculture",0,NA,437685.93528397,4689086.19281625,c(437685.93528397, 4689086.19281625)
"422",8329,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",20,"0.5","5 - extinct or near extinct","Agriculture",0,NA,437572.637923229,4689038.30728326,c(437572.637923229, 4689038.30728326)
"423",8330,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"23",NA,"0.8","4 - seriously damaged","Agriculture",0,NA,437652.388462734,4688973.36719436,c(437652.388462734, 4688973.36719436)
"424",8331,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",18,"0.8","4 - seriously damaged","Agriculture",0,NA,437948.823109623,4689129.5174506,c(437948.823109623, 4689129.5174506)
"425",8332,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",NA,"0.6","5 - extinct or near extinct","Agriculture",0,NA,437927.475553853,4689162.91470726,c(437927.475553853, 4689162.91470726)
"426",8333,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"10",NA,"0.1","5 - extinct or near extinct","Agriculture",0,NA,437949.56925626,4689181.10693531,c(437949.56925626, 4689181.10693531)
"427",8334,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"7",4,"0","5 - extinct or near extinct","Agriculture",0,NA,437966.492341482,4689190.14158888,c(437966.492341482, 4689190.14158888)
"428",8335,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",NA,"2.4","3 - damaged","Agriculture",0,NA,438052.788100492,4689350.87100044,c(438052.788100492, 4689350.87100044)
"429",8336,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",18,"0.8","4 - seriously damaged","Agriculture",0,NA,438113.881909098,4689384.72717871,c(438113.881909098, 4689384.72717871)
"430",8345,"Legacy verification","Extinct Burial Mound","Other","Other",NA,"0",NA,"0","5 - extinct or near extinct","Excavation",200225,NA,464735.884963815,4706955.81071818,c(464735.884963815, 4706955.81071818)
"431",8346,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"21",16,"1","2 - minor damage","Post-depositional",0,NA,464400.298159229,4706953.66700451,c(464400.298159229, 4706953.66700451)
"432",8129,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"4","3 - damaged","Looting",0,NA,471939.424855403,4697272.0094413,c(471939.424855403, 4697272.0094413)
"433",8347,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"17",NA,"1.2","1 - pristine","Post-depositional",0,NA,464396.775693005,4706973.29725306,c(464396.775693005, 4706973.29725306)
"434",8348,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"15",NA,"1.5","2 - minor damage","Looting",0,NA,464347.731744206,4706939.32830946,c(464347.731744206, 4706939.32830946)
"435",8130,"Survey","Burial Mound","Pasture","Pasture",NA,"35",30,"2.5","3 - damaged","Looting",0,NA,471963.125371904,4697248.17967278,c(471963.125371904, 4697248.17967278)
"436",8349,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"17",NA,"1.75","2 - minor damage","Looting",0,NA,464358.709636903,4706918.81262963,c(464358.709636903, 4706918.81262963)
"437",8350,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"18",NA,"1.2","2 - minor damage","Post-depositional",0,NA,464228.70833061,4706942.17942289,c(464228.70833061, 4706942.17942289)
