"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact","TopoID","Note","X","Y","geometry"
"137",9110,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-10-27,"60",60,"6","4","Looting",200118,NA,439942.4164,4698117.5053,c(439942.4164, 4698117.5053)
"138",9112,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-10-28,"40",40,"1.5","4","Agriculture",200545,NA,465306.8624,4698952.1033,c(465306.8624, 4698952.1033)
"139",9113,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-10-28,"30",30,"0.8","4","Agriculture",200544,NA,465395.9957,4698923.2849,c(465395.9957, 4698923.2849)
"140",9114,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2010-10-28,"30",30,"1.5","4","Agriculture",200542,NA,465407.6544,4698757.8848,c(465407.6544, 4698757.8848)
"141",9115,"Survey","Extinct Burial Mound","Pasture","Pasture",2010-10-28,"30",30,"1.5","4","Agriculture",0,NA,465438.7798,4698799.8808,c(465438.7798, 4698799.8808)
"142",9116,"Survey","Burial Mound","Pasture","Pasture",2010-10-28,"20",20,"0.6","5","Agriculture",0,NA,465483.8935,4698850.9764,c(465483.8935, 4698850.9764)
"143",9117,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-28,"40",20,"1.5","4","Agriculture",200543,NA,465514.0037,4698888.1313,c(465514.0037, 4698888.1313)
"144",9118,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-10-28,"40",40,"1.5","4","Agriculture",0,NA,465533.4991,4698843.3448,c(465533.4991, 4698843.3448)
"145",9119,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-10-29,"35",35,"1","4","Agriculture",200344,NA,446604.0384,4679535.4111,c(446604.0384, 4679535.4111)
"146",9120,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-10-29,"30",30,"0.5","5","Agriculture",0,NA,446665.9005,4679565.9395,c(446665.9005, 4679565.9395)
"147",9121,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-10-29,"30",30,"0.5","5","Agriculture",0,NA,446698.6437,4679542.2007,c(446698.6437, 4679542.2007)
"148",9122,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-10-29,"25",25,"0.5","5","Agriculture",0,NA,446765.1123,4679600.1561,c(446765.1123, 4679600.1561)
"149",9123,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-10-29,"30",30,"2","4","Looting",200342,NA,447003.4186,4679422.8968,c(447003.4186, 4679422.8968)
"150",9124,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-10-29,"25",25,"1.5","5","Looting",200343,NA,446692.4847,4679433.4834,c(446692.4847, 4679433.4834)
"151",9125,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-31,"30",20,"1","3","Looting",200328,NA,449979.746,4672300.5862,c(449979.746, 4672300.5862)
"152",9126,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-31,"40",40,"2.5","4","Looting",200329,NA,450390.0089,4672598.1556,c(450390.0089, 4672598.1556)
"153",9127,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-31,"25",25,"2","3","Looting",200330,NA,450300.285,4672702.0734,c(450300.285, 4672702.0734)
"154",9128,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-31,"28",28,"4.5","5","Looting",200324,NA,449595.9345,4670538.2762,c(449595.9345, 4670538.2762)
"155",9130,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-10-31,"25",25,"1.5","2","road",200323,NA,449990.9936,4669995.3294,c(449990.9936, 4669995.3294)
"156",9131,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-31,"20",20,"4","3","Looting",200325,NA,449150.8975,4669550.895,c(449150.8975, 4669550.895)
"157",9132,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-31,"25",25,"2","2","Looting",200331,NA,451351.0725,4672926.6129,c(451351.0725, 4672926.6129)
"158",9133,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-10-31,"15",15,"0.8","3","Looting",200392,"Gyulev-vrch",451880.2481,4669952.9609,c(451880.2481, 4669952.9609)
"159",9135,"Legacy verification","Burial Mound","Forest","Scrub",2010-10-31,"30",30,"3.5","5","Looting",200384,NA,453735.9393,4672862.8424,c(453735.9393, 4672862.8424)
"160",9136,"Legacy verification","Burial Mound","Forest","Scrub",2010-10-31,"40",40,"2","2","Looting",200391,NA,454610.5286,4670185.3002,c(454610.5286, 4670185.3002)
"161",9137,"Legacy verification","Burial Mound","Forest","Scrub",2010-10-31,"50",50,"8","5","Looting",200390,NA,454958.8028,4670126.1208,c(454958.8028, 4670126.1208)
"162",9138,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-31,"40",50,"6","5","Looting",200389,NA,455597.8679,4670674.7434,c(455597.8679, 4670674.7434)
"163",9139,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-31,"50",50,"7","5","Looting",200388,NA,456282.397,4670696.235,c(456282.397, 4670696.235)
"164",9140,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-01,"40",40,"2","5","Looting",200393,NA,455172.1043,4669382.3502,c(455172.1043, 4669382.3502)
"165",9141,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"25",30,"2","5","Agriculture",200528,NA,462652.2241,4673295.3106,c(462652.2241, 4673295.3106)
"166",9142,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"20",20,"1.5","5","Agriculture",0,NA,462666.5211,4673332.1035,c(462666.5211, 4673332.1035)
"167",9143,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"30",30,"1","5","Agriculture",0,NA,462686.0203,4673743.7794,c(462686.0203, 4673743.7794)
"168",9144,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"30",30,"1","5","Agriculture",0,NA,462739.8,4674057.7907,c(462739.8, 4674057.7907)
"169",9145,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"20",20,"1","5","Agriculture",0,NA,462738.9886,4674099.5721,c(462738.9886, 4674099.5721)
"170",9146,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"40",40,"5","5","Agriculture",0,NA,462736.31,4674260.1462,c(462736.31, 4674260.1462)
"171",9147,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"20",20,"0.5","5","Agriculture",0,NA,462799.3286,4674276.3578,c(462799.3286, 4674276.3578)
"172",9148,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"25",25,"2","5","Agriculture",0,NA,462842.6485,4674255.6621,c(462842.6485, 4674255.6621)
"173",9149,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"40",40,"1","5","Agriculture",0,NA,462911.4143,4674288.7716,c(462911.4143, 4674288.7716)
"174",9150,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"40",40,"1","5","Agriculture",0,NA,462886.6732,4674171.2512,c(462886.6732, 4674171.2512)
"175",9151,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"30",30,"3","4","Agriculture",200529,NA,462856.6937,4674107.2177,c(462856.6937, 4674107.2177)
"176",9153,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"30",30,"1.5","5","Agriculture",200523,NA,462839.8626,4674005.405,c(462839.8626, 4674005.405)
"177",9154,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"40",40,"4","5","Agriculture",0,NA,461884.132,4674536.2071,c(461884.132, 4674536.2071)
"178",9155,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-01,"25",25,"1.5","5","Looting",200522,NA,461959.8894,4674283.5826,c(461959.8894, 4674283.5826)
"179",9156,"Survey","Burial Mound","Annual agriculture","Scrub",2010-11-01,"50",50,"8","4","Looting",200531,NA,463766.3573,4680289.1489,c(463766.3573, 4680289.1489)
"180",9157,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-01,"30",30,"4","5","Looting",0,NA,463743.5658,4680264.0144,c(463743.5658, 4680264.0144)
"181",9158,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"30",30,"2","5","Agriculture",200519,NA,460447.6911,4677925.9832,c(460447.6911, 4677925.9832)
"182",9161,"Legacy verification","Burial Mound","Perennial agriculture","Perennial agriculture",2010-11-01,"15",15,"1","5","Agriculture",200897,NA,460421.2577,4678849.1518,c(460421.2577, 4678849.1518)
"183",9162,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-01,"35",35,"2.5","5","Construction",200913,NA,460086.0563,4676620.2302,c(460086.0563, 4676620.2302)
"184",9163,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-01,"30",30,"2.5","5","Looting",200377,NA,456790.5456,4677759.3947,c(456790.5456, 4677759.3947)
"185",9164,"Survey","Burial Mound","Pasture","Scrub",2010-11-01,"35",35,"2","5","Looting",0,NA,456744.3516,4677781.895,c(456744.3516, 4677781.895)
"186",9165,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-01,"40",40,"6","4","Looting",200376,NA,456671.7425,4677811.508,c(456671.7425, 4677811.508)
"187",9166,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-03,"30",30,"5","3","Construction",200337,NA,446709.1069,4672533.7336,c(446709.1069, 4672533.7336)
"188",9169,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"40",35,"2.5","2","Construction",0,NA,450924.2993,4703196.9127,c(450924.2993, 4703196.9127)
"189",9170,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-04,"50",50,"0.8","5","Agriculture",200174,NA,450980.9406,4703083.4423,c(450980.9406, 4703083.4423)
"190",9171,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-04,"40",40,"2","4","Agriculture",200173,NA,451225.2364,4702941.2102,c(451225.2364, 4702941.2102)
"191",9172,"Survey","Burial Mound","Pasture","Scrub",2010-11-04,"30",30,"3","5","Agriculture",0,NA,451327.3087,4702839.5909,c(451327.3087, 4702839.5909)
"192",9173,"Survey","Burial Mound","Pasture","Scrub",2010-11-04,"25",25,"2.5","2","Agriculture",0,NA,451352.6764,4702888.8341,c(451352.6764, 4702888.8341)
"193",9174,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-04,"35",35,"2.5","3","Agriculture",200172,NA,451410.2142,4702877.9456,c(451410.2142, 4702877.9456)
"194",9175,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-04,"40",40,"5","1","Agriculture",200175,NA,450863.4715,4703804.8661,c(450863.4715, 4703804.8661)
"195",9177,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"45",45,"1.7","4","Looting",200177,NA,449710.8847,4704401.7317,c(449710.8847, 4704401.7317)
"196",9178,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-04,"50",50,"0.4","5","Agriculture",200183,NA,453138.4639,4701374.2753,c(453138.4639, 4701374.2753)
"197",9179,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"50",50,"5","2","Looting",200179,NA,452505.4395,4704611.0462,c(452505.4395, 4704611.0462)
"198",9180,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-04,"40",40,"3","2","Agriculture",200178,NA,452435.1286,4704691.2029,c(452435.1286, 4704691.2029)
"199",9181,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-04,"60",60,"4","2","Anthropogenic",200181,NA,456789.8723,4704824.5349,c(456789.8723, 4704824.5349)
"200",9184,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"35",35,"1.5","5","Agriculture",0,NA,469154.9488,4704713.8687,c(469154.9488, 4704713.8687)
"201",9186,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"20",20,"1.5","5","Agriculture",0,NA,469433.706,4704919.9903,c(469433.706, 4704919.9903)
"202",9188,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",20,"1.8","5","Agriculture",200638,NA,469341.0883,4704989.5785,c(469341.0883, 4704989.5785)
"203",9189,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1.5","5","Agriculture",200555,NA,469039.1153,4704802.1109,c(469039.1153, 4704802.1109)
"204",9190,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",25,"1.5","5","Looting",200238,NA,468710.4376,4705830.0016,c(468710.4376, 4705830.0016)
"205",9191,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"2","5","Agriculture",200239,NA,468729.8019,4706257.4645,c(468729.8019, 4706257.4645)
"206",9192,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"1","5","Agriculture",200240,NA,468710.7137,4706566.4278,c(468710.7137, 4706566.4278)
"207",9193,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"45",45,"2.5","1","Construction",200242,NA,471224.6816,4706745.962,c(471224.6816, 4706745.962)
"208",9194,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"2","1","Agriculture",200882,NA,470686.8146,4706891.6942,c(470686.8146, 4706891.6942)
"209",9195,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"1.5","2","Agriculture",200245,NA,470044.5437,4709313.1793,c(470044.5437, 4709313.1793)
"210",9196,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",35,"4","5","Looting",200246,NA,470013.8026,4709966.9952,c(470013.8026, 4709966.9952)
"211",9197,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"25",25,"0.8","5","Agriculture",200248,NA,468206.122,4711312.8325,c(468206.122, 4711312.8325)
"212",9198,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",20,"1","3","Looting",200249,NA,468126.5333,4711263.1324,c(468126.5333, 4711263.1324)
"213",9199,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"1.5","5","Agriculture",200244,NA,467968.8237,4708678.6025,c(467968.8237, 4708678.6025)
"214",9200,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-04,"40",40,"4","2","Looting",200889,NA,462986.7066,4703067.1257,c(462986.7066, 4703067.1257)
"215",9201,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-04,"40",40,"5","2","Looting",200550,NA,463021.1886,4703132.2359,c(463021.1886, 4703132.2359)
"216",9202,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"50",50,"4.5","2","Looting",200888,"Turnova mogila",464388.3613,4703815.4678,c(464388.3613, 4703815.4678)
"217",9203,"Legacy verification","Burial Mound","Pasture","Perennial agriculture",2010-11-04,"50",50,"6","5","Looting",200551,NA,465445.2766,4704094.2959,c(465445.2766, 4704094.2959)
"218",9204,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"25",25,"2","5","Construction",200560,"Turnova mogila",466774.9115,4702808.5049,c(466774.9115, 4702808.5049)
"219",9205,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-04,"35",35,"1.7","5","Agriculture",0,NA,468070.0441,4704043.9777,c(468070.0441, 4704043.9777)
"220",9206,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-04,"40",40,"7","1","Looting",200553,NA,468035.7273,4704118.8009,c(468035.7273, 4704118.8009)
"221",9207,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"30",30,"3","3","None",200552,NA,467956.8282,4704136.409,c(467956.8282, 4704136.409)
"222",9208,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-04,"20",20,"1.5","5","Agriculture",200559,NA,467788.9503,4703402.8573,c(467788.9503, 4703402.8573)
"223",9210,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-04,"20",20,"1.5","5","Agriculture",200557,NA,468154.0824,4703338.9331,c(468154.0824, 4703338.9331)
"224",9211,"Survey","Burial Mound","Annual agriculture","Scrub",2010-11-04,"30",30,"2.5","1","Agriculture",0,NA,468193.5823,4703320.9558,c(468193.5823, 4703320.9558)
"225",9212,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"40",40,"2","3","Construction",0,NA,468189.0114,4703393.0143,c(468189.0114, 4703393.0143)
"226",9213,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-04,"35",35,"4","1","Agriculture",200558,NA,468279.4215,4703227.0967,c(468279.4215, 4703227.0967)
"227",9214,NA,"Extinct Burial Mound","Annual agriculture","Pasture",2010-11-04,"40",40,"5","5",NA,200556,NA,468493.6937,4703691.5629,c(468493.6937, 4703691.5629)
"228",9215,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-04,"25",25,"1","5","Agriculture",200237,NA,467430.9085,4706327.9149,c(467430.9085, 4706327.9149)
"229",9216,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-04,"49",40,"5","2","Looting",200241,NA,467217.75,4706894.8207,c(467217.75, 4706894.8207)
"230",9217,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-04,"25",25,"1.8","5","Agriculture",0,NA,467436.9487,4706819.0999,c(467436.9487, 4706819.0999)
"231",9218,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"50",50,"8","3","Looting",200243,NA,465794.6886,4708494.358,c(465794.6886, 4708494.358)
"232",9219,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"25",25,"3","3","Looting",0,NA,465574.4669,4706349.8931,c(465574.4669, 4706349.8931)
"233",9220,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"30",30,"3","1","Construction",200230,NA,465196.2761,4706384.6865,c(465196.2761, 4706384.6865)
"234",9222,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"20",20,"2","3","Looting",200226,NA,464359.2803,4706913.7014,c(464359.2803, 4706913.7014)
"235",9223,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"15",15,"1.5","4","Looting",0,NA,464354.245,4706928.0356,c(464354.245, 4706928.0356)
"236",9224,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"20",20,"1.5","3","None",0,NA,464404.6845,4706951.1214,c(464404.6845, 4706951.1214)
"237",9225,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"15",15,"1","2","None",200227,NA,464401.2963,4706967.8992,c(464401.2963, 4706967.8992)
"238",9226,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"20",20,"1.5","3","Looting",200228,NA,464229.9742,4706931.7845,c(464229.9742, 4706931.7845)
"239",9227,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"35",35,"4","5","Looting",0,NA,463281.657,4706758.6678,c(463281.657, 4706758.6678)
"240",9228,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-05,"20",20,"2","5","Agriculture",200327,NA,447117.5597,4671467.1999,c(447117.5597, 4671467.1999)
"241",9229,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-06,"50",50,"1","3","Looting",200378,NA,457467.2932,4677363.2193,c(457467.2932, 4677363.2193)
"242",9230,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-05,"25",30,"2","4","Looting",200326,NA,447195.6534,4670397.4116,c(447195.6534, 4670397.4116)
"243",9231,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"15",15,"0.5","5","Looting",200335,NA,449604.8773,4675847.279,c(449604.8773, 4675847.279)
"244",9232,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"20",15,"1.5","4","Looting",200338,NA,449283.8138,4676033.1066,c(449283.8138, 4676033.1066)
"245",9233,"Legacy verification","Burial Mound","Forest","Scrub",2010-11-05,"25",25,"1.5","5","Looting",200334,NA,450515.1766,4675047.8276,c(450515.1766, 4675047.8276)
"246",9234,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-05,"15",20,"0.5","5","Agriculture",200333,NA,449534.1176,4674229.1699,c(449534.1176, 4674229.1699)
"247",9235,"Legacy verification","Burial Mound","Forest","Scrub",2010-11-05,"35",40,"3.5","5","Looting",200340,NA,451034.6874,4677038.8819,c(451034.6874, 4677038.8819)
"248",9236,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"30",30,"2","5","Looting",200371,NA,451466.9581,4677848.4892,c(451466.9581, 4677848.4892)
"249",9237,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"15",15,"1.5","4","Looting",0,NA,451632.0545,4677932.4658,c(451632.0545, 4677932.4658)
"250",9238,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"25",25,"2","4","Looting",0,NA,451616.6274,4677973.0178,c(451616.6274, 4677973.0178)
"251",9239,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"20",20,"1.5","4","Looting",200373,NA,451620.5985,4677994.8924,c(451620.5985, 4677994.8924)
"252",9240,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"35",35,"3","4","Looting",200372,NA,451624.8129,4677881.9152,c(451624.8129, 4677881.9152)
"253",9241,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"15",15,"0.5","4","Looting",0,NA,451612.339,4677851.223,c(451612.339, 4677851.223)
"254",9243,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"25",25,"2","5","Looting",0,NA,451589.9933,4677827.5749,c(451589.9933, 4677827.5749)
"255",9244,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"20",15,"0.5","5","Looting",0,NA,451609.6551,4677804.5663,c(451609.6551, 4677804.5663)
"256",9245,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"30",30,"3","4","Construction",200374,NA,451563.6973,4677769.7651,c(451563.6973, 4677769.7651)
"257",9246,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"20",20,"2","4","Looting",0,NA,451601.2884,4677720.0621,c(451601.2884, 4677720.0621)
"258",9247,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"35",35,"4","2","Looting",200375,NA,455693.1595,4677951.7021,c(455693.1595, 4677951.7021)
"259",9248,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-06,"20",30,"2.5","2","Construction",200395,NA,458005.7075,4676705.0036,c(458005.7075, 4676705.0036)
"260",9249,"Survey","Burial Mound","Annual agriculture","Pasture",2010-11-06,"15",15,"2","3","Looting",0,NA,457930.47,4676658.8689,c(457930.47, 4676658.8689)
"261",9250,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-06,"30",30,"3","2","Looting",200379,NA,457680.2118,4675548.8753,c(457680.2118, 4675548.8753)
"262",9251,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-06,"30",30,"2","4","Looting",200394,NA,457956.2064,4675037.1215,c(457956.2064, 4675037.1215)
"263",9252,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-06,"30",30,"3","4","Looting",200381,NA,453982.479,4675579.5811,c(453982.479, 4675579.5811)
"264",9253,"Survey","Burial Mound","Forest","Scrub",2010-11-06,"25",25,"3","5","Looting",0,NA,453961.9039,4675595.8439,c(453961.9039, 4675595.8439)
"265",9254,"Survey","Burial Mound","Forest","Scrub",2010-11-06,"20",20,"0.5","5","Looting",0,NA,454013.6205,4675579.862,c(454013.6205, 4675579.862)
"266",9255,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-06,"25",25,"1.7","5","Agriculture",200380,NA,455537.9975,4675119.4254,c(455537.9975, 4675119.4254)
"267",9256,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-06,"35",35,"1","5","Agriculture",200383,NA,454826.6418,4673713.5138,c(454826.6418, 4673713.5138)
"268",9257,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-07,"30",30,"2.5","3","Looting",200236,NA,462153.1007,4705829.4172,c(462153.1007, 4705829.4172)
"269",9258,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",20,"2.5","5","Agriculture",200234,NA,462161.0841,4705892.3787,c(462161.0841, 4705892.3787)
"270",9259,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"2","5","Construction (military activity)",200233,NA,461506.6973,4706178.78,c(461506.6973, 4706178.78)
"271",9261,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"35",40,"3","4","Looting",200301,NA,474778.7204,4708820.5592,c(474778.7204, 4708820.5592)
"272",9262,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1.5","5","Agriculture",0,NA,474936.1054,4708937.2166,c(474936.1054, 4708937.2166)
"273",9263,"Survey","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"3","2","Looting",0,NA,475002.3759,4708928.8632,c(475002.3759, 4708928.8632)
"274",9264,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2.5","3","Looting",200302,NA,475014.0497,4708850.6315,c(475014.0497, 4708850.6315)
"275",9265,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2.5","2","Looting",200303,NA,475058.2505,4708760.2832,c(475058.2505, 4708760.2832)
"276",9266,"Survey","Burial Mound","Pasture","Pasture",NA,"30",30,"2","2","Looting",0,NA,475196.3196,4708967.8498,c(475196.3196, 4708967.8498)
"277",9270,"Survey","Burial Mound","Pasture","Pasture",NA,"20",20,"1.5","2","Agriculture",0,NA,475274.8625,4708883.2012,c(475274.8625, 4708883.2012)
"278",9271,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"20",20,"1","5","Agriculture",200304,NA,475282.7826,4708853.7906,c(475282.7826, 4708853.7906)
"279",9272,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",25,"2.5","4","Looting",200305,NA,475361.6477,4708495.6173,c(475361.6477, 4708495.6173)
"280",9273,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"25",25,"2.5","3","Looting",200300,NA,475421.7788,4709438.1522,c(475421.7788, 4709438.1522)
"281",9274,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"45",45,"5","1","None",200292,"Mondadžiskata mogila",473246.0381,4712041.0437,c(473246.0381, 4712041.0437)
"282",9276,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",25,"0.7","5","Agriculture",200291,NA,473069.4105,4712100.0314,c(473069.4105, 4712100.0314)
"283",9277,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",25,"1.2","5","Agriculture",0,NA,473162.6317,4712004.7679,c(473162.6317, 4712004.7679)
"284",9279,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"2","5","Agriculture",200296,NA,473602.8206,4710929.145,c(473602.8206, 4710929.145)
"285",9280,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"5","2","None",200298,NA,473243.164,4710057.8629,c(473243.164, 4710057.8629)
"286",9281,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",40,"4","2","Looting",200299,NA,473262.9145,4709991.4985,c(473262.9145, 4709991.4985)
"287",9282,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",14,"0.5","5","Agriculture",200341,NA,449617.0458,4679513.832,c(449617.0458, 4679513.832)
"288",9283,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"2","5","Agriculture",200345,NA,449069.8251,4680394.1501,c(449069.8251, 4680394.1501)
"289",9284,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1.5","5","Agriculture",0,NA,449124.3539,4680421.362,c(449124.3539, 4680421.362)
