"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact","TopoID","Note","X","Y","OBJECTID","geometry"
"253",9219,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"25",25,"3","3","Looting",0,NA,465574.4669,4706349.8931,15,c(465574.4669, 4706349.8931)
"254",9220,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"30",30,"3","1","Construction",200230,NA,465196.2761,4706384.6865,15,c(465196.2761, 4706384.6865)
"255",9222,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"20",20,"2","3","Looting",200226,NA,464359.2803,4706913.7014,15,c(464359.2803, 4706913.7014)
"256",9223,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"15",15,"1.5","4","Looting",0,NA,464354.245,4706928.0356,15,c(464354.245, 4706928.0356)
"257",9224,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"20",20,"1.5","3","None",0,NA,464404.6845,4706951.1214,15,c(464404.6845, 4706951.1214)
"258",9225,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"15",15,"1","2","None",200227,NA,464401.2963,4706967.8992,15,c(464401.2963, 4706967.8992)
"259",9226,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"20",20,"1.5","3","Looting",200228,NA,464229.9742,4706931.7845,15,c(464229.9742, 4706931.7845)
"260",9227,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"35",35,"4","5","Looting",0,NA,463281.657,4706758.6678,15,c(463281.657, 4706758.6678)
"261",9228,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-05,"20",20,"2","5","Agriculture",200327,NA,447117.5597,4671467.1999,15,c(447117.5597, 4671467.1999)
"262",9229,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-06,"50",50,"1","3","Looting",200378,NA,457467.2932,4677363.2193,15,c(457467.2932, 4677363.2193)
"263",9230,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-05,"25",30,"2","4","Looting",200326,NA,447195.6534,4670397.4116,15,c(447195.6534, 4670397.4116)
"264",9231,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"15",15,"0.5","5","Looting",200335,NA,449604.8773,4675847.279,15,c(449604.8773, 4675847.279)
"265",9232,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"20",15,"1.5","4","Looting",200338,NA,449283.8138,4676033.1066,15,c(449283.8138, 4676033.1066)
"266",9233,"Legacy verification","Burial Mound","Forest","Scrub",2010-11-05,"25",25,"1.5","5","Looting",200334,NA,450515.1766,4675047.8276,15,c(450515.1766, 4675047.8276)
"267",9234,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-05,"15",20,"0.5","5","Agriculture",200333,NA,449534.1176,4674229.1699,15,c(449534.1176, 4674229.1699)
"268",9235,"Legacy verification","Burial Mound","Forest","Scrub",2010-11-05,"35",40,"3.5","5","Looting",200340,NA,451034.6874,4677038.8819,15,c(451034.6874, 4677038.8819)
"269",9236,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"30",30,"2","5","Looting",200371,NA,451466.9581,4677848.4892,15,c(451466.9581, 4677848.4892)
"270",9237,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"15",15,"1.5","4","Looting",0,NA,451632.0545,4677932.4658,15,c(451632.0545, 4677932.4658)
"271",9238,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"25",25,"2","4","Looting",0,NA,451616.6274,4677973.0178,15,c(451616.6274, 4677973.0178)
"272",9239,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"20",20,"1.5","4","Looting",200373,NA,451620.5985,4677994.8924,15,c(451620.5985, 4677994.8924)
"273",9240,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"35",35,"3","4","Looting",200372,NA,451624.8129,4677881.9152,15,c(451624.8129, 4677881.9152)
"274",9241,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"15",15,"0.5","4","Looting",0,NA,451612.339,4677851.223,15,c(451612.339, 4677851.223)
"275",9242,"Survey","Uncertain Mound","Pasture","Scrub",2010-11-05,"10",10,"0.5","2","unspecified",0,NA,451623.5324,4677848.1747,15,c(451623.5324, 4677848.1747)
"276",9243,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"25",25,"2","5","Looting",0,NA,451589.9933,4677827.5749,15,c(451589.9933, 4677827.5749)
"277",9244,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"20",15,"0.5","5","Looting",0,NA,451609.6551,4677804.5663,15,c(451609.6551, 4677804.5663)
"278",9245,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"30",30,"3","4","Construction",200374,NA,451563.6973,4677769.7651,15,c(451563.6973, 4677769.7651)
"279",9246,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"20",20,"2","4","Looting",0,NA,451601.2884,4677720.0621,15,c(451601.2884, 4677720.0621)
"280",9247,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"35",35,"4","2","Looting",200375,NA,455693.1595,4677951.7021,15,c(455693.1595, 4677951.7021)
"281",9248,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-06,"20",30,"2.5","2","Construction",200395,NA,458005.7075,4676705.0036,15,c(458005.7075, 4676705.0036)
"282",9249,"Survey","Burial Mound","Annual agriculture","Pasture",2010-11-06,"15",15,"2","3","Looting",0,NA,457930.47,4676658.8689,15,c(457930.47, 4676658.8689)
"283",9250,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-06,"30",30,"3","2","Looting",200379,NA,457680.2118,4675548.8753,15,c(457680.2118, 4675548.8753)
"284",9251,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-06,"30",30,"2","4","Looting",200394,NA,457956.2064,4675037.1215,15,c(457956.2064, 4675037.1215)
"285",9252,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-06,"30",30,"3","4","Looting",200381,NA,453982.479,4675579.5811,15,c(453982.479, 4675579.5811)
"286",9253,"Survey","Burial Mound","Forest","Scrub",2010-11-06,"25",25,"3","5","Looting",0,NA,453961.9039,4675595.8439,15,c(453961.9039, 4675595.8439)
"287",9254,"Survey","Burial Mound","Forest","Scrub",2010-11-06,"20",20,"0.5","5","Looting",0,NA,454013.6205,4675579.862,15,c(454013.6205, 4675579.862)
"288",9255,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-06,"25",25,"1.7","5","Agriculture",200380,NA,455537.9975,4675119.4254,15,c(455537.9975, 4675119.4254)
"289",9256,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-06,"35",35,"1","5","Agriculture",200383,NA,454826.6418,4673713.5138,15,c(454826.6418, 4673713.5138)
"290",9257,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-07,"30",30,"2.5","3","Looting",200236,NA,462153.1007,4705829.4172,15,c(462153.1007, 4705829.4172)
"291",9258,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",20,"2.5","5","Agriculture",200234,NA,462161.0841,4705892.3787,15,c(462161.0841, 4705892.3787)
"292",9259,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"2","5","Construction (military activity)",200233,NA,461506.6973,4706178.78,15,c(461506.6973, 4706178.78)
"293",9261,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"35",40,"3","4","Looting",200301,NA,474778.7204,4708820.5592,15,c(474778.7204, 4708820.5592)
"294",9262,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1.5","5","Agriculture",0,NA,474936.1054,4708937.2166,15,c(474936.1054, 4708937.2166)
"295",9263,"Survey","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"3","2","Looting",0,NA,475002.3759,4708928.8632,15,c(475002.3759, 4708928.8632)
"296",9264,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2.5","3","Looting",200302,NA,475014.0497,4708850.6315,15,c(475014.0497, 4708850.6315)
"297",9265,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2.5","2","Looting",200303,NA,475058.2505,4708760.2832,15,c(475058.2505, 4708760.2832)
"298",9266,"Survey","Burial Mound","Pasture","Pasture",NA,"30",30,"2","2","Looting",0,NA,475196.3196,4708967.8498,15,c(475196.3196, 4708967.8498)
"299",9267,"Survey","Uncertain Mound","Pasture","Pasture",NA,"20",20,"1","5","Looting",0,NA,475224.8626,4708966.2841,15,c(475224.8626, 4708966.2841)
"300",9268,"Survey","Uncertain Mound","Annual agriculture","Pasture",NA,"35",35,"1","5","Agriculture",0,NA,475244.6152,4708922.064,15,c(475244.6152, 4708922.064)
"301",9269,"Survey","Uncertain Mound","Annual agriculture","Pasture",NA,"40",40,"1","5","Agriculture",0,NA,475281.3597,4708941.2265,15,c(475281.3597, 4708941.2265)
"302",9270,"Survey","Burial Mound","Pasture","Pasture",NA,"20",20,"1.5","2","Agriculture",0,NA,475274.8625,4708883.2012,15,c(475274.8625, 4708883.2012)
"303",9271,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"20",20,"1","5","Agriculture",200304,NA,475282.7826,4708853.7906,15,c(475282.7826, 4708853.7906)
"304",9272,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",25,"2.5","4","Looting",200305,NA,475361.6477,4708495.6173,15,c(475361.6477, 4708495.6173)
"305",9273,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"25",25,"2.5","3","Looting",200300,NA,475421.7788,4709438.1522,15,c(475421.7788, 4709438.1522)
"306",9274,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"45",45,"5","1","None",200292,"Mondadžiskata mogila",473246.0381,4712041.0437,15,c(473246.0381, 4712041.0437)
"307",9275,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"20",20,"0.5","5","Agriculture",0,NA,473167.0137,4712075.9762,15,c(473167.0137, 4712075.9762)
"308",9276,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",25,"0.7","5","Agriculture",200291,NA,473069.4105,4712100.0314,15,c(473069.4105, 4712100.0314)
"309",9277,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",25,"1.2","5","Agriculture",0,NA,473162.6317,4712004.7679,15,c(473162.6317, 4712004.7679)
"310",9278,"Survey","Uncertain Mound","Pasture","Pasture",NA,"30",30,"1","5","Agriculture",0,NA,473313.8964,4712033.6892,15,c(473313.8964, 4712033.6892)
"311",9279,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"2","5","Agriculture",200296,NA,473602.8206,4710929.145,15,c(473602.8206, 4710929.145)
"312",9280,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"5","2","None",200298,NA,473243.164,4710057.8629,15,c(473243.164, 4710057.8629)
"313",9281,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",40,"4","2","Looting",200299,NA,473262.9145,4709991.4985,15,c(473262.9145, 4709991.4985)
"314",9282,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",14,"0.5","5","Agriculture",200341,NA,449617.0458,4679513.832,15,c(449617.0458, 4679513.832)
"315",9283,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"2","5","Agriculture",200345,NA,449069.8251,4680394.1501,15,c(449069.8251, 4680394.1501)
"316",9284,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1.5","5","Agriculture",0,NA,449124.3539,4680421.362,15,c(449124.3539, 4680421.362)
"317",9285,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"30",35,"2","5","Agriculture",0,NA,449303.4418,4680550.8941,15,c(449303.4418, 4680550.8941)
"318",9286,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",30,"7","2","Looting",200939,"geodetic point on top",449470.5448,4680656.9769,15,c(449470.5448, 4680656.9769)
"319",9287,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2.5","2","Looting",200366,NA,452707.4895,4682109.5103,15,c(452707.4895, 4682109.5103)
"320",9288,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"25",25,"1","5","Agriculture",0,NA,452793.1227,4681823.5588,15,c(452793.1227, 4681823.5588)
"321",9289,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"20",20,"0.5","5","Agriculture",0,NA,447864.0224,4680037.5896,15,c(447864.0224, 4680037.5896)
"322",9290,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"20",20,"0.8","5","Agriculture",0,NA,447874.6024,4680076.2299,15,c(447874.6024, 4680076.2299)
"323",9291,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"35",35,"2.5","3","Looting",200348,NA,449895.8407,4681424.5167,15,c(449895.8407, 4681424.5167)
"324",9292,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",15,"0.5","5","Agriculture",200349,NA,450214.5602,4681904.7437,15,c(450214.5602, 4681904.7437)
"325",9293,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1","5","Agriculture",200350,NA,449147.3463,4682392.3609,15,c(449147.3463, 4682392.3609)
"326",9300,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-05,"40",40,"0.4","5","Agriculture",200247,NA,468705.6184,4711592.8992,15,c(468705.6184, 4711592.8992)
"327",9301,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-05,"25",25,"0.5","5","Agriculture",200219,NA,465672.2654,4711422.5596,15,c(465672.2654, 4711422.5596)
"328",9314,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"30",30,"2","5","Looting",200022,NA,453591.2748,4706446.6945,15,c(453591.2748, 4706446.6945)
"329",9315,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"20",20,"1","2","Looting",200023,NA,453884.8248,4706455.1565,15,c(453884.8248, 4706455.1565)
"330",9316,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"2","2","Looting",200881,NA,453563.0205,4706659.7009,15,c(453563.0205, 4706659.7009)
"331",9317,"Survey","Burial Mound","Pasture","Pasture",NA,"20",20,"1.5","1","Construction",0,NA,453784.015,4707032.5299,15,c(453784.015, 4707032.5299)
"332",9318,"Survey","Uncertain Mound","Pasture","Pasture",NA,"25",25,"0.5","5","Construction (military activity)",0,NA,453253.7443,4707832.5106,15,c(453253.7443, 4707832.5106)
"333",9319,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"15",15,"1","3","Agriculture",200026,NA,454360.7674,4708632.5212,15,c(454360.7674, 4708632.5212)
"334",9321,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",40,"4","3","Looting",200930,NA,452293.2096,4709358.9383,15,c(452293.2096, 4709358.9383)
"335",9322,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",40,"4","1","Looting",200929,"Azmashka mogila",451823.1931,4709665.9795,15,c(451823.1931, 4709665.9795)
"336",9323,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"0.4","5","Agriculture",200094,NA,457691.1375,4708198.8668,15,c(457691.1375, 4708198.8668)
"337",9324,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"1.8","3","Agriculture",200100,NA,458343.1502,4707849.2077,15,c(458343.1502, 4707849.2077)
"338",9325,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",NA,"10",10,"0.5","5","Looting",200089,NA,457983.105,4709902.0102,15,c(457983.105, 4709902.0102)
"339",9326,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"25",25,"3","1","Looting",200090,NA,458325.457,4709905.2659,15,c(458325.457, 4709905.2659)
"340",9332,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-11,"40",40,"4","5","Looting",200320,NA,440891.5458,4675606.4448,15,c(440891.5458, 4675606.4448)
"341",9334,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-11,"40",20,"1.9","4","Agriculture",200317,"also TRAP ID 7026",442827.3811,4677041.7044,15,c(442827.3811, 4677041.7044)
"342",9335,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-11,"20",25,"1","5","Agriculture",200318,NA,443543.6336,4677131.1669,15,c(443543.6336, 4677131.1669)
"343",9336,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-11,"30",40,"0.8","5","Agriculture",0,NA,443513.2004,4677091.1016,15,c(443513.2004, 4677091.1016)
"344",9337,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-11,"40",30,"0.5","5","Agriculture",200314,NA,439275.541,4681831.5141,15,c(439275.541, 4681831.5141)
"345",9340,"Legacy verification","Burial Mound","Forest","Scrub",2010-11-11,"20",20,"1","5","Bioturbation (forest)",200135,NA,439961.7278,4688732.996,15,c(439961.7278, 4688732.996)
"346",9341,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-11,"40",40,"4","4","Looting",200131,NA,440595.1842,4689097.2238,15,c(440595.1842, 4689097.2238)
"347",9342,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",30,"1.7","4","Agriculture",200152,NA,450202.4913,4689234.8043,15,c(450202.4913, 4689234.8043)
"348",9343,"Survey","Burial Mound","Pasture","Pasture",2010-11-12,"30",30,"1.5","4","Agriculture",0,NA,450274.7841,4689135.8845,15,c(450274.7841, 4689135.8845)
"349",9344,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"30",30,"1.5","2","Looting",200151,NA,450361.4002,4689141.6257,15,c(450361.4002, 4689141.6257)
"350",9345,"Survey","Burial Mound","Pasture","Pasture",2010-11-12,"10",10,"1.5","4","Looting",0,NA,450450.1563,4688352.6869,15,c(450450.1563, 4688352.6869)
"351",9346,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"40",50,"2","3","Agriculture",200150,NA,450640.4538,4688313.3684,15,c(450640.4538, 4688313.3684)
"352",9347,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",40,"2.5","1","None",0,NA,450278.996,4687437.3449,15,c(450278.996, 4687437.3449)
"353",9348,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"30",30,"1.7","1","None",200896,NA,450207.4535,4687511.6339,15,c(450207.4535, 4687511.6339)
"354",9349,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",40,"2.5","2","Looting",200149,NA,450139.4857,4687620.7378,15,c(450139.4857, 4687620.7378)
"355",9350,"Survey","Burial Mound","Pasture","Scrub",2010-11-12,"35",35,"4.5","4","Looting",0,NA,450855.7851,4686654.5671,15,c(450855.7851, 4686654.5671)
"356",9351,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",50,"3","2","Looting",200353,NA,451160.1775,4686553.82,15,c(451160.1775, 4686553.82)
"357",9352,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"30",35,"1.5","5","Agriculture",0,NA,451968.164,4686129.208,15,c(451968.164, 4686129.208)
"358",9353,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-12,"15",15,"0","5","Agriculture",0,NA,451942.2714,4686147.9802,15,c(451942.2714, 4686147.9802)
"359",9354,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-12,"20",10,"0","5","Agriculture",0,NA,451948.4209,4686098.4604,15,c(451948.4209, 4686098.4604)
"360",9355,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"30",25,"1","4","Agriculture",200160,NA,450064.2518,4692524.4266,15,c(450064.2518, 4692524.4266)
"361",9356,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"20",30,"0.5","4","Agriculture",200192,NA,452624.6711,4692564.7747,15,c(452624.6711, 4692564.7747)
"362",9357,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-17,"40",40,"1","5","Excavation",0,"Already excavated? Lozjanonata mogila?",468116.6629,4679132.126,15,c(468116.6629, 4679132.126)
"363",9358,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-17,"35",35,"2","4","Looting",200899,NA,467949.4536,4678681.7852,15,c(467949.4536, 4678681.7852)
"364",9359,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-17,"30",30,"2","2","Looting",200610,NA,469259.2186,4677461.7867,15,c(469259.2186, 4677461.7867)
"365",9360,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-17,"70",70,"14","4","Excavation",200611,NA,469645.6761,4677737.713,15,c(469645.6761, 4677737.713)
"366",9362,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-17,"40",40,"2.5","5","Excavation",0,"totally newly dag",472031.1318,4678917.6109,15,c(472031.1318, 4678917.6109)
"367",9361,"Survey","Burial Mound","Pasture","Pasture",2010-11-17,"35",25,"2","4","Looting",200902,NA,472099.5596,4678950.7853,15,c(472099.5596, 4678950.7853)
"368",9363,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-17,"25",25,"1.5","1","None",0,NA,473128.6793,4680260.3238,15,c(473128.6793, 4680260.3238)
"369",9364,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-17,"35",35,"2","1","None",0,NA,473082.3978,4680153.6194,15,c(473082.3978, 4680153.6194)
"370",9365,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-18,"30",30,"2.5","5","Looting",200669,"Cut by tank shelter",474347.1141,4671481.7799,15,c(474347.1141, 4671481.7799)
"371",9366,"Survey","Burial Mound","Pasture","Pasture",2010-11-18,"25",25,"1","1","None",0,NA,474637.8491,4673150.5996,15,c(474637.8491, 4673150.5996)
"372",9367,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",35,"1","2","Agriculture",200667,NA,475710.3449,4673957.3958,15,c(475710.3449, 4673957.3958)
"373",9368,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-18,"25",20,"0.5","2","Agriculture",200682,NA,475775.2047,4674060.0605,15,c(475775.2047, 4674060.0605)
"374",9369,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",35,"1","3","Agriculture",200679,NA,476030.6156,4674310.4503,15,c(476030.6156, 4674310.4503)
"375",9370,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",40,"1.6","2","Agriculture",200680,NA,476011.2875,4674860.0038,15,c(476011.2875, 4674860.0038)
"376",9371,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-18,"40",30,"2","1","None",200681,NA,476014.6505,4674950.7982,15,c(476014.6505, 4674950.7982)
"377",9372,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2010-11-18,"30",30,"0.5","5","unspecified",200686,NA,477134.6673,4677417.029,15,c(477134.6673, 4677417.029)
"378",9373,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"30",30,"1","4","Agriculture",0,NA,477276.1157,4677266.0051,15,c(477276.1157, 4677266.0051)
"379",9374,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"35",35,"3","3","Looting",200688,NA,476715.932,4678835.1137,15,c(476715.932, 4678835.1137)
"380",9375,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-18,"30",30,"2","5","Looting",200687,NA,477703.0388,4678909.6895,15,c(477703.0388, 4678909.6895)
"381",9376,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-18,"20",20,"0.5","5","Agriculture",0,NA,477733.9835,4678939.8091,15,c(477733.9835, 4678939.8091)
"382",9377,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"40",40,"0.5","2","Agriculture",200911,NA,473111.6236,4677116.0503,15,c(473111.6236, 4677116.0503)
"383",9378,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-18,"30",30,"0.5","1","None",200666,NA,473409.7477,4677507.2844,15,c(473409.7477, 4677507.2844)
"384",9379,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",25,"1.5","1","Agriculture",0,NA,472055.119,4675879.6635,15,c(472055.119, 4675879.6635)
"385",9380,"Survey","Burial Mound","Pasture","Scrub",2010-11-18,"30",30,"4","1","Looting",0,NA,470243.9228,4675563.0052,15,c(470243.9228, 4675563.0052)
"386",9381,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-18,"45",45,"5","1","Bioturbation",0,NA,470223.3855,4675600.8199,15,c(470223.3855, 4675600.8199)
"387",9382,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"50",50,"6","1","Looting",200609,NA,469821.4182,4675411.694,15,c(469821.4182, 4675411.694)
"388",9383,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"30",30,"1.5","2","Agriculture",0,NA,469954.6332,4675425.1533,15,c(469954.6332, 4675425.1533)
"389",9385,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"40",40,"2","1","Looting",200596,NA,468422.1286,4675266.7482,15,c(468422.1286, 4675266.7482)
"390",9386,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"20",25,"1","2","Agriculture",0,NA,469270.8269,4675323.2946,15,c(469270.8269, 4675323.2946)
"391",9387,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"25",20,"1.7","1","Looting",200607,NA,469437.4856,4675754.4834,15,c(469437.4856, 4675754.4834)
"392",9388,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"40",40,"0.5","5","Agriculture",200595,NA,467691.0972,4675462.3051,15,c(467691.0972, 4675462.3051)
"393",9452,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"25",25,"1.7","1","None",200608,NA,469839.297,4675667.1667,15,c(469839.297, 4675667.1667)
"394",9389,NA,"Burial Mound","Annual agriculture","Scrub",2010-11-18,"15",15,"1.5","5",NA,0,NA,467600.7842,4675589.5204,15,c(467600.7842, 4675589.5204)
"395",9390,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",35,"1","5","Agriculture",0,NA,467621.3223,4675643.7998,15,c(467621.3223, 4675643.7998)
"396",9391,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-18,"20",15,"0.5","5","Agriculture",0,NA,467549.4388,4675734.7544,15,c(467549.4388, 4675734.7544)
"397",9392,"Survey","Burial Mound","Pasture","Pasture",2010-11-18,"15",15,"1","1","Agriculture",0,NA,467685.8708,4675790.5008,15,c(467685.8708, 4675790.5008)
"398",9401,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"30",30,"1","5","Agriculture",200117,NA,440761.6189,4698799.4916,15,c(440761.6189, 4698799.4916)
"399",9402,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"35",35,"1.5","5","Agriculture",200116,NA,441532.5891,4698189.6861,15,c(441532.5891, 4698189.6861)
"400",9403,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"20",25,"1.7","5","Agriculture",0,NA,441800.0456,4697359.0459,15,c(441800.0456, 4697359.0459)
"401",9404,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"20",20,"1.5","4","Looting",200119,NA,442104.8992,4697076.9599,15,c(442104.8992, 4697076.9599)
"402",9405,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"25",25,"1","5","Agriculture",0,NA,443333.6751,4696190.383,15,c(443333.6751, 4696190.383)
"403",9406,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"50",30,"1.5","5","Agriculture",200121,NA,442144.1582,4695904.1009,15,c(442144.1582, 4695904.1009)
