"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact","TopoID","Note","X","Y","OBJECTID","geometry"
"888",8552,"Legacy verification","Extinct Burial Mound","Forest","Forest",2018-09-21,"0",NA,"0","5 - extinct or near extinct","Construction",0,NA,492432.435413551,4676744.36574665,15,c(492432.435413551, 4676744.36574665)
"889",8553,"Legacy verification","Burial Mound","Forest","Forest",2018-09-21,"20",NA,"0","5 - extinct or near extinct","Looting",0,NA,490981.51236015,4676466.81048015,15,c(490981.51236015, 4676466.81048015)
"890",9706,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-25,"25",NA,"1","3 - damaged","Agriculture",0,NA,497295.673891349,4664174.55828548,15,c(497295.673891349, 4664174.55828548)
"891",8554,"Legacy verification","Burial Mound","Forest","Forest",2018-09-25,"30",NA,"1.5","3 - damaged","Looting",0,NA,487808.987269473,4666329.40618716,15,c(487808.987269473, 4666329.40618716)
"892",9707,"Legacy verification","Burial Mound","Forest","Forest",2018-09-25,"25",25,"2.5","3 - damaged","Looting",0,NA,497355.901442104,4663980.89120505,15,c(497355.901442104, 4663980.89120505)
"893",8555,"Legacy verification","Other","Forest","Forest",2018-09-25,"0",NA,"0","0 - No observation","No observation",0,NA,487589.546895391,4666259.06801808,15,c(487589.546895391, 4666259.06801808)
"894",9708,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2018-09-25,"20",20,"0.5","4 - seriously damaged","Agriculture",0,NA,497356.007128162,4663828.32299832,15,c(497356.007128162, 4663828.32299832)
"895",8556,"Legacy verification","Burial Mound","Forest","Forest",2018-09-25,"15",NA,"0.5","4 - seriously damaged","Looting",0,NA,487331.418620173,4666738.27092643,15,c(487331.418620173, 4666738.27092643)
"896",9709,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2018-09-25,"25",NA,"0.5","4 - seriously damaged","Agriculture",0,NA,497331.839587444,4663818.16384138,15,c(497331.839587444, 4663818.16384138)
"897",9710,"Survey","Extinct Burial Mound","Scrub","Annual agriculture",2018-09-25,"0",NA,"0","5 - extinct or near extinct","Looting",0,NA,497271.505891782,4663760.46282605,15,c(497271.505891782, 4663760.46282605)
"898",8557,"Legacy verification","Burial Mound","Forest","Pasture",2018-09-25,"45",NA,"4","3 - damaged","Looting",0,NA,487390.202372312,4666936.4480608,15,c(487390.202372312, 4666936.4480608)
"899",9711,"Survey","Extinct Burial Mound","Annual agriculture","Scrub",2018-09-25,"0",NA,"0","5 - extinct or near extinct","Looting",0,NA,497367.417719491,4663700.55832828,15,c(497367.417719491, 4663700.55832828)
"900",9712,"Survey","Extinct Burial Mound","Annual agriculture","Scrub",2018-09-25,"0",NA,"0","5 - extinct or near extinct","Looting",0,NA,497319.420190844,4663687.83665616,15,c(497319.420190844, 4663687.83665616)
"901",9713,"Survey","Burial Mound","Forest","Annual agriculture",2018-09-25,"25",20,"3","2 - minor damage","Animal activity",0,NA,497422.567519073,4663630.4228248,15,c(497422.567519073, 4663630.4228248)
"902",9714,"Legacy verification","Burial Mound","Forest","Forest",2018-09-25,"20",NA,"1","4 - seriously damaged","Looting",0,NA,497618.334099644,4663794.56160262,15,c(497618.334099644, 4663794.56160262)
"903",9715,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-25,"30",25,"1","3 - damaged","Agriculture",0,NA,497005.210753564,4664257.13522477,15,c(497005.210753564, 4664257.13522477)
"904",8558,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-25,"25",NA,"1.8","2 - minor damage","Urban development",0,NA,489341.075958783,4666398.1553105,15,c(489341.075958783, 4666398.1553105)
"905",8559,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-25,"26",20,"0.4","4 - seriously damaged","Agriculture",0,NA,494077.305467936,4667780.84828419,15,c(494077.305467936, 4667780.84828419)
"906",9717,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-25,"300",NA,"0","0 - No observation","Agriculture",0,NA,493946.397719708,4668251.99552082,15,c(493946.397719708, 4668251.99552082)
"907",9718,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-25,"50",40,"4","4 - seriously damaged","Looting",0,NA,494281.29155254,4668427.79408597,15,c(494281.29155254, 4668427.79408597)
"908",8560,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-25,"30",NA,"1.6","1 - pristine","Agriculture",0,NA,494394.795624421,4667896.7716263,15,c(494394.795624421, 4667896.7716263)
"909",8561,"Survey","Uncertain Feature","Pasture","Pasture",2018-09-25,"25",20,"1","3 - damaged","Agriculture",0,NA,494423.165840888,4668017.00023709,15,c(494423.165840888, 4668017.00023709)
"910",8562,"Survey","Uncertain Feature","Pasture","Pasture",2018-09-25,"25",20,"0.5","4 - seriously damaged","Agriculture",0,NA,494516.376274483,4668013.42517482,15,c(494516.376274483, 4668013.42517482)
"911",8563,"Survey","Uncertain Feature","Scrub","Pasture",2018-09-25,"30",30,"0.4","4 - seriously damaged","Agriculture",0,NA,494359.262387496,4668165.79305158,15,c(494359.262387496, 4668165.79305158)
"912",9719,"Survey","Burial Mound","Pasture","Pasture",2018-09-25,"35",25,"1","4 - seriously damaged","Looting",0,NA,494179.227776881,4668052.01818784,15,c(494179.227776881, 4668052.01818784)
"913",9720,"Survey","Burial Mound","Pasture","Pasture",2018-09-25,"30",25,"1.5","2 - minor damage","Looting",0,NA,494101.21977525,4668097.26088742,15,c(494101.21977525, 4668097.26088742)
"914",9808,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-25,NA,NA,NA,"0 - No observation","Anthropogenic",0,NA,480663.386482672,4672289.43023666,15,c(480663.386482672, 4672289.43023666)
"915",9809,"Survey","Surface Scatter","Scrub","Scrub",2018-09-25,NA,NA,NA,"0 - No observation","No observation",0,NA,492149.089936423,4655882.58765904,15,c(492149.089936423, 4655882.58765904)
"916",9810,"Survey","Surface Scatter","Scrub","Pasture",2018-09-25,NA,NA,NA,"0 - No observation","No observation",0,NA,492541.53457465,4655846.32605606,15,c(492541.53457465, 4655846.32605606)
"917",9811,"Legacy verification","Surface Scatter","Forest","Forest",2018-09-25,NA,NA,NA,"4 - seriously damaged","Anthropogenic",0,NA,492788.93571722,4655436.63541882,15,c(492788.93571722, 4655436.63541882)
"918",9812,"Survey","Surface Scatter","Pasture","Pasture",2018-09-25,NA,NA,NA,"0 - No observation","No observation",0,NA,492316.865293786,4655816.59047691,15,c(492316.865293786, 4655816.59047691)
"919",9813,"Survey","Surface Scatter","Other","Other",2018-09-25,NA,NA,NA,"0 - No observation","No observation",0,NA,490506.589396737,4663399.38686272,15,c(490506.589396737, 4663399.38686272)
"920",9814,"Survey","Surface Scatter","Other","Other",2018-09-25,NA,NA,NA,"0 - No observation","No observation",0,NA,490460.995044292,4663224.47496563,15,c(490460.995044292, 4663224.47496563)
"921",9815,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-25,NA,NA,NA,"0 - No observation","Anthropogenic",0,NA,485492.855240709,4669087.79159845,15,c(485492.855240709, 4669087.79159845)
"922",9816,"Survey","Other","Pasture","Pasture",2018-09-25,NA,NA,NA,"0 - No observation","No observation",0,NA,492425.36702788,4660837.75752537,15,c(492425.36702788, 4660837.75752537)
"923",9817,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-25,NA,NA,NA,"0 - No observation","No observation",0,NA,484860.511447037,4665013.572446,15,c(484860.511447037, 4665013.572446)
"924",9818,"Survey","Other","Forest","Forest",2018-09-25,NA,NA,NA,"0 - No observation","No observation",0,NA,485492.855240709,4669087.79159845,15,c(485492.855240709, 4669087.79159845)
"925",9819,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-25,NA,NA,NA,"0 - No observation","Agriculture",0,NA,485088.21220908,4668424.67814091,15,c(485088.21220908, 4668424.67814091)
"926",8705,"Survey","Other","Pasture","Pasture",2018-09-26,"0",NA,"2","0 - No observation","No observation",0,NA,484533.285632651,4657771.31578323,15,c(484533.285632651, 4657771.31578323)
"927",9721,"Legacy verification","Extinct Burial Mound","Scrub","Scrub",2018-09-26,"0",NA,"0","5 - extinct or near extinct","Other",0,NA,482862.999786165,4657350.64278699,15,c(482862.999786165, 4657350.64278699)
"928",8706,"Survey","Other","Pasture","Pasture",2018-09-26,"0",NA,"0.5","0 - No observation","Other",0,NA,484513.815056172,4657844.78641502,15,c(484513.815056172, 4657844.78641502)
"929",8707,"Survey","Other","Pasture","Pasture",2018-09-26,"5",NA,"1.5","0 - No observation","Other",0,NA,484415.06573207,4657903.70199033,15,c(484415.06573207, 4657903.70199033)
"930",8708,"Survey","Other","Pasture","Pasture",2018-09-26,"6",8,"3","0 - No observation","Other",0,NA,484489.165483861,4657802.39221864,15,c(484489.165483861, 4657802.39221864)
"931",8709,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-26,"100",NA,"2.2","5 - extinct or near extinct","Other",0,NA,484749.873898617,4657674.14656033,15,c(484749.873898617, 4657674.14656033)
"932",8710,"Survey","Other","Pasture","Pasture",2018-09-26,"16",14,"0.5","0 - No observation","Other",0,NA,484912.460854429,4657716.75573058,15,c(484912.460854429, 4657716.75573058)
"933",9722,"Legacy verification","Extinct Burial Mound","Scrub","Scrub",2018-09-26,"0",NA,"0","5 - extinct or near extinct","Looting",0,NA,485999.247243121,4659582.88127182,15,c(485999.247243121, 4659582.88127182)
"934",8711,"Survey","Other","Pasture","Pasture",2018-09-26,"8",4,"2.2","0 - No observation","Other",0,NA,485522.31071223,4657267.96529065,15,c(485522.31071223, 4657267.96529065)
"935",9723,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-26,"20",NA,"1","3 - damaged","Looting",0,NA,482830.251343965,4662680.63217648,15,c(482830.251343965, 4662680.63217648)
"936",8712,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-26,"8",NA,"0.8","1 - pristine","Post-depositional",0,NA,488102.194241818,4656213.7233259,15,c(488102.194241818, 4656213.7233259)
"937",9724,"Legacy verification","Burial Mound","Scrub","Pasture",2018-09-26,"35",NA,"4","4 - seriously damaged","Looting",0,NA,479514.509022353,4662412.82477486,15,c(479514.509022353, 4662412.82477486)
"938",9725,"Survey","Burial Mound","Scrub","Scrub",2018-09-26,"35",NA,"3","4 - seriously damaged","Looting",0,NA,479554.689675552,4662389.71360695,15,c(479554.689675552, 4662389.71360695)
"939",9726,"Survey","Burial Mound","Scrub","Scrub",2018-09-26,"20",15,"1","4 - seriously damaged","Looting",0,NA,479583.522056589,4662394.84427492,15,c(479583.522056589, 4662394.84427492)
"940",9727,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-26,"15",10,"0.5","4 - seriously damaged","Looting",0,NA,493031.19701022,4660476.94995868,15,c(493031.19701022, 4660476.94995868)
"941",9728,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-27,"80",20,"1.5","4 - seriously damaged","Excavation",0,NA,493995.248147774,4665555.95504674,15,c(493995.248147774, 4665555.95504674)
"942",9820,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-27,"0",NA,"0","0 - No observation","No observation",0,NA,481724.389437187,4670985.05508048,15,c(481724.389437187, 4670985.05508048)
"943",9729,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-27,"45",40,"2","2 - minor damage","Looting",0,NA,492221.809263024,4664575.57080989,15,c(492221.809263024, 4664575.57080989)
"944",9730,"Legacy verification","Extinct Burial Mound","Scrub","Scrub",2018-09-27,"0",NA,"0","5 - extinct or near extinct","Construction",0,NA,492793.788324053,4664097.87230345,15,c(492793.788324053, 4664097.87230345)
"945",9821,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-27,"0",NA,"0","0 - No observation","No observation",0,NA,481285.412278445,4670551.4808369,15,c(481285.412278445, 4670551.4808369)
"946",9731,"Legacy verification","Burial Mound","Forest","Forest",2018-09-27,"15",15,"1","3 - damaged","Other",0,NA,492554.896070304,4665209.03125936,15,c(492554.896070304, 4665209.03125936)
"947",9822,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-27,"0",NA,"0","0 - No observation","No observation",0,NA,483261.860915046,4670898.94171179,15,c(483261.860915046, 4670898.94171179)
"948",9732,"Legacy verification","Burial Mound","Scrub","Annual agriculture",2018-09-27,"32",30,"4","4 - seriously damaged","Looting",0,NA,488592.672382008,4667422.67937785,15,c(488592.672382008, 4667422.67937785)
"949",9823,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-27,"0",NA,"0","0 - No observation","No observation",0,NA,483664.62094281,4671005.37200855,15,c(483664.62094281, 4671005.37200855)
"950",9733,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-27,"17",NA,"0.5","3 - damaged","Looting",0,NA,488119.435649195,4668151.97844342,15,c(488119.435649195, 4668151.97844342)
"951",9824,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-27,"0",NA,"0","0 - No observation","No observation",0,NA,484218.306905213,4671218.42605186,15,c(484218.306905213, 4671218.42605186)
"952",8713,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-28,"25",15,"2.5","3 - damaged","Agriculture",0,NA,465794.957955534,4664619.13543433,15,c(465794.957955534, 4664619.13543433)
"953",8714,"Legacy verification","Burial Mound","Scrub","Pasture",2018-09-28,"18",NA,"1.7","2 - minor damage","Other",0,NA,465316.691735532,4664462.38589233,15,c(465316.691735532, 4664462.38589233)
"954",8715,"Survey","Burial Mound","Pasture","Pasture",2018-09-28,"16",NA,"1.2","4 - seriously damaged","Other",0,NA,465186.288204635,4664617.10476326,15,c(465186.288204635, 4664617.10476326)
"955",8716,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-28,"25",NA,"3","3 - damaged","Looting",0,NA,465224.065243508,4664655.13770251,15,c(465224.065243508, 4664655.13770251)
"956",9734,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-28,"10",10,"1","4 - seriously damaged","Looting",0,NA,494419.510293872,4673999.12667795,15,c(494419.510293872, 4673999.12667795)
"957",8717,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-28,"70",NA,"2.5","1 - pristine","Post-depositional",0,NA,464878.136411141,4664633.31679453,15,c(464878.136411141, 4664633.31679453)
"958",8718,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-28,"12",NA,"1.2","5 - extinct or near extinct","Looting",0,NA,464667.307001098,4664629.91209018,15,c(464667.307001098, 4664629.91209018)
"959",8719,"Survey","Burial Mound","Pasture","Pasture",2018-09-28,"8",NA,"1","2 - minor damage","Anthropogenic",0,NA,464617.820761674,4664628.02700816,15,c(464617.820761674, 4664628.02700816)
"960",9735,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-28,"50",NA,"1","4 - seriously damaged","Construction",0,NA,476991.725283216,4668297.1342133,15,c(476991.725283216, 4668297.1342133)
"961",8720,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-28,"30",NA,"8","2 - minor damage","Construction",0,NA,463801.653977957,4664358.88808001,15,c(463801.653977957, 4664358.88808001)
"962",9736,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-28,"30",NA,"1","4 - seriously damaged","Looting",0,NA,477269.167124174,4668574.92361549,15,c(477269.167124174, 4668574.92361549)
"963",8721,"Survey","Extinct Burial Mound","Pasture","Scrub",2018-09-28,"35",NA,"2.5","4 - seriously damaged","Construction",0,NA,463853.696759758,4664353.91908004,15,c(463853.696759758, 4664353.91908004)
