TRAP,Area,Source,Type,TypeCertainty,LanduseAround,LanduseOnTop,Date,DiameterMax_m,HeightMax_m,Condition,PrincipalSourceOfImpact,TopoID,TopoNote,AllNotes,DistTown_m,DistTownBoundary_m,AsterElev_m,AsterSlope_degrees,AsterAspect,AsterTRI,AsterTPI,AsterRoughness,Prominence250m_percent,DistBG_m,AKB,AKBNotes,SpatialDuplicate,PairedID,Upto2010,Post2010,Easting,Northing
8219,Boyadzhik,Legacy verification,Burial Mound,Certain,Annual agriculture,Annual agriculture,2017-09-28,45,1.9,3,Agriculture,NA,NA,NA,1162.502702318909,1162.502702318909,165,0.8645830636502516,289.6383923410446,0.5387783050537109,0.33023643493652344,2.628265380859375,22.14,52087.51667231136,10009939,NA,Unique,NA,Yes,Yes,4693689.980064249,444572.8214362923
8220,Boyadzhik,Survey,Burial Mound,Certain,Annual agriculture,Annual agriculture,2017-09-28,50,0.4,4,Agriculture,NA,NA,NA,1210.4886459873799,1210.4886459873799,164.96092224121094,2.207144270484767,104.26456625074199,0.892791748046875,0.66471099853515625,3.7082061767578125,3.23,52090.74879732726,10009940,NA,Unique,NA,Yes,Yes,4693715.560189241,444614.454466512
8221,Bolyarsko,Legacy verification,Burial Mound,Certain,Annual agriculture,Annual agriculture,2017-09-28,25,1.2,3,Agriculture,NA,NA,NA,486.77213103996013,486.77213103996013,157.5229949951172,4.6769898633099505,271.41323332223334,1.6700611114501953,0.13987159729003906,6.0778045654296875,36.56,54020.1736135757,10009403,NA,Unique,NA,Yes,Yes,4698324.455549179,450246.2741224538
8222,Roza,Legacy verification,Burial Mound,Certain,Annual agriculture,Annual agriculture,2017-09-28,30,0.8,4,Agriculture,NA,NA,NA,1258.8984740070357,1258.8984740070357,152.6062469482422,1.923047204872569,178.45755736840331,0.8438129425048828,-0.6074123382568359,2.5665130615234375,14.29,52658.71716349003,10009563,NA,Unique,NA,Yes,Yes,4697016.935205875,450635.4223374701
8223,Roza,Legacy verification,Burial Mound,Certain,Annual agriculture,Annual agriculture,2017-09-28,34,1,4,Agriculture,NA,NA,NA,1467.3978653462223,1467.3978653462223,159.64024353027344,2.3635295407448678,287.470539492251,0.9953441619873047,0.7976551055908203,3.2554779052734375,22.86,51678.7388125377,10009564,NA,Unique,NA,Yes,Yes,4695745.0453028865,450047.0118644658
8224,Roza,Legacy verification,Burial Mound,Certain,Annual agriculture,Annual agriculture,2017-09-28,21,0.6,4,Agriculture,NA,NA,NA,1005.9180156773831,1005.9180156773831,161.72007751464844,4.822592240111509,104.50700812059377,1.4980430603027344,0.035400390625,5.1164398193359375,19.71,49617.76653194473,10009565,NA,Unique,NA,Yes,Yes,4694726.344896911,453296.3575667469
8225,Yambol,Legacy verification,Burial Mound,Certain,Annual agriculture,Annual agriculture,2017-09-28,51,1.6,3,Agriculture,NA,NA,NA,2737.48325854887,2737.48325854887,162.2977294921875,1.1692149439915054,43.9177358533368,0.5032215118408203,0.20595359802246094,2.07763671875,23.66,51554.88272236559,10009566,NA,Unique,NA,Yes,Yes,4697361.0324850585,455330.41891866364
8226,Bezmer,Legacy verification,Burial Mound,Certain,Annual agriculture,Annual agriculture,2017-09-28,32,1.3,4,Agriculture,NA,NA,NA,2731.5449029634437,2731.5449029634437,157.40138244628906,3.4581426040892476,164.67215920644873,1.6328983306884766,1.4200572967529297,4.80621337890625,37.01,54144.58527126371,10009567,NA,Unique,NA,Yes,Yes,4699196.638977007,452405.7832036643
8232,Mamarchevo,Legacy verification,Burial Mound,Certain,Annual agriculture,Pasture,2018-09-11,16,1,4,Agriculture,NA,NA,"871,grassland",1959.69916384868,1959.69916384868,237.90623474121094,6.526190861933087,133.56229692354154,3.696226119995117,3.1845874786376953,8.0875244140625,7.58,16606.97691474775,10009340,NA,Unique,NA,Yes,Yes,4665225.899419294,480925.8728462213
8233,Bolyarovo,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2018-09-11,17,1.3,2,Agriculture,NA,NA,"873,grassland",2119.2158806578004,2119.2158806578004,238.38134765625,3.9884948644859453,308.337715072295,3.808145523071289,3.7619075775146484,6.5643157958984375,69.18,16841.064144385145,10006442,NA,Unique,NA,Yes,Yes,4665500.991427814,481415.14021399606
8234,Bolyarovo,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2018-09-11,20,1,3,Construction,NA,NA,"875-876,grassland",1956.7184504775746,1956.7184504775746,245.32594299316406,3.3012463487063894,174.15151716804948,1.9991474151611328,1.7903003692626953,7.454803466796875,68.82,16943.679806063126,10006443,NA,Unique,NA,Yes,Yes,4665620.031961341,481693.1857284697
8235,Bolyarovo,Legacy verification,Burial Mound,Certain,Annual agriculture,Pasture,2018-09-11,20,1.2,3,Agriculture,NA,NA,"879,grassland",1860.4309545999006,1860.4309545999006,245.46322631835938,4.5772920521472455,69.47220951269776,2.471395492553711,2.1749706268310547,5.5100860595703125,53.26,17000.970147011416,10006444,NA,Unique,NA,Yes,Yes,4665681.152557491,481772.3120634365
8238,Bolyarovo,Legacy verification,Burial Mound,Certain,Pasture,Annual agriculture,2018-09-11,32,2,3,Looting,NA,NA,889-891,1276.1693359901508,1276.1693359901508,237.26344299316406,1.7019015242700413,179.59589714337474,0.96845245361328125,0.4812355041503906,3.29010009765625,73.38,17620.950890409073,10006445,NA,Unique,NA,Yes,Yes,4666315.153327175,482198.58825071447
8241,Voden,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2018-09-12,22,2.7,1,Agriculture,NA,NA,"910-912,grassland",4110.580406908692,4110.580406908692,410.24176025390625,2.6755398156712373,250.68399132003745,1.8169670104980469,-1.0162544250488281,5.1695556640625,82.01,2823.357359137206,10006422,NA,Unique,NA,Yes,Yes,4655259.108499333,495976.43521622167
8242,Voden,Survey,Burial Mound,Certain,Pasture,Pasture,2018-09-12,20,2.5,3,Looting,NA,NA,"913-917,grassland",4099.004433025109,4099.004433025109,410.4443054199219,1.1907944132850086,344.589348142504,1.5960769653320313,-1.545440673828125,3.638519287109375,85.82,2807.3938532242973,10006423,NA,Unique,NA,Yes,Yes,4655252.339643888,495990.97284582915
8248,Voden,Survey,Burial Mound,Certain,Pasture,Pasture,2018-09-12,12,1.6,2,Other,NA,NA,"932-933,grassland",4379.719800116373,4379.719800116373,384.0851135253906,7.274001641132462,176.20383047849006,2.905975341796875,0.70340728759765625,10.7822265625,6.81,2847.121185684631,10006424,NA,Unique,NA,Yes,Yes,4654962.178984428,495799.05542170577
8249,Voden,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2018-09-12,25,2.5,1,Animal activity,NA,NA,"938-939,grassland",4414.540182597009,4414.540182597009,384.4755554199219,4.672706451860719,235.3875199695582,2.2578582763671875,2.0499725341796875,6.576141357421875,67.27,2874.541024959015,10006425,NA,Unique,NA,Yes,Yes,4654952.941453962,495765.25852668355
8251,Voden,Legacy verification,Burial Mound,Certain,Pasture,Scrub,2018-09-12,15,2,NA,Post-depositional,NA,NA,"941,Height hard to tell due to bushes",4439.025018197001,4439.025018197001,382.0365905761719,5.531705728931385,341.5341152688468,2.365955352783203,1.0630149841308594,7.5709228515625,53.24,3094.0137704372596,10006426,NA,Unique,NA,Yes,Yes,4654719.964582598,495448.12802298256
8253,Voden,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2018-09-12,30,2,1,Post-depositional,NA,NA,"944-945,grassland",4411.542873815016,4411.542873815016,358.24365234375,8.724850357322138,176.68678614408148,3.945392608642578,1.5153999328613281,12.014312744140625,55.11,3290.9560469804082,10006427,NA,Unique,NA,Yes,Yes,4654380.845201401,495166.8537989092
8254,Voden,Survey,Burial Mound,Certain,Pasture,Pasture,2018-09-12,15,1.9,1,Animal activity,NA,NA,"946,grassland",4404.768521989617,4404.768521989617,357.1678466796875,7.959087570550454,192.787695259176,3.4533004760742188,0.34009552001953125,9.373260498046875,61.65,3307.158440745292,10006428,NA,Unique,NA,Yes,Yes,4654368.902123412,495148.42568555044
8258,Popovo,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2018-09-13,15,1.5,1,Animal activity,NA,NA,"978,grassland",345.44967742950024,345.44967742950024,192.14906311035156,0.9836595921681732,339.8962453736823,1.6555957794189453,-1.6555957794189453,2.6357879638671875,79.5,23555.58588602686,10006468,NA,Unique,NA,Yes,Yes,4671857.092621286,478238.43519209867
8259,Popovo,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2018-09-13,15,1.4,2,Other,NA,NA,"984-985,pasture with a bit of scrub,grassland",564.7162435062133,564.7162435062133,199.24952697753906,4.803989528555432,354.9224061332484,1.95855712890625,-0.7067451477050781,6.573486328125,99.64,23351.643417106938,10006469,NA,Unique,NA,Yes,Yes,4671700.830260659,478521.2550791767
8261,Popovo,Survey,Burial Mound,Certain,Annual agriculture,Annual agriculture,2018-09-13,20,0.5,4,Agriculture,NA,NA,"993, 994,with small patch of grass and stone",1741.668361100132,1741.668361100132,217.07525634765625,5.797541111998126,127.37489712842944,2.7100448608398438,2.2077865600585938,9.1660003662109375,68.71,22160.420881113358,10006559,NA,Unique,NA,Yes,Yes,4670574.388873165,479005.9179377392
8263,Popovo,Legacy verification,Burial Mound,Certain,Annual agriculture,Pasture,2018-09-13,25,1,1,Agriculture,NA,NA,"999-60001,grassland",1683.7188144002887,1683.7188144002887,184.82174682617188,3.9696215294753627,298.3129128978692,1.239187240600586,-0.011472702026367188,4.8675079345703125,62.63,22517.58697668942,10006470,NA,Unique,NA,Yes,Yes,4671044.450387543,479772.6064815679
8264,Dabovo,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2018-09-13,24,1.6,2,Construction,NA,NA,"60002-60005,grassland",1270.063709200988,1270.063709200988,187.90484619140625,9.365435666364808,159.32514593090923,3.921873092651367,-0.4862232208251953,11.4093017578125,69.82,22547.773913992292,10006465,NA,Unique,NA,Yes,Yes,4671160.182347788,480582.42859275866
8265,Dabovo,Legacy verification,Burial Mound,Certain,Annual agriculture,Scrub,2018-09-13,15,1.5,3,Looting,NA,NA,0006-0009,680.9060582119035,680.9060582119035,184.58578491210938,7.746723179340215,76.79289646959343,2.446012496948242,0.6777591705322266,7.4198455810546875,44.8,22926.95721980854,10006466,NA,Unique,NA,Yes,Yes,4671573.488371188,481011.55522641796
8267,Dabovo,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2018-09-13,10,1,2,Other,NA,NA,"24-25,grassland",428.32423221881146,428.32423221881146,150.2880859375,14.316224699339255,220.50063933156753,5.585519790649414,0.8439197540283203,16.835845947265625,25.99,22828.03325610861,10006467,NA,Unique,NA,Yes,Yes,4671499.724931959,481454.278782064
8268,Malko Sharkovo,Survey,Burial Mound,Uncertain,Pasture,Pasture,2018-09-14,8,1.2,NA,Anthropogenic,NA,NA,"48,grassland (scrub and pasture",191.7543038968158,191.7543038968158,296.243896484375,4.331499020787642,36.5861858436364,2.2116622924804688,1.7117156982421875,6.1556396484375,83.09,13094.206480192182,NA,NA,Unique,NA,Yes,Yes,4661424.596125516,486011.50572051754
8271,Malko Sharkovo,Legacy verification,Extinct Burial Mound,Certain,Pasture,Pasture,2018-09-14,16,2,5,Other,NA,NA,"63-64,grassland",491.70906598660605,491.70906598660605,310.41583251953125,0.8533247313389501,122.71512296624101,1.0907974243164063,0.75994110107421875,3.616546630859375,74.55,12911.585861318488,10009303,NA,Unique,NA,Yes,Yes,4661210.238021532,485723.87427646085
8273,Malko Sharkovo,Legacy verification,Burial Mound,Certain,Pasture,Scrub,2018-09-14,25,4,2,Looting,NA,NA,85-87,1606.7266362047528,1606.7266362047528,323.1502380371094,1.4105105998172274,245.9912210225084,1.3465652465820313,1.2064743041992188,3.180633544921875,76.98,12174.13929021634,10000779,NA,Unique,NA,Yes,Yes,4660686.661186758,484653.6310911411
8274,Malko Sharkovo,Local informant,Burial Mound,Certain,Pasture,Pasture,2018-09-14,12,1.1,2,Agriculture,NA,NA,"104-106,grassland (pasture scrub and stones",2122.4463418997098,2122.4463418997098,307.8081970214844,1.6130225745639137,4.64508811903345,0.6570472717285156,0.2595634460449219,2.8248291015625,26.88,12055.252566914556,10009373,NA,Unique,NA,Yes,Yes,4660646.250946343,484138.3638957759
8275,Mamarchevo,Legacy verification,Burial Mound,Certain,Annual agriculture,Pasture,2018-09-14,20,1.5,3,Looting,NA,NA,"109-110,grassland",2134.208509247443,2134.208509247443,317.751708984375,8.497741593140736,126.1883739387474,2.768157958984375,0.2381591796875,11.222808837890625,28.42,12012.930641648643,10009341,NA,Unique,NA,Yes,Yes,4660643.434104716,483806.41825872863
8276,Mamarchevo,Legacy verification,Extinct Burial Mound,Certain,Annual agriculture,Scrub,2018-09-14,12,0.7,4,Agriculture,NA,NA,111-113,1958.4387400958526,1958.4387400958526,326.9380187988281,7.970908265264982,47.01532664677524,3.0824127197265625,1.975677490234375,9.82073974609375,13.62,12006.829184783433,10009342,NA,Unique,NA,Yes,Yes,4660659.978206895,483570.5177703508
8277,Malko Sharkovo,Legacy verification,Burial Mound,Certain,Forest,Forest,2018-09-14,25,2.7,4,Looting,NA,NA,121-125,1851.4794879622389,1851.4794879622389,339.7211608886719,6.492363340099617,59.95549195582619,2.4791603088378906,1.1699714660644531,8.010040283203125,88.49,12714.198935904493,10009305,NA,Unique,NA,Yes,Yes,4661331.199938789,483967.9226766061
8279,Mamarchevo,Legacy verification,Extinct Burial Mound,Certain,Pasture,Pasture,2018-09-14,8,1.5,5,Looting,NA,NA,"with a crater),155-156,grassland",65.90078995350774,65.90078995350774,288.6420593261719,2.6552786325715587,274.04647321943196,2.123920440673828,2.123920440673828,4.0537109375,35.48,13350.332785685847,10009361,NA,Unique,NA,Yes,Yes,4662045.006578208,482264.78330477
8281,Sitovo,Legacy verification,Extinct Burial Mound,Certain,Pasture,Pasture,2018-09-17,20,1.5,5,Other,NA,NA,"185,grassland",206.68229420308663,206.68229420308663,337.22003173828125,3.50888216679342,160.02126224125175,1.6038665771484375,0.70693206787109375,4.219757080078125,85.2,8662.370845454645,10009387,NA,Unique,NA,Yes,Yes,4657300.058305065,481523.2711976974
8282,Sharkovo,Survey,Burial Mound,Certain,Pasture,Pasture,2018-09-17,16,1,2,Other,NA,NA,"186,grassland",2020.4002230758674,2020.4002230758674,417.5699768066406,2.4007824053190463,245.4808336265461,0.9043083190917969,0.035739898681640625,3.248870849609375,77.62,10050.062500413773,10009364,NA,Unique,NA,Yes,Yes,4658747.23532491,482620.55686192715
8283,Sharkovo,Legacy verification,Burial Mound,Certain,Scrub,Forest,2018-09-17,18,2,2,Looting,NA,NA,187-189,2002.2512340302387,2002.2512340302387,418.4635009765625,2.861316116461664,247.70333559993128,1.222930908203125,0.97339630126953125,4.31134033203125,31.07,10020.465094592322,10009365,NA,Unique,NA,Yes,Yes,4658717.549465361,482630.7296769194
8284,Sharkovo,Survey,Burial Mound,Certain,Scrub,Pasture,2018-09-17,12,0.6,2,Looting,NA,NA,"191,grassland",2000.501265502636,2000.501265502636,417.0421447753906,3.7357055377041073,231.25273355424997,1.2655754089355469,0.5208778381347656,4.356597900390625,13.45,10028.304803353916,10009366,NA,Unique,NA,Yes,Yes,4658725.507010858,482616.74577083794
8285,Sharkovo,Legacy verification,Burial Mound,Certain,Pasture,Scrub,2018-09-17,20,2.3,3,Looting,NA,NA,201,2766.8308207071977,2766.8308207071977,383.135986328125,3.192664575835933,236.59024100888203,2.117816925048828,-1.3635215759277344,5.84454345703125,77.7,10470.815061682239,10009367,NA,Unique,NA,Yes,Yes,4659139.1256225305,483320.7639424035
8287,Mamarchevo,Legacy verification,Burial Mound,Certain,Annual agriculture,Pasture,2018-09-17,12,0.8,3,Agriculture,NA,NA,"226-227,grassland",1514.2047494675758,1514.2047494675758,284.2798767089844,4.00430012967901,202.06398002507248,1.6458320617675781,0.075290679931640625,5.73614501953125,4.96,11821.251290637532,10009343,NA,Unique,NA,Yes,Yes,4660481.046929036,481596.06967849657
8288,Dennitsa,Legacy verification,Burial Mound,Certain,Forest,Scrub,2018-09-18,12,1.5,3,Looting,NA,NA,241-242 too much scrub and trees around to take a photo of the whole mound,1055.1451270136808,1055.1451270136808,293.2168273925781,9.314150273771935,259.9911101054202,2.938629150390625,-1.797088623046875,8.90618896484375,47.67,24563.174120063966,10009428,NA,Unique,NA,Yes,Yes,4678601.804771553,487446.97708351235
8290,Dennitsa,Legacy verification,Burial Mound,Certain,Scrub,Scrub,2018-09-18,14,2,4,Other,NA,NA,"245, detail shots 246-253,scrub and rocks",1253.5733814388311,1253.5733814388311,282.2783203125,3.224233415200327,23.63403418526589,1.3701705932617188,-1.2518386840820313,5.556488037109375,1.08,24218.664316078997,10009429,NA,Unique,NA,Yes,Yes,4678132.831246186,487395.7090450969
8292,Dennitsa,Legacy verification,Extinct Burial Mound,Certain,Forest,Pasture,2018-09-18,0,0.2,5,Agriculture,NA,NA,"257,grassland (and annual agriculture",948.396517258934,948.396517258934,283.6315002441406,4.235471738700923,282.1641418083203,2.77532958984375,2.4765396118164063,6.9207763671875,86.96,23846.40255226038,10009430,NA,Unique,NA,Yes,Yes,4678020.814753366,487866.82776413846
8295,Borisovo,Legacy verification,Burial Mound,Certain,Annual agriculture,Scrub,2018-09-19,30,2,4,Looting,NA,NA,273-276,2164.4957800155207,2164.4957800155207,291.1240539550781,3.461544530300548,261.1859624261736,2.166423797607422,-1.8358192443847656,6.6881103515625,23.02,31034.46539504117,10009924,NA,Unique,NA,Yes,Yes,4680616.838402014,479911.3538907849
8297,Borisovo,Survey,Extinct Burial Mound,Certain,Annual agriculture,Pasture,2018-09-19,12,0.5,5,Agriculture,NA,NA,"280-281,grassland,narrow lozenge",2240.401780013926,2240.401780013926,292.0047912597656,6.791734210443563,327.8850704395143,2.8676910400390625,-0.996917724609375,10.720245361328125,54.87,31014.20804247615,10009925,NA,Unique,NA,Yes,Yes,4680546.741172307,479870.4865514136
8298,Borisovo,Survey,Extinct Burial Mound,Certain,Annual agriculture,Annual agriculture,2018-09-19,8,0.3,5,Agriculture,NA,NA,283,2218.359497338287,2218.359497338287,288.7983703613281,7.8554229382094025,278.8216751959008,2.5929527282714844,0.4467277526855469,7.800689697265625,33.33,31052.469402158735,10009926,NA,Unique,NA,Yes,Yes,4680555.086146262,479824.97782358155
8299,Kamen vrah,Legacy verification,Burial Mound,Certain,Annual agriculture,Forest,2018-09-19,NA,5,2,Looting,NA,NA,"288-296; gps taken 10 m to NW at the foot of the mound, image points to mound top; 317 exterior picture",2661.01771646879,2661.01771646879,320.62603759765625,5.272530078459659,246.94463057865266,1.8239593505859375,0.35803985595703125,5.383575439453125,75,30323.91325968488,10009463,NA,Unique,NA,Yes,Yes,4679686.307881757,479997.4523413031
8304,Galabintsi,Legacy verification,Burial Mound,Certain,Annual agriculture,Annual agriculture,2017-09-11,13,1.4,3,Agriculture,NA,NA,slr#49,1890.4681314046315,1890.4681314046315,182.7889862060547,0.9112330384469185,276.9168428681715,0.67131805419921875,0.2358551025390625,2.153564453125,19.29,56595.25346275544,10009400,NA,Unique,NA,Yes,Yes,4695137.7072675135,438132.3792369565
8305,Galabintsi,Legacy verification,Burial Mound,Certain,Annual agriculture,Annual agriculture,2017-09-11,22,0.7,3,Agriculture,NA,NA,slr#050,2240.0020518096276,2240.0020518096276,197.82516479492188,2.9559750033478664,58.37757043710991,1.5184135437011719,-1.0273475646972656,3.85986328125,26.45,56363.166074962704,10009401,NA,Unique,NA,Yes,Yes,4694794.424489278,438030.1664062112
8306,Galabintsi,Legacy verification,Burial Mound,Certain,Annual agriculture,Scrub,2017-09-11,22,1,4,Agriculture,NA,NA,"slr#51-52,short dimension refers to scrubby area only, mound extends into the ploughed field",2294.3652500800013,2294.3652500800013,199.86135864257813,5.407537994021716,8.782990379231864,2.3169193267822266,-0.07113838195800781,6.8675537109375,6.43,56298.10925376762,10009402,NA,Unique,NA,Yes,Yes,4694737.619486994,438062.16681614023
8307,Zlatari,Legacy verification,Extinct Burial Mound,Certain,Other,Other,2017-09-11,35,0.5,5,Agriculture,NA,NA,"explain in notes (freshly bulldozer field with ripped vineyard and brush,explain in notes (see LU note above,slr#54",2666.988132009396,2666.988132009396,224.91989135742188,3.3909253127099874,352.43014639104905,1.5322189331054688,0.47695159912109375,4.5672760009765625,6.81,55317.1466898965,10009917,NA,Unique,NA,Yes,Yes,4693440.651990427,437883.1613465819
8308,Zlatari,Survey,Burial Mound,Uncertain,Other,Other,2017-09-11,15,0.5,5,Agriculture,NA,NA,"explain in notes,explain in notes,58-57",2659.384997783511,2659.384997783511,227.3367919921875,4.739980979190757,321.0662894533336,1.8709564208984375,-0.03627777099609375,6.2052764892578125,2.15,55211.89962392755,NA,NA,Unique,NA,Yes,Yes,4693315.58741853,437886.16576948157
8309,Zlatari,Legacy verification,Burial Mound,Certain,Annual agriculture,Scrub,2017-09-11,18,1,5,Looting,NA,NA,slr#59-60,2382.418453036233,2382.418453036233,221.64028930664063,1.6648168509084769,138.75133341057614,1.4289894104003906,1.3804588317871094,2.5379791259765625,49.82,55587.48614817533,10009918,NA,Unique,NA,Yes,Yes,4693566.327518317,437586.87765313534
8310,Zlatari,Survey,Burial Mound,Uncertain,Annual agriculture,Scrub,2017-09-11,25,1,4,Excavation,NA,NA,#62-65,2379.213622638558,2379.213622638558,218.6327667236328,3.28294469104147,162.2080757852846,1.4414825439453125,1.0520095825195313,3.651275634765625,17.99,55750.946985297676,NA,NA,Unique,NA,Yes,Yes,4693753.289559532,437571.18133792124
8311,Zlatari,Survey,Burial Mound,Uncertain,Annual agriculture,Scrub,2017-09-11,20,0.3,5,Other,NA,NA,"half bare half scrub,66",2292.972283625306,2292.972283625306,215.3604278564453,2.907398297824907,316.09830640440344,1.0289192199707031,-0.22628021240234375,3.604217529296875,69.06,55663.91778045431,NA,NA,Unique,NA,Yes,Yes,4693596.082686525,437494.8193013002
8312,Zlatari,Survey,Burial Mound,Uncertain,Annual agriculture,Scrub,2017-09-11,10,0.4,5,Agriculture,NA,NA,#67,2306.6582235390074,2306.6582235390074,216.61737060546875,3.142939544190502,285.9432839678777,1.0021400451660156,-0.10563278198242188,3.3142852783203125,55.67,55602.58625955384,NA,NA,Unique,NA,Yes,Yes,4693534.6056634905,437513.5415393514
8313,Zlatari,Survey,Burial Mound,Uncertain,Annual agriculture,Scrub,2017-09-11,16,1.2,5,Agriculture,NA,NA,#68-69,2210.90809108532,2210.90809108532,211.6700897216797,0.7165038421161771,268.6689696328323,0.2743396759033203,0.07798194885253906,0.9269561767578125,2.15,55651.7432490456,NA,NA,Unique,NA,Yes,Yes,4693528.77983747,437417.94124489673
8314,Zlatari,Survey,Burial Mound,Uncertain,Annual agriculture,Scrub,2017-09-11,22,0.5,5,Agriculture,NA,NA,#73-74,2367.24385980523,2367.24385980523,224.36929321289063,2.263937675135629,223.735537070161,1.0366287231445313,-0.52376556396484375,2.871856689453125,77.42,55412.357993175174,NA,NA,Unique,NA,Yes,Yes,4693356.127898448,437589.52287656476
8315,Zlatari,Survey,Burial Mound,Uncertain,Annual agriculture,Scrub,2017-09-11,25,0.5,5,Agriculture,NA,NA,#76,2432.217136122786,2432.217136122786,229.8109130859375,3.3883624189678234,263.578247835447,1.2233619689941406,-0.5780448913574219,4.3494873046875,72.1,55240.63900031885,NA,NA,Unique,NA,Yes,Yes,4693201.321776698,437667.3622221172
8316,Zlatari,Legacy verification,Burial Mound,Certain,Perennial agriculture,Scrub,2017-09-11,25,2.3,2,Looting,NA,NA,"e.g orchard or vineyard,#80",1965.2536177375366,1965.2536177375366,262.82177734375,0.36274816324216225,130.9201110553468,1.5760383605957031,1.5522117614746094,3.536224365234375,80.94,54944.82042268465,10009919,NA,Unique,NA,Yes,Yes,4692462.210180527,437123.29200531
8317,Zlatari,Legacy verification,Burial Mound,Certain,Scrub,Scrub,2017-09-11,36,3,4,Looting,NA,NA,#87-90,1569.6900835535184,1569.6900835535184,265.25079345703125,4.704851738605068,66.05627920559452,1.9059982299804688,1.1635208129882813,4.850738525390625,55.36,55388.634863577296,10009920,NA,Unique,NA,Yes,Yes,4692766.162341665,436784.6777780479
8318,Zlatari,Survey,Burial Mound,Uncertain,Scrub,Other,2017-09-11,10,0.5,5,Other,NA,NA,"explain in notes (burnt terrain,#102-103",1653.4400279453037,1653.4400279453037,239.76844787597656,1.4754551178396516,329.2546553444434,1.1975288391113281,-0.75836944580078125,4.2631683349609375,17.75,55644.35495753906,10009921,NA,Unique,NA,Yes,Yes,4693153.667798517,436890.04024417454
8319,Zlatari,Legacy verification,Burial Mound,Certain,Scrub,Scrub,2017-09-11,16,1.7,4,Looting,NA,NA,"burnt svrub,#104-106",1493.294864006642,1493.294864006642,241.81732177734375,6.388876487077651,231.43086445070003,3.3768310546875,2.6478500366210938,8.6787109375,53.79,55949.59690023989,10009922,NA,Unique,NA,Yes,Yes,4693399.342502327,436708.7449538995
8320,Zlatari,Survey,Burial Mound,Uncertain,Scrub,Scrub,2017-09-11,16,0.4,5,Excavation,NA,NA,#107-107,1337.1945008350872,1337.1945008350872,238.9048614501953,5.252501726811832,70.50264937745001,1.8332176208496094,0.8382606506347656,8.003265380859375,97.51,56247.16260390127,NA,NA,Unique,NA,Yes,Yes,4693640.488821694,436534.35885827156
8321,Zlatari,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2017-09-11,23,2.2,2,Excavation,NA,NA,"grassland,grassland,#109-110",1210.982645131786,1210.982645131786,244.31192016601563,2.730415193901309,281.6796726927271,1.6259231567382813,1.2080841064453125,4.8037567138671875,98.56,56340.49591315897,10009923,NA,Unique,NA,Yes,Yes,4693664.51299218,436406.3184864744
8322,Zlatari,Survey,Burial Mound,Uncertain,Annual agriculture,Other,2017-09-11,9,0.4,5,Excavation,NA,NA,"burnt field,explain in notes,#111-112",1277.6538959319046,1277.6538959319046,241.07150268554688,6.269050893514472,38.68392917128211,2.3990707397460938,-0.2615013122558594,8.641265869140625,17.92,56345.67508303163,NA,NA,Unique,NA,Yes,Yes,4693715.306851072,436469.48749822157
8323,Zlatari,Legacy verification,Extinct Burial Mound,Certain,Annual agriculture,Annual agriculture,2017-09-11,30,1.4,5,Agriculture,NA,NA,#113,406.0855576685282,406.0855576685282,190.81126403808594,2.3752592130750436,323.7470387698651,1.2282028198242188,1.1043128967285156,3.6128692626953125,32.62,56088.966148254185,10009415,NA,Unique,NA,Yes,Yes,4692747.988045226,435565.5349135322
8324,Zlatari,Legacy verification,Burial Mound,Certain,Annual agriculture,Annual agriculture,2017-09-11,25,0.8,5,Agriculture,NA,NA,#115,244.08191150454218,244.08191150454218,194.14620971679688,1.4371866898431713,219.48375355769147,0.6342906951904297,0.5772800445556641,2.1339874267578125,65.23,56551.47795164316,10009406,NA,Unique,NA,Yes,Yes,4692652.892513188,434666.7073811686
8325,Mezhda,Legacy verification,Burial Mound,Certain,Annual agriculture,Annual agriculture,2017-09-12,28,1.5,3,Agriculture,NA,NA,#117-118,1007.512783463539,1007.512783463539,201.86976623535156,5.399485951759592,242.3803366303727,1.915811538696289,0.2488880157470703,5.968719482421875,24.64,51667.395003136575,10009644,NA,Unique,NA,Yes,Yes,4688625.221841236,437439.569977168
8327,Mezhda,Legacy verification,Extinct Burial Mound,Certain,Annual agriculture,Annual agriculture,2017-09-12,20,0.5,5,Agriculture,NA,NA,#123,1080.6481535221094,1080.6481535221094,208,2.3376630221256476,165.79541484182332,0.9634742736816406,0.24273681640625,2.8115386962890625,44.6,51835.144374176205,10009645,NA,Unique,NA,Yes,Yes,4689019.263674675,437680.92820681527
