TRAP,Source,Type,LU_Around,LU_Top,Date,DiameterMax,DiameterMin,HeightMax,Condition,PrincipalSourceOfImpact
9237,Legacy verification,Burial Mound,Pasture,Scrub,NA,15,,1.5,4,Looting
9238,Survey,Burial Mound,Pasture,Scrub,NA,25,,2,4,Looting
9239,Legacy verification,Burial Mound,Pasture,Scrub,NA,20,,1.5,4,Looting
9240,Legacy verification,Burial Mound,Pasture,Scrub,NA,35,,3,4,Looting
9241,Survey,Burial Mound,Pasture,Scrub,NA,15,,0.5,4,Looting
9242,Survey,Uncertain Mound,Pasture,Scrub,NA,10,,0.5,2,unspecified
9243,Survey,Burial Mound,Pasture,Scrub,NA,25,,2,5,Looting
9244,Survey,Burial Mound,Pasture,Scrub,NA,20,,0.5,5,Looting
9245,Legacy verification,Burial Mound,Pasture,Scrub,NA,30,,3,4,Construction
9246,Survey,Burial Mound,Pasture,Scrub,NA,20,,2,4,Looting
9247,Legacy verification,Burial Mound,Pasture,Scrub,NA,35,,4,2,Looting
9248,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,20,,2.5,2,Construction
9249,Survey,Burial Mound,Annual agriculture,Pasture,NA,15,,2,3,Looting
9250,Legacy verification,Burial Mound,Pasture,Scrub,NA,30,,3,2,Looting
9251,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,2,4,Looting
9252,Legacy verification,Burial Mound,Pasture,Scrub,NA,30,,3,4,Looting
9253,Survey,Burial Mound,Forest,Scrub,NA,25,,3,5,Looting
9254,Survey,Burial Mound,Forest,Scrub,NA,20,,0.5,5,Looting
9255,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,1.7,5,Agriculture
9256,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,35,,1,5,Agriculture
9257,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,30,,2.5,3,Looting
9258,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,20,,2.5,5,Agriculture
9259,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,2,5,Construction (military activity)
9261,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,35,,3,4,Looting
9262,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,30,,1.5,5,Agriculture
9263,Survey,Burial Mound,Annual agriculture,Pasture,NA,30,,3,2,Looting
9264,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,30,,2.5,3,Looting
9265,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,30,,2.5,2,Looting
9266,Survey,Burial Mound,Pasture,Pasture,NA,30,,2,2,Looting
9267,Survey,Uncertain Mound,Pasture,Pasture,NA,20,,1,5,Looting
9268,Survey,Uncertain Mound,Annual agriculture,Pasture,NA,35,,1,5,Agriculture
9269,Survey,Uncertain Mound,Annual agriculture,Pasture,NA,40,,1,5,Agriculture
9270,Survey,Burial Mound,Pasture,Pasture,NA,20,,1.5,2,Agriculture
9271,Legacy verification,Burial Mound,Pasture,Pasture,NA,20,,1,5,Agriculture
9272,Legacy verification,Burial Mound,Pasture,Pasture,NA,40,,2.5,4,Looting
9273,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,25,,2.5,3,Looting
9274,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,45,,5,1,None
9275,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,NA,20,,0.5,5,Agriculture
9276,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,0.7,5,Agriculture
9277,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,1.2,5,Agriculture
9278,Survey,Uncertain Mound,Pasture,Pasture,NA,30,,1,5,Agriculture
9279,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,2,5,Agriculture
9280,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,5,2,None
9281,Legacy verification,Burial Mound,Pasture,Pasture,NA,40,,4,2,Looting
9282,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,15,,0.5,5,Agriculture
9283,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,2,5,Agriculture
9284,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,30,,1.5,5,Agriculture
9285,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,NA,30,,2,5,Agriculture
9286,Legacy verification,Burial Mound,Pasture,Pasture,NA,40,,7,2,Looting
9287,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,30,,2.5,2,Looting
9288,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,NA,25,,1,5,Agriculture
9289,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,NA,20,,0.5,5,Agriculture
9290,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,NA,20,,0.8,5,Agriculture
9291,Legacy verification,Burial Mound,Pasture,Scrub,NA,35,,2.5,3,Looting
9292,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,20,,0.5,5,Agriculture
9293,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,30,,1,5,Agriculture
9300,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,40,,0.4,5,Agriculture
9301,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,25,,0.5,5,Agriculture
9302,NA,Burial Mound,Annual agriculture,Pasture,NA,20,,0.5,5,NA
9303,NA,Extinct Burial Mound,Annual agriculture,Pasture,NA,30,,1,4,NA
9304,NA,Extinct Burial Mound,Pasture,Pasture,NA,35,,1.5,2,NA
9305,NA,Burial Mound,Scrub,Scrub,NA,25,,1.8,3,NA
9306,NA,Burial Mound,Scrub,Scrub,NA,30,,2.5,3,NA
9307,NA,Burial Mound,Annual agriculture,Scrub,NA,30,,3.1,1,NA
9308,NA,Burial Mound,Annual agriculture,Pasture,NA,45,,4.5,1,NA
9309,NA,Burial Mound,Annual agriculture,Pasture,NA,50,,5,2,NA
9310,NA,Burial Mound,Annual agriculture,Pasture,NA,60,,5,3,NA
9311,NA,Burial Mound,Scrub,Pasture,NA,30,,3,4,NA
9312,NA,Burial Mound,Annual agriculture,Pasture,NA,40,,4,3,NA
9313,NA,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,30,,0.5,5,NA
9314,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,2,5,Looting
9315,Legacy verification,Burial Mound,Pasture,Pasture,NA,20,,1,2,Looting
9316,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,2,2,Looting
9317,Survey,Burial Mound,Pasture,Pasture,NA,20,,1.5,1,Construction
9318,Survey,Uncertain Mound,Pasture,Pasture,NA,25,,0.5,5,Construction (military activity)
9319,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,15,,1,3,Agriculture
9320,Legacy verification,Extinct Burial Mound,Annual agriculture,Pasture,NA,30,,0.5,4,Construction
9321,Legacy verification,Burial Mound,Pasture,Pasture,NA,40,,4,3,Looting
9322,Legacy verification,Burial Mound,Pasture,Pasture,NA,40,,4,1,Looting
9323,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,40,,0.4,5,Agriculture
9324,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,1.8,3,Agriculture
9325,Legacy verification,Extinct Burial Mound,Pasture,Pasture,NA,10,,0.5,5,Looting
9326,Legacy verification,Burial Mound,Pasture,Pasture,NA,25,,3,1,Looting
9332,Legacy verification,Burial Mound,Pasture,Pasture,NA,40,,4,5,Looting
9334,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,1.9,4,Agriculture
9335,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,NA,20,,1,5,Agriculture
9336,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,30,,0.8,5,Agriculture
9337,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,0.5,5,Agriculture
9340,Legacy verification,Burial Mound,Forest,Scrub,NA,20,,1,5,Bioturbation (forest)
9341,Legacy verification,Burial Mound,Pasture,Scrub,NA,40,,4,4,Looting
9342,Legacy verification,Burial Mound,Pasture,Pasture,NA,40,,1.7,4,Agriculture
9343,Survey,Burial Mound,Pasture,Pasture,NA,30,,1.5,4,Agriculture
9344,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,1.5,2,Looting
9345,Survey,Burial Mound,Pasture,Pasture,NA,10,,1.5,4,Looting
9346,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,2,3,Agriculture
9347,Legacy verification,Burial Mound,Pasture,Pasture,NA,40,,2.5,1,None
9348,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,1.7,1,None
9349,Legacy verification,Burial Mound,Pasture,Pasture,NA,40,,2.5,2,Looting
9350,Survey,Burial Mound,Pasture,Scrub,NA,35,,4.5,4,Looting
9351,Legacy verification,Burial Mound,Pasture,Pasture,NA,40,,3,2,Looting
9352,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,30,,1.5,5,Agriculture
9353,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,NA,15,,0,5,Agriculture
9354,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,NA,20,,0,5,Agriculture
9355,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,30,,1,4,Agriculture
9356,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,20,,0.5,4,Agriculture
9357,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,40,,1,5,Excavation
9358,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,35,,2,4,Looting
9359,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,30,,2,2,Looting
9360,Legacy verification,Burial Mound,Pasture,Scrub,NA,70,,14,4,Excavation
9362,Legacy verification,Burial Mound,Pasture,Pasture,NA,40,,2.5,5,Excavation
9361,Survey,Burial Mound,Pasture,Pasture,NA,35,,2,4,Looting
9363,Legacy verification,Burial Mound,Pasture,Pasture,NA,25,,1.5,1,None
9364,Legacy verification,Burial Mound,Pasture,Pasture,NA,35,,2,1,None
9365,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,2.5,5,Looting
9366,Survey,Burial Mound,Pasture,Pasture,NA,25,,1,1,None
9367,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,35,,1,2,Agriculture
9368,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,NA,25,,0.5,2,Agriculture
9369,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,35,,1,3,Agriculture
9370,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,35,,1.6,2,Agriculture
9371,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,40,,2,1,None
9372,Legacy verification,Extinct Burial Mound,Pasture,Pasture,NA,30,,0.5,5,unspecified
9373,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,30,,1,4,Agriculture
9374,Legacy verification,Burial Mound,Pasture,Scrub,NA,35,,3,3,Looting
9375,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,30,,2,5,Looting
9376,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,NA,20,,0.5,5,Agriculture
9377,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,0.5,2,Agriculture
9378,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,0.5,1,None
9379,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,35,,1.5,1,Agriculture
9380,Survey,Burial Mound,Pasture,Scrub,NA,30,,4,1,Looting
9381,Legacy verification,Burial Mound,Pasture,Pasture,NA,45,,5,1,Bioturbation
9382,Legacy verification,Burial Mound,Pasture,Scrub,NA,50,,6,1,Looting
9383,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,30,,1.5,2,Agriculture
9385,Legacy verification,Burial Mound,Pasture,Scrub,NA,40,,2,1,Looting
9386,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,20,,1,2,Agriculture
9387,Legacy verification,Burial Mound,Pasture,Scrub,NA,25,,1.7,1,Looting
9388,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,40,,0.5,5,Agriculture
9452,Legacy verification,Burial Mound,Pasture,Scrub,NA,25,,1.7,1,None
9389,NA,Burial Mound,Annual agriculture,Scrub,NA,15,,1.5,5,NA
9390,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,35,,1,5,Agriculture
9391,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,NA,20,,0.5,5,Agriculture
9392,Survey,Burial Mound,Pasture,Pasture,NA,15,,1,1,Agriculture
9401,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,30,,1,5,Agriculture
9402,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,35,,1.5,5,Agriculture
9403,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,20,,1.7,5,Agriculture
9404,Legacy verification,Burial Mound,Pasture,Pasture,NA,20,,1.5,4,Looting
9405,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,25,,1,5,Agriculture
9406,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,50,,1.5,5,Agriculture
9407,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,35,,2,5,Construction
9409,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,30,,2,2,Agriculture
9410,Survey,Burial Mound,Pasture,Pasture,NA,10,,3.5,5,Looting
9411,Survey,Burial Mound,Scrub,Scrub,NA,15,,1.5,2,Nodata
9412,Survey,Burial Mound,Scrub,Pasture,NA,25,,3.5,2,Nodata
9413,Legacy verification,Burial Mound,Pasture,Pasture,NA,20,,3,1,None
9414,Survey,Burial Mound,Pasture,Pasture,NA,15,,1,1,None
9415,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,1,5,Agriculture
9416,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,20,,2,3,Agriculture
9417,Legacy verification,Burial Mound,Pasture,Pasture,NA,15,,2,4,Looting
9418,Legacy verification,Burial Mound,Pasture,Pasture,NA,50,,6,2,Looting
9419,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,25,,4.5,2,Nodata
9420,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,3.5,1,Nodata
9421,Survey,Burial Mound,Pasture,Pasture,NA,15,,1,1,None
9422,Survey,Uncertain Mound,Pasture,Pasture,NA,15,,1,1,Looting
9423,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,60,,12,1,Nodata
9424,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,10,,NA,5,Nodata
9425,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,20,,0.5,5,Agriculture
9426,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,40,,0.7,5,Agriculture
9427,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,23,,NA,6,Agriculture
9428,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,NA,,NA,6,Agriculture
9430,Legacy verification,Burial Mound,Pasture,Pasture,NA,10,,NA,5,Looting
9431,Legacy verification,Burial Mound,Pasture,Pasture,NA,20,,2,5,Looting
9432,NA,Burial Mound,Annual agriculture,Pasture,NA,30,,2.5,1,NA
9433,NA,Burial Mound,Annual agriculture,Pasture,NA,30,,3.5,2,NA
9434,NA,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,1.5,5,NA
9435,NA,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,40,,1,5,NA
9436,NA,Burial Mound,Annual agriculture,Pasture,NA,40,,4,3,NA
9437,NA,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,1.7,2,NA
9438,NA,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,10,,0.1,5,NA
9440,NA,Burial Mound,Annual agriculture,Pasture,NA,50,,5,1,NA
9442,Legacy verification,Burial Mound,Forest,Scrub,NA,40,,1.5,2,Looting
9443,Legacy verification,Burial Mound,Forest,Scrub,NA,25,,2,3,Looting
9444,Legacy verification,Burial Mound,Pasture,Scrub,NA,40,,2,2,Looting
9445,Legacy verification,Burial Mound,Pasture,Scrub,NA,20,,1.5,4,Agriculture
9446,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,40,,5,2,Looting
9447,Survey,Burial Mound,Annual agriculture,Scrub,NA,25,,0.5,5,Agriculture
9448,Legacy verification,Burial Mound,Pasture,Scrub,NA,20,,2,4,Looting
9449,Survey,Uncertain Mound,Pasture,Scrub,NA,20,,2,1,Construction (military activity)
9450,Legacy verification,Burial Mound,Pasture,Scrub,NA,25,,2,3,Looting
9451,Survey,Burial Mound,Pasture,Scrub,NA,20,,1,5,Looting
9484,NA,Burial Mound,NA,NA,NA,25,,2,3,NA
9339,Legacy verification,Burial Mound,Pasture,Pasture,NA,20,,1.5,2,Looting
9500,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,70,,1.6,4 - seriously damaged,Agriculture
9501,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,35,,0.8,3 - damaged,Agriculture
9502,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,45,,1.3,3 - damaged,Agriculture
9503,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,1,3 - damaged,Agriculture
9504,Legacy verification,Uncertain Mound,Annual agriculture,Annual agriculture,NA,30,,1.8,4 - seriously damaged,Agriculture
9505,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,2,3 - damaged,Agriculture
9506,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,40,,5,2 - minor damage,Animal activity
9507,Legacy verification,Burial Mound,Pasture,Pasture,NA,25,,3,2 - minor damage,Looting
9508,Legacy verification,Burial Mound,Pasture,Pasture,NA,17,,1.6,4 - seriously damaged,Looting
9509,Legacy verification,Burial Mound,Pasture,Pasture,NA,17,,0.3,5 - extinct or near extinct,Looting
8100,Legacy verification,Burial Mound,Pasture,Pasture,NA,35,,4,2 - minor damage,Looting
9510,Legacy verification,Burial Mound,Pasture,Pasture,NA,20,,3,2 - minor damage,Animal activity
9511,Legacy verification,Burial Mound,Pasture,Pasture,NA,17,,2,4 - seriously damaged,Looting
9512,Legacy verification,Burial Mound,Pasture,Pasture,NA,20,,1.2,4 - seriously damaged,Looting
8101,Legacy verification,Burial Mound,Pasture,Pasture,NA,12,,0.5,5 - extinct or near extinct,Looting
8102,Legacy verification,Burial Mound,Scrub,Scrub,NA,20,,0.5,5 - extinct or near extinct,Excavation
8300,Legacy verification,Extinct Burial Mound,Annual agriculture,Scrub,NA,15,,0.5,5 - extinct or near extinct,Agriculture
9513,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,28,,2,3 - damaged,Agriculture
8301,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,17,,2.3,2 - minor damage,Post-depositional
8103,Legacy verification,Extinct Burial Mound,Scrub,Scrub,NA,0,,0,5 - extinct or near extinct,No observation
8104,Legacy verification,Uncertain Mound,Scrub,Scrub,NA,0,,0,5 - extinct or near extinct,No observation
8302,Legacy verification,Burial Mound,Scrub,Scrub,NA,15,,1.5,0 - No observation,Other
8105,Legacy verification,Uncertain Mound,Forest,Forest,NA,15,,3,1 - pristine,No observation
9514,Survey,Uncertain Mound,Scrub,Scrub,NA,11,,1.5,4 - seriously damaged,Looting
8303,Legacy verification,Burial Mound,Perennial agriculture,Pasture,NA,22,,2.7,1 - pristine,Agriculture
9515,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,1.6,3 - damaged,Agriculture
8304,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,13,,1.4,3 - damaged,Agriculture
8106,Legacy verification,Burial Mound,Annual agriculture,Perennial agriculture,NA,55,,1.5,3 - damaged,Agriculture
8305,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,22,,0.7,3 - damaged,Agriculture
9516,Legacy verification,Uncertain Mound,Annual agriculture,Scrub,NA,14,,1,3 - damaged,Agriculture
8306,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,22,,1,4 - seriously damaged,Agriculture
8107,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,20,,0.3,4 - seriously damaged,Looting
9517,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,25,,1,4 - seriously damaged,Agriculture
8108,Legacy verification,Extinct Burial Mound,Scrub,Scrub,NA,0,,0,5 - extinct or near extinct,Looting
9518,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,35,,0.9,3 - damaged,Agriculture
8109,Survey,Extinct Burial Mound,Annual agriculture,Scrub,NA,20,,0.2,5 - extinct or near extinct,Looting
8307,Legacy verification,Extinct Burial Mound,Other,Other,NA,35,,0.5,5 - extinct or near extinct,Agriculture
8308,Survey,Uncertain Mound,Other,Other,NA,15,,0.5,5 - extinct or near extinct,Agriculture
9519,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,28,,1.8,4 - seriously damaged,Looting
8309,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,18,,1,5 - extinct or near extinct,Looting
8110,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,35,,1.8,3 - damaged,Agriculture
8310,Survey,Uncertain Mound,Annual agriculture,Scrub,NA,25,,1,4 - seriously damaged,Excavation
9520,Legacy verification,Burial Mound,Pasture,Pasture,NA,15,,0.5,4 - seriously damaged,Looting
8111,Legacy verification,Burial Mound,Pasture,Pasture,NA,25,,2.3,2 - minor damage,Animal activity
8311,Survey,Uncertain Mound,Annual agriculture,Scrub,NA,20,,0.3,5 - extinct or near extinct,Other
9521,Legacy verification,Burial Mound,Pasture,Pasture,NA,18,,1.4,4 - seriously damaged,Looting
8312,Survey,Uncertain Mound,Annual agriculture,Scrub,NA,10,,0.4,5 - extinct or near extinct,Agriculture
8313,Survey,Uncertain Mound,Annual agriculture,Scrub,NA,16,,1.2,5 - extinct or near extinct,Agriculture
8112,Legacy verification,Burial Mound,Pasture,Pasture,NA,25,,1.5,2 - minor damage,Looting
8314,Survey,Uncertain Mound,Annual agriculture,Scrub,NA,22,,0.5,5 - extinct or near extinct,Agriculture
9522,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,55,,1.9,4 - seriously damaged,Looting
8113,Legacy verification,Burial Mound,Scrub,Scrub,NA,30,,1,1 - pristine,No observation
8315,Survey,Uncertain Mound,Annual agriculture,Scrub,NA,25,,0.5,5 - extinct or near extinct,Agriculture
9523,Legacy verification,Burial Mound,Pasture,Scrub,NA,33,,3,2 - minor damage,Post-depositional
8114,Legacy verification,Burial Mound,Scrub,Scrub,NA,40,,1,4 - seriously damaged,Looting
8316,Legacy verification,Burial Mound,Perennial agriculture,Scrub,NA,25,,2.3,2 - minor damage,Looting
8115,Legacy verification,Burial Mound,Scrub,Pasture,NA,30,,2,2 - minor damage,Looting
8317,Legacy verification,Burial Mound,Scrub,Scrub,NA,36,,3,4 - seriously damaged,Looting
9524,Legacy verification,Burial Mound,Scrub,Scrub,NA,25,,1.8,4 - seriously damaged,Looting
8116,Survey,Uncertain Mound,Scrub,Scrub,NA,40,,0.2,5 - extinct or near extinct,Looting
9525,Legacy verification,Burial Mound,Pasture,Pasture,NA,35,,2,4 - seriously damaged,Looting
9526,Legacy verification,Burial Mound,Pasture,Pasture,NA,40,,2.3,1 - pristine,No observation
8318,Survey,Uncertain Mound,Scrub,Other,NA,10,,0.5,5 - extinct or near extinct,Other
9527,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,1.2,4 - seriously damaged,Looting
8319,Legacy verification,Burial Mound,Scrub,Scrub,NA,16,,1.7,4 - seriously damaged,Looting
9528,Legacy verification,Burial Mound,Pasture,Pasture,NA,40,,1.9,2 - minor damage,Looting
9529,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,1.9,4 - seriously damaged,Looting
8320,Survey,Uncertain Mound,Scrub,Scrub,NA,16,,0.4,5 - extinct or near extinct,Excavation
9530,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,42,,4,4 - seriously damaged,Looting
8321,Legacy verification,Burial Mound,Pasture,Pasture,NA,23,,2.2,2 - minor damage,Excavation
8117,Legacy verification,Extinct Burial Mound,Annual agriculture,Pasture,NA,15,,0,5 - extinct or near extinct,Agriculture
8322,Survey,Uncertain Mound,Annual agriculture,Other,NA,9,,0.4,5 - extinct or near extinct,Excavation
9531,Legacy verification,Burial Mound,Pasture,Pasture,NA,19,,0.8,3 - damaged,Looting
8323,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,30,,1.4,5 - extinct or near extinct,Agriculture
8324,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,0.8,5 - extinct or near extinct,Agriculture
8325,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,28,,1.5,3 - damaged,Agriculture
8326,Legacy verification,Surface Scatter,Annual agriculture,Scrub,NA,150,,0.5,5 - extinct or near extinct,Excavation
8327,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,20,,0.5,5 - extinct or near extinct,Agriculture
9532,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,30,,2.2,4 - seriously damaged,Looting
8328,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,1,4 - seriously damaged,Agriculture
8329,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,0.5,5 - extinct or near extinct,Agriculture
8330,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,23,,0.8,4 - seriously damaged,Agriculture
9533,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,1.6,2 - minor damage,Agriculture
8118,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,50,,3.5,1 - pristine,No observation
8331,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,20,,0.8,4 - seriously damaged,Agriculture
9534,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,22,,1.5,3 - damaged,Agriculture
8119,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,50,,3,2 - minor damage,Looting
8332,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,15,,0.6,5 - extinct or near extinct,Agriculture
9535,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,24,,1.8,3 - damaged,Agriculture
8333,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,10,,0.1,5 - extinct or near extinct,Agriculture
8334,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,7,,0,5 - extinct or near extinct,Agriculture
8335,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,2.4,3 - damaged,Agriculture
8336,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,20,,0.8,4 - seriously damaged,Agriculture
9536,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,19,,0.6,4 - seriously damaged,Agriculture
8337,Legacy verification,Uncertain Mound,Annual agriculture,Annual agriculture,NA,40,,0.7,5 - extinct or near extinct,Agriculture
8120,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,55,,1.5,3 - damaged,Agriculture
9537,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,17,,0.5,4 - seriously damaged,Agriculture
8121,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,55,,0.5,5 - extinct or near extinct,Agriculture
8338,Legacy verification,Uncertain Mound,Scrub,Scrub,NA,35,,6,4 - seriously damaged,Excavation
9538,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,15,,1.5,4 - seriously damaged,Agriculture
8339,Legacy verification,Burial Mound,Pasture,Pasture,NA,26,,1.5,1 - pristine,No observation
