TRAP,Source,Type,LU_Around,LU_Top,Date,DiameterMax,DiameterMin,HeightMax,Condition,PrincipalSourceOfImpact
8122,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,50,,0.5,5 - extinct or near extinct,Agriculture
8340,Legacy verification,Burial Mound,Scrub,Other,NA,50,,7,2 - minor damage,Excavation
9539,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,20,,1,4 - seriously damaged,Agriculture
8123,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,30,,0.4,5 - extinct or near extinct,Agriculture
9540,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,18,,1,5 - extinct or near extinct,Agriculture
8124,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,50,,0.5,5 - extinct or near extinct,Agriculture
8125,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,5 - extinct or near extinct,Agriculture
9541,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,10,,0.1,5 - extinct or near extinct,Agriculture
8341,Legacy verification,Burial Mound,Scrub,Scrub,NA,15,,1.75,2 - minor damage,Looting
8126,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,5 - extinct or near extinct,Agriculture
8342,Legacy verification,Burial Mound,Scrub,Scrub,NA,10,,1.5,3 - damaged,Road cut
8127,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,30,,0,5 - extinct or near extinct,Agriculture
8343,Legacy verification,Uncertain Feature,Scrub,Scrub,NA,15,,1.4,3 - damaged,Road cut
8344,Legacy verification,Uncertain Mound,Scrub,Scrub,NA,0,,0,0 - No observation,No observation
8128,Legacy verification,Extinct Burial Mound,Pasture,Pasture,NA,0,,0,0 - No observation,No observation
9542,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,0 - No observation,No observation
9543,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,0 - No observation,No observation
9544,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,0 - No observation,No observation
9545,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,0 - No observation,Looting
9546,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,0 - No observation,Agriculture
9547,Legacy verification,Burial Mound,Pasture,Pasture,NA,25,,3,3 - damaged,Looting
9548,Legacy verification,Burial Mound,Pasture,Pasture,NA,0,,0,0 - No observation,No observation
9549,Legacy verification,Burial Mound,Pasture,Pasture,NA,17,,1,3 - damaged,Agriculture
9550,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,2,3 - damaged,Looting
9551,Legacy verification,Burial Mound,Pasture,Pasture,NA,28,,2,4 - seriously damaged,Looting
9552,Legacy verification,Burial Mound,Pasture,Pasture,NA,35,,2.2,3 - damaged,Looting
9553,Legacy verification,Burial Mound,Pasture,Pasture,NA,18,,1.6,4 - seriously damaged,Looting
8345,Legacy verification,Extinct Burial Mound,Other,Other,NA,0,,0,5 - extinct or near extinct,Excavation
8346,Legacy verification,Burial Mound,Pasture,Pasture,NA,21,,1,2 - minor damage,Post-depositional
9554,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,1.5,4 - seriously damaged,Agriculture
8129,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,4,3 - damaged,Looting
8347,Legacy verification,Burial Mound,Pasture,Pasture,NA,17,,1.2,1 - pristine,Post-depositional
8348,Legacy verification,Burial Mound,Pasture,Pasture,NA,15,,1.5,2 - minor damage,Looting
8130,Survey,Burial Mound,Pasture,Pasture,NA,35,,2.5,3 - damaged,Looting
8349,Legacy verification,Burial Mound,Pasture,Pasture,NA,17,,1.75,2 - minor damage,Looting
8350,Legacy verification,Burial Mound,Pasture,Pasture,NA,18,,1.2,2 - minor damage,Post-depositional
9555,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,17,,0.9,3 - damaged,Agriculture
8131,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,1.8,4 - seriously damaged,Looting
9556,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,NA,200,,0,2 - minor damage,No observation
8351,Legacy verification,Burial Mound,Scrub,Pasture,NA,30,,3,2 - minor damage,Post-depositional
9557,Legacy verification,Burial Mound,Perennial agriculture,Perennial agriculture,NA,17,,1.6,2 - minor damage,Agriculture
8132,Legacy verification,Burial Mound,Pasture,Pasture,NA,35,,4.5,2 - minor damage,Construction
9558,Legacy verification,Burial Mound,Perennial agriculture,Perennial agriculture,NA,25,,1.5,3 - damaged,Agriculture
8133,Legacy verification,Burial Mound,Other,Other,NA,45,,1,2 - minor damage,Other
8352,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,24,,1.3,2 - minor damage,Agriculture
8134,Legacy verification,Burial Mound,Pasture,Pasture,NA,35,,1.8,3 - damaged,Looting
8353,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,25,,3.2,2 - minor damage,Looting
9559,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,15,,0.8,3 - damaged,Agriculture
8135,Legacy verification,Burial Mound,Pasture,Pasture,NA,25,,1,4 - seriously damaged,Looting
8136,Legacy verification,Burial Mound,Pasture,Pasture,NA,45,,1.8,2 - minor damage,Other
9560,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,1.3,3 - damaged,Agriculture
8354,Legacy verification,Burial Mound,Perennial agriculture,Pasture,NA,20,,1,2 - minor damage,Road cut
8355,Legacy verification,Burial Mound,Perennial agriculture,Scrub,NA,26,,2,2 - minor damage,Other
8137,Legacy verification,Burial Mound,Scrub,Pasture,NA,20,,0.3,5 - extinct or near extinct,Construction
9561,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,35,,5,3 - damaged,Looting
8356,Legacy verification,Burial Mound,Perennial agriculture,Pasture,NA,26,,2,1 - pristine,Looting
9562,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,18,,2,3 - damaged,Looting
9563,Legacy verification,Other,Pasture,Scrub,NA,100,,10,2 - minor damage,Post-depositional
8138,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,40,,0.3,5 - extinct or near extinct,Agriculture
8357,Legacy verification,Burial Mound,Pasture,Pasture,NA,32,,3,1 - pristine,No observation
9564,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,24,,1.4,3 - damaged,Post-depositional
9565,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,20,,0.5,3 - damaged,Agriculture
9566,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,40,,6,4 - seriously damaged,Looting
8139,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,5 - extinct or near extinct,Construction
8140,Legacy verification,Extinct Burial Mound,Pasture,Pasture,NA,0,,0,5 - extinct or near extinct,Construction
8358,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,5 - extinct or near extinct,Agriculture
9567,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,18,,0.8,2 - minor damage,Agriculture
8142,Legacy verification,Burial Mound,Pasture,Pasture,NA,40,,4,2 - minor damage,Looting
8359,Legacy verification,Uncertain Mound,Scrub,Pasture,NA,23,,2.5,1 - pristine,Post-depositional
8143,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,50,,0.8,4 - seriously damaged,Agriculture
8144,Survey,Surface Scatter,Annual agriculture,Annual agriculture,NA,0,,0,0 - No observation,Agriculture
9568,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,NA,0,,0,0 - No observation,No observation
9569,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,18,,1,3 - damaged,Agriculture
9570,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,22,,2.4,2 - minor damage,Agriculture
9571,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,1.5,3 - damaged,Agriculture
9572,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,19,,0.8,2 - minor damage,Agriculture
8360,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,1.4,3 - damaged,Agriculture
9573,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,15,,0.9,2 - minor damage,Agriculture
8361,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,50,,1.2,4 - seriously damaged,Excavation
9574,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,18,,2.4,2 - minor damage,Agriculture
8145,Legacy verification,Burial Mound,Perennial agriculture,Perennial agriculture,NA,60,,3.5,3 - damaged,Agriculture
9575,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,27,,2.6,2 - minor damage,Agriculture
9576,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,17,,0.5,3 - damaged,Agriculture
9577,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,16,,0.5,2 - minor damage,Agriculture
8146,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,5 - extinct or near extinct,Agriculture
8362,Legacy verification,Burial Mound,Perennial agriculture,Scrub,NA,35,,3.5,3 - damaged,Road cut
8363,Legacy verification,Burial Mound,Perennial agriculture,Scrub,NA,35,,4,1 - pristine,Post-depositional
9578,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0.2,4 - seriously damaged,Agriculture
9579,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,14,,0.4,3 - damaged,Agriculture
8147,Legacy verification,Burial Mound,Pasture,Pasture,NA,60,,3.5,3 - damaged,Agriculture
8364,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,30,,1.4,3 - damaged,Agriculture
8365,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,35,,1.1,3 - damaged,Agriculture
9580,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,22,,0.8,2 - minor damage,Agriculture
8366,Legacy verification,Burial Mound,Scrub,Scrub,NA,45,,6,2 - minor damage,Excavation
8148,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,5 - extinct or near extinct,Agriculture
8367,Legacy verification,Burial Mound,Scrub,Scrub,NA,35,,2.7,2 - minor damage,Construction
9581,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,15,,0.4,3 - damaged,Agriculture
8368,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,0.5,4 - seriously damaged,Agriculture
8369,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,1.65,3 - damaged,Agriculture
8370,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,30,,1.8,2 - minor damage,Agriculture
8371,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,33,,1.6,3 - damaged,Agriculture
8372,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,30,,6.5,1 - pristine,Post-depositional
8373,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,26,,1,3 - damaged,Agriculture
8149,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,36,,3,4 - seriously damaged,Looting
8374,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,1.5,3 - damaged,Agriculture
8375,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,26,,1.3,3 - damaged,Agriculture
9582,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,18,,0.4,3 - damaged,Agriculture
8376,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,28,,1.45,2 - minor damage,Agriculture
8377,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,25,,3.5,2 - minor damage,Looting
9583,Legacy verification,Burial Mound,Urban,Pasture,NA,14,,0.6,3 - damaged,Urban development
8150,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,60,,1.5,3 - damaged,Agriculture
8378,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,30,,1.3,3 - damaged,Agriculture
8379,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,1.3,3 - damaged,Agriculture
8380,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,18,,0.8,4 - seriously damaged,Agriculture
9584,Legacy verification,Burial Mound,Urban,Pasture,NA,19,,2,4 - seriously damaged,Looting
8381,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,5 - extinct or near extinct,No observation
8151,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,55,,0.8,3 - damaged,Agriculture
9585,Legacy verification,Burial Mound,Scrub,Scrub,NA,30,,2.6,4 - seriously damaged,Looting
8152,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,1,4 - seriously damaged,Agriculture
8153,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,60,,0.8,4 - seriously damaged,Agriculture
8382,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,NA,150,,0,3 - damaged,Agriculture
8154,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,60,,1,4 - seriously damaged,Agriculture
8383,Survey,Surface Scatter,Annual agriculture,Annual agriculture,NA,150,,0,0 - No observation,Agriculture
8384,Legacy verification,Burial Mound,Scrub,Pasture,NA,25,,2.5,2 - minor damage,Anthropogenic
8385,Legacy verification,Burial Mound,Scrub,Scrub,NA,30,,3,2 - minor damage,Looting
8155,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,5 - extinct or near extinct,Agriculture
8386,Legacy verification,Extinct Burial Mound,Scrub,Pasture,NA,30,,3,5 - extinct or near extinct,Urban development
8156,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,60,,0.8,4 - seriously damaged,Agriculture
9586,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,45,,7,2 - minor damage,Looting
9587,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,30,,2,4 - seriously damaged,Agriculture
9588,Legacy verification,Burial Mound,Pasture,Pasture,NA,45,,7,2 - minor damage,Looting
8387,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,33,,2.8,2 - minor damage,Looting
8157,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,0.8,4 - seriously damaged,Agriculture
8388,Legacy verification,Uncertain Mound,Annual agriculture,Annual agriculture,NA,15,,0.4,4 - seriously damaged,Agriculture
9589,Legacy verification,Burial Mound,Pasture,Pasture,NA,15,,1,2 - minor damage,Post-depositional
8389,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,28,,1,3 - damaged,Agriculture
9590,Legacy verification,Burial Mound,Pasture,Pasture,NA,19,,1.5,2 - minor damage,Post-depositional
8390,Legacy verification,Burial Mound,Annual agriculture,Other,NA,32,,0.8,4 - seriously damaged,Road cut
8391,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,35,,1.5,3 - damaged,Agriculture
9591,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,20,,1.5,2 - minor damage,Agriculture
8158,Legacy verification,Burial Mound,Pasture,Pasture,NA,35,,1,1 - pristine,No observation
9592,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,18,,1.1,2 - minor damage,Agriculture
9593,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,16,,0.9,3 - damaged,Agriculture
8392,Legacy verification,Burial Mound,Annual agriculture,Other,NA,35,,1.2,4 - seriously damaged,Construction
9594,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,17,,0.9,2 - minor damage,Agriculture
9595,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,14,,0.8,2 - minor damage,Agriculture
9596,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,17,,0.9,2 - minor damage,Agriculture
8393,Legacy verification,Burial Mound,Annual agriculture,Other,NA,30,,1.2,4 - seriously damaged,Construction
8159,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,35,,2.5,3 - damaged,Looting
9597,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,24,,3.5,2 - minor damage,Agriculture
8394,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,30,,0.3,5 - extinct or near extinct,Agriculture
9598,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,19,,1.6,2 - minor damage,Agriculture
8395,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,2.5,3 - damaged,Agriculture
9599,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,29,,5,3 - damaged,Looting
8396,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,5 - extinct or near extinct,Agriculture
8160,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,40,,3.5,2 - minor damage,Animal activity
9600,Legacy verification,Burial Mound,Pasture,Pasture,NA,17,,1.6,3 - damaged,Agriculture
8397,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,2.3,3 - damaged,Agriculture
9601,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,24,,3.5,3 - damaged,Looting
8161,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,50,,2,0 - No observation,No observation
9602,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,15,,0.4,3 - damaged,Agriculture
9603,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,15,,0.4,3 - damaged,Agriculture
8398,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,27,,1.7,4 - seriously damaged,Agriculture
8399,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,1.4,4 - seriously damaged,Agriculture
8162,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,60,,0.8,4 - seriously damaged,Looting
8400,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,34,,2,3 - damaged,Agriculture
9604,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,19,,1.6,3 - damaged,Agriculture
9605,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,19,,1.5,3 - damaged,Agriculture
9606,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,20,,1.9,2 - minor damage,Agriculture
9607,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,20,,0.8,2 - minor damage,Agriculture
9608,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,26,,2,4 - seriously damaged,Looting
8401,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,30,,0.8,4 - seriously damaged,Agriculture
9609,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,25,,2,3 - damaged,Looting
8163,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,60,,0.5,4 - seriously damaged,Agriculture
9610,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,18,,1.4,3 - damaged,Agriculture
9611,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,27,,2.8,3 - damaged,Looting
9612,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,23,,2,4 - seriously damaged,Looting
9613,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,25,,2.1,2 - minor damage,Agriculture
8165,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,50,,4.5,2 - minor damage,Animal activity
8166,Survey,Surface Scatter,Annual agriculture,Annual agriculture,NA,0,,0,0 - No observation,Agriculture
8167,Legacy verification,Burial Mound,Pasture,Pasture,NA,40,,2,3 - damaged,Agriculture
8168,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,60,,5,2 - minor damage,Animal activity
8169,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,60,,2.5,2 - minor damage,Agriculture
8170,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,45,,0.4,5 - extinct or near extinct,Agriculture
9614,Legacy verification,Burial Mound,Pasture,Pasture,NA,18,,1.7,3 - damaged,Looting
8171,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,5 - extinct or near extinct,Agriculture
9615,Legacy verification,Burial Mound,Pasture,Pasture,NA,35,,3.5,4 - seriously damaged,Looting
8172,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,5 - extinct or near extinct,Agriculture
9616,Legacy verification,Extinct Burial Mound,Pasture,Pasture,NA,0,,0,5 - extinct or near extinct,Other
8173,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,40,,1,1 - pristine,No observation
9617,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,3.1,4 - seriously damaged,Looting
9338,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,50,,1.2,4 - seriously damaged,Agriculture
9071,Legacy verification,Burial Mound,Pasture,Pasture,NA,50,,1.5,4 - seriously damaged,Construction
9618,Legacy verification,Uncertain Mound,Annual agriculture,Pasture,NA,15,,0.5,4 - seriously damaged,Looting
9619,Legacy verification,Burial Mound,Scrub,Scrub,NA,25,,3.5,4 - seriously damaged,Looting
9620,Legacy verification,Burial Mound,Scrub,Scrub,NA,14,,1.1,3 - damaged,Looting
9621,Legacy verification,Extinct Burial Mound,Scrub,Scrub,NA,0,,0,0 - No observation,No observation
8174,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,1.5,3 - damaged,Agriculture
8175,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,35,,2,3 - damaged,Agriculture
9622,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,21,,1.4,3 - damaged,Agriculture
8176,Survey,Burial Mound,Annual agriculture,Pasture,NA,45,,4.5,3 - damaged,Looting
8177,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,55,,1.8,3 - damaged,Agriculture
8178,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,50,,1.5,3 - damaged,Agriculture
8179,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,60,,2.5,4 - seriously damaged,Agriculture
8180,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,5 - extinct or near extinct,Agriculture
8181,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,45,,1.1,4 - seriously damaged,Agriculture
8182,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,0,,0,5 - extinct or near extinct,Agriculture
8183,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,NA,0,,0,4 - seriously damaged,Agriculture
8184,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,35,,0.9,4 - seriously damaged,Agriculture
8185,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,55,,2.3,3 - damaged,Agriculture
8186,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,1.2,4 - seriously damaged,Agriculture
8187,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,28,,1.1,4 - seriously damaged,Agriculture
9623,Legacy verification,Uncertain Mound,Scrub,Scrub,NA,0,,0,0 - No observation,No observation
9624,Legacy verification,Burial Mound,Pasture,Pasture,NA,20,,1.6,3 - damaged,Looting
9625,Legacy verification,Burial Mound,Pasture,Pasture,NA,18,,1.5,3 - damaged,Looting
8402,Legacy verification,Burial Mound,Scrub,Scrub,NA,28,,1.9,3 - damaged,Construction
9626,Legacy verification,Extinct Burial Mound,Pasture,Pasture,NA,50,,3,0 - No observation,Construction
9627,Legacy verification,Burial Mound,Pasture,Pasture,NA,22,,1.2,4 - seriously damaged,Looting
8403,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,35,,2.5,2 - minor damage,Looting
9628,Legacy verification,Burial Mound,Pasture,Pasture,NA,24,,1.2,2 - minor damage,Looting
8188,Legacy verification,Burial Mound,Annual agriculture,Other,NA,45,,0.8,3 - damaged,Agriculture
8189,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,35,,0.8,5 - extinct or near extinct,Agriculture
8190,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,50,,0.8,5 - extinct or near extinct,Agriculture
8191,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,40,,0.8,5 - extinct or near extinct,Agriculture
8404,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,28,,1.5,4 - seriously damaged,Agriculture
9629,Legacy verification,Burial Mound,Pasture,Pasture,NA,15,,1.75,4 - seriously damaged,Agriculture
8192,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,NA,0,,0,0 - No observation,Agriculture
9630,Legacy verification,Burial Mound,Pasture,Pasture,NA,25,,1.7,3 - damaged,Looting
8405,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,16,,0.6,4 - seriously damaged,Agriculture
9631,Legacy verification,Burial Mound,Pasture,Pasture,NA,35,,1.6,3 - damaged,Construction
8193,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,45,,1.2,5 - extinct or near extinct,Agriculture
8406,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,20,,1,4 - seriously damaged,Agriculture
9632,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,1,4 - seriously damaged,Looting
8194,Legacy verification,Burial Mound,Pasture,Pasture,NA,25,,1.3,5 - extinct or near extinct,Looting
8195,Survey,Burial Mound,Pasture,Pasture,NA,35,,2,3 - damaged,Looting
9633,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,2.7,3 - damaged,Looting
9634,Legacy verification,Burial Mound,Pasture,Pasture,NA,28,,2.1,4 - seriously damaged,Looting
8407,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,30,,1.75,4 - seriously damaged,Agriculture
8196,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,55,,1.2,4 - seriously damaged,Agriculture
9635,Legacy verification,Burial Mound,Pasture,Pasture,NA,25,,1.2,2 - minor damage,Post-depositional
9636,Legacy verification,Burial Mound,Pasture,Pasture,NA,40,,3,3 - damaged,Looting
9637,Legacy verification,Burial Mound,Pasture,Pasture,NA,24,,2.1,3 - damaged,Looting
8197,Legacy verification,Burial Mound,Perennial agriculture,Perennial agriculture,NA,40,,1.2,4 - seriously damaged,Agriculture
8408,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,36,,2.2,3 - damaged,Agriculture
8409,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,17,,0.9,4 - seriously damaged,Agriculture
8198,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,55,,7,4 - seriously damaged,Looting
8199,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,60,,2,4 - seriously damaged,Agriculture
8410,Survey,Surface Scatter,Annual agriculture,Annual agriculture,NA,100,,0.5,3 - damaged,Agriculture
8411,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,1.4,3 - damaged,Agriculture
8412,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,15,,0.3,5 - extinct or near extinct,Agriculture
8413,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,15,,0.3,5 - extinct or near extinct,Agriculture
8414,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,1.15,3 - damaged,Agriculture
9400,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,55,,1.8,2 - minor damage,Agriculture
9638,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,39,,1.6,4 - seriously damaged,Agriculture
9639,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,NA,100,,0,3 - damaged,Agriculture
9640,Legacy verification,Burial Mound,Perennial agriculture,Perennial agriculture,NA,25,,0.8,3 - damaged,Agriculture
