TopoID,TopoNote,TRAP,Source,Type,LanduseAround,LanduseOnTop,Date,DiameterMax_m,HeightMax_m,Condition,PrincipalSourceOfImpact,AllNotes,DistTown_m,DistTownBoundary_m,ElevAster_m,SlopeAster_degrees,AspectAster,TRI,TPI,Roughness,Prominence_at250m,TypeCertainty,DistBG_m,AKB,AKBArea,AKBNotes,X,Y,,
NA,NA,9254,Survey,Burial Mound,Forest,Scrub,2010-11-06,20,0.5,5,Looting,NA,606.217803116619,606.217803116619,187.419387817383,3.70850545104187,74.9701043637344,1.57822036743164,0.9615478515625,4.12754821777344,47.45,Certain,31664.7354000193,10001517,Drama,NA,4675579.862,454013.6205,,
NA,NA,9403,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-06,20,1.7,5,Agriculture,ploughed over,2251.61218902151,2251.61218902151,149.839965820313,1.11886209393015,300.984090299004,0.547275543212891,0.464450836181641,1,83.03,Certain,56631.1614245868,10001219,Galabintsi,NA,4697359.0459,441800.0456,,
NA,NA,9405,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-11-06,25,1,5,Agriculture,"destroyed by agriculture, soil marks; Bara:soil mark on the top",1799.23141589882,1799.23141589882,140,0.896748584271766,280.868305402699,0.260631561279297,-0.0219955444335938,1.03445434570313,43.53,Certain,54877.2897494573,10001271,Boyadzhik,NA,4696190.383,443333.6751,,
200021,NA,9413,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-07,20,3,1,None,NA,1839.61591753205,1839.61591753205,229.593048095703,1.43158946333185,86.9073912864812,0.443386077880859,0.227313995361328,1.42379760742188,13,Certain,61361.3638575519,10001372,Drazhevo,NA,4707102.9986,453820.5408,,
NA,NA,9412,Survey,Burial Mound,Scrub,Pasture,2010-11-07,25,3.5,2,Nodata,big modern structure on the top,1788.28967002342,1788.28967002342,243.164016723633,1.51848941201081,206.144907044916,0.959321975708008,0.91417121887207,2.18116760253906,79.35,Certain,61031.2174069617,10001490,Drazhevo,NA,4706725.3918,453675.8175,,
NA,NA,9317,Survey,Burial Mound,Pasture,Pasture,2010-11-07,20,1.5,1,Construction,NA,1916.00249181703,1916.00249181703,230,0.268237671079577,208.290338848165,0.20884895324707,0.20884895324707,0.589874267578125,67.63,Certain,61302.0257108078,10001491,Drazhevo,NA,4707032.5299,453784.015,,
NA,NA,9318,Survey,Burial Mound,Pasture,Pasture,2010-11-07,25,0.5,5,Construction (military activity),most probably it is a military trench and no mound,1414.1153381278,1414.1153381278,180.384246826172,5.01290924776752,351.07592497486,2.06907844543457,0.0675640106201172,5.59288024902344,37.18,Uncertain,62208.6920282975,10001482,Hadzhidimitrovo,NA,4707832.5106,453253.7443,,
NA,NA,9410,Survey,Burial Mound,Pasture,Pasture,2010-11-07,10,3.5,5,Looting,old cut from both sides (W and E),1918.08723418284,1918.08723418284,236.146636962891,3.76949092404796,56.2013353769419,1.44664192199707,0.488622665405273,5.18765258789063,6.81,Certain,61102.476047496,10001402,Drazhevo,NA,4706834.5833,453815.2735,,
NA,NA,9262,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-07,30,1.5,5,Agriculture,"Over ploughed stratigraphy, lighter soil on surface; Bara:visible stratigraphy",855.829083909824,855.829083909824,139.826553344727,3.44377600775133,46.5286286397175,1.23451614379883,-0.332290649414063,4.61735534667969,23.91,Certain,56954.5318549738,10001234,Vodenichane,NA,4708937.2166,474936.1054,,
NA,NA,9263,Survey,Burial Mound,Annual agriculture,Pasture,2010-11-07,30,3,2,Looting,Old RTs,885.420767207301,885.420767207301,138.760452270508,2.45332987212587,338.275259317031,1.03093338012695,-0.538669586181641,3.06658935546875,61.37,Certain,56915.6632832008,10001235,Vodenichane,NA,4708928.8632,475002.3759,,
NA,NA,9266,Survey,Burial Mound,Pasture,Pasture,2010-11-07,30,2,2,Looting,NA,939.002114529148,939.002114529148,142.973159790039,3.71754768145633,346.555238252672,1.54622268676758,-0.262447357177734,4.18803405761719,64.49,Certain,56858.1161189288,10001238,Vodenichane,NA,4708967.8498,475196.3196,,
NA,NA,9267,Survey,Burial Mound,Pasture,Pasture,2010-11-07,20,1,5,Looting,"West side 1/3 of the mound removed, trace of digging",955.380319819898,955.380319819898,143.384780883789,3.26353504083871,354.473560256544,1.36167144775391,-0.0103263854980469,4.096923828125,31.65,Uncertain,56843.2608501782,10001239,Vodenichane,NA,4708966.2841,475224.8626,,
NA,NA,9268,Survey,Burial Mound,Annual agriculture,Pasture,2010-11-07,35,1,5,Agriculture,Ploughed over at some point. Mound barley vissible in the meadow., Bara:ploughed over at some point,1003.36956177965,1003.36956177965,146.865570068359,4.21971497350195,31.4705572926969,1.65473175048828,0.138740539550781,5.5950927734375,32.26,Uncertain,56794.9529851817,10001240,Vodenichane,NA,4708922.064,475244.6152,
NA,NA,9269,Survey,Burial Mound,Annual agriculture,Pasture,2010-11-07,40,1,5,Agriculture,"Possible mound, low round earth work; Bara:ploughed over at some point",1006.45791211769,1006.45791211769,143.663238525391,2.91907571850442,47.2267281970782,1.02538108825684,0.100248336791992,4.09834289550781,74.82,Uncertain,56794.5202101109,NA,NA,NA,4708941.2265,475281.3597,,
NA,NA,9270,Survey,Burial Mound,Pasture,Pasture,2010-11-07,20,1.5,2,Agriculture,ploughed over at some point,1052.33923868023,1052.33923868023,145.73551940918,4.17275316049667,55.5416185398619,1.35484504699707,-0.239633560180664,5.48330688476563,82.67,Certain,56746.4158597065,10001241,Vodenichane,NA,4708883.2012,475274.8625,,
NA,NA,9275,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-07,20,0.5,5,Agriculture,Over ploughed,1926.54005740436,1926.54005740436,138.120742797852,5.02346336695651,72.4482251273104,1.69357872009277,-0.512994766235352,4.81085205078125,34.18,Uncertain,60557.0219104508,10001254,Straldzha,NA,4712075.9762,473167.0137,,
NA,NA,9277,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-07,25,1.2,5,Agriculture,Over ploughed, Bara:ploughed over,1877.67743345876,1877.67743345876,141.238250732422,1.6431782418948,68.3116870740847,1.44805335998535,1.44805335998535,3.46562194824219,15.47,Certain,60496.5364942749,10001256,Straldzha,NA,4712004.7679,473162.6317,
NA,NA,9278,Survey,Burial Mound,Pasture,Pasture,2010-11-07,30,1,5,Agriculture,Over ploughed at some point, Bara:ploughed over at some point,1797.93895159304,1797.93895159304,134,0.120368012908419,126.750655821093,0.0387153625488281,-0.0387153625488281,0.309722900390625,6.09,Uncertain,60449.8972753626,10001257,Straldzha,NA,4712033.6892,473313.8964,
NA,NA,9284,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-08,30,1.5,5,Agriculture,Over ploughed, Bara:ploughed over,1377.968991895,1377.968991895,151.306045532227,2.07443582380254,18.7412670413891,0.858972549438477,0.33997917175293,2.58622741699219,88.45,Certain,38288.7482000679,10001323,Krumovo,NA,4680421.362,449124.3539,
NA,NA,9285,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-08,30,2,5,Agriculture,Over ploughed, Bara:ploughed over,1226.25215343767,1226.25215343767,150.164016723633,2.33965098481066,288.356916617149,0.877037048339844,0.668270111083984,3.2972412109375,21.86,Uncertain,38308.0241813686,10001324,Krumovo,NA,4680550.8941,449303.4418,
NA,NA,9288,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-08,25,1,5,Agriculture,RT probably back filled, excavated (bright exposed soil circle visible in 2018),1820.47797516986,1820.47797516986,179,1.19101785868849,123.68009036687,0.524192810058594,0.275035858154297,1.6842041015625,56.88,Uncertain,37796.746276661,10001327,Krumovo,NA,4681823.5588,452793.1227,
NA,NA,9289,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-08,20,0.5,5,Agriculture,Over ploughed,1857.49570580291,1857.49570580291,174.595855712891,3.99702830860175,338.050211280985,1.59763336181641,-0.390880584716797,4.87989807128906,32.97,Uncertain,38630.9213280498,10001351,Miladinovtsi,NA,4680037.5896,447864.0224,,
NA,NA,9290,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-08,20,0.8,5,Agriculture,Over ploughed,1886.02394598872,1886.02394598872,172.829727172852,2.98817356142122,341.534715324384,1.27272987365723,-0.446386337280273,3.87692260742188,80.58,Uncertain,38657.6111843891,10001352,Miladinovtsi,NA,4680076.2299,447874.6024,,
NA,NA,9414,Survey,Burial Mound,Pasture,Pasture,2010-11-07,15,1,1,None,NA,1810.73244765534,1810.73244765534,229,0.510306599731031,83.6770608219262,0.30586051940918,0.0615062713623047,1.22016906738281,85.87,Certain,61380.4529913387,10001373,Drazhevo,NA,4707128.183,453842.2872,,
200098,NA,9420,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-07,30,3.5,1,Nodata,NA,543.585214704098,543.585214704098,189.370025634766,2.41879351198382,312.84796009805,0.832761764526367,-0.448312759399414,3.04507446289063,86.55,Certain,61937.4043281455,10001449,Kabile,NA,4708227.2726,456123.5601,,
NA,NA,9421,Survey,Burial Mound,Pasture,Pasture,2010-11-07,15,1,1,None,NA,480.774552039014,480.774552039014,188.490509033203,3.07857113202921,11.9435714525834,1.33222007751465,-0.492643356323242,4.8133544921875,79.42,Certain,61962.6142837432,10010074,Kabile,NA,4708263.7649,456174.7316,,
NA,NA,9422,Survey,Burial Mound,Pasture,Pasture,2010-11-07,15,1,1,Looting,NA,500.491503599099,500.491503599099,188.307540893555,2.35406627142927,42.1560584916206,0.905431747436523,0.294824600219727,2.85118103027344,46.76,Uncertain,61990.739750242,10001450,Kabile,NA,4708284.68,456137.407,,
NA,NA,9336,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-11-11,30,0.8,5,Agriculture,NA,2081.77740594097,2081.77740594097,230.317337036133,2.8307845024826,14.9981712768023,1.13364028930664,0.396835327148438,3.70748901367188,58.12,Certain,38879.9967789395,10001304,General Toshevo,NA,4677091.1016,443513.2004,,
NA,NA,9343,Survey,Burial Mound,Pasture,Pasture,2010-11-12,30,1.5,4,Agriculture,0, Bara:ploughed over at some point,1877.0956018184,1877.0956018184,140.645980834961,3.67663497261289,111.239401719767,1.25273323059082,0.0252017974853516,4.246337890625,56.12,Certain,45493.4411499322,10001406,Botevo,NA,4689135.8845,450274.7841,
NA,NA,9345,Survey,Burial Mound,Pasture,Pasture,2010-11-12,10,1.5,4,Looting,0, Bara:on the top of the hill,2401.47393932835,2401.47393932835,146.21745300293,12.1189266438206,59.0062162020498,4.02895355224609,0.478744506835938,15.0287170410156,8.6,Certain,44707.2491068111,10001408,Botevo,NA,4688352.6869,450450.1563,
NA,NA,9347,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-12,40,2.5,1,None,"white surface, looks like mortar; Bara:road leading SE of the mound",2699.0282063275,2699.0282063275,178.510833740234,2.07637598166133,170.57218984228,0.83045768737793,0.32490348815918,2.49009704589844,84.36,Certain,43946.9213080197,10001397,Botevo,NA,4687437.3449,450278.996,,
NA,NA,9350,Survey,Burial Mound,Pasture,Scrub,2010-11-12,35,4.5,4,Looting,"pedoturbation from all sides, partially taken",2228.76170660791,2228.76170660791,173.580352783203,4.39259614708211,263.86148196565,1.38700485229492,0.0186958312988281,4.34344482421875,2.55,Certain,42994.0756811859,10001400,General Inzovo,NA,4686654.5671,450855.7851,,
NA,NA,9352,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-12,30,1.5,5,Agriculture,"soil marks on the surface, lighter spot; Bara:soil mark on the top",1114.02053047166,1114.02053047166,179.923522949219,2.48732480520211,90.6448823481836,0.750127792358398,0.00584220886230469,2.0281982421875,13.62,Certain,42058.4572584341,10001298,General Inzovo,NA,4686129.208,451968.164,,
NA,NA,9353,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-12,15,0,5,Agriculture,"whitegray spot on the surface, small stones in; Bara:soil mark on the top",1145.5023197283,1145.5023197283,180.937622070313,1.37848773480046,72.5374733128009,0.506381988525391,0.470939636230469,1.07647705078125,85.2,Uncertain,42086.0541107451,NA,NA,NA,4686147.9802,451942.2714,,
NA,NA,9354,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-12,20,0,5,Agriculture,"whitegray spot on the surface, small stones in; Bara:soil mark on the top",1119.09239388762,1119.09239388762,180.872482299805,1.41624461573277,109.301104423037,0.518093109130859,0.430835723876953,1.13916015625,79.21,Uncertain,42038.2444072434,NA,NA,NA,4686098.4604,451948.4209,,
NA,NA,9120,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-10-29,30,0.5,5,Agriculture,entirely ploughed over,608.115592748868,608.115592748868,185.153594970703,1.40733957268989,251.195925508598,0.500036239624023,-0.412786483764648,1.13743591308594,6.14,Certain,38906.9399748754,10001346,Miladinovtsi,NA,4679565.9395,446665.9005,,
NA,NA,9121,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-10-29,30,0.5,5,Agriculture,entirely ploughed over,616.908523040549,616.908523040549,186.137435913086,1.82831177377888,256.140206451436,0.500333786010742,0.0650730133056641,1.85627746582031,51.8,Certain,38868.7637039655,10001347,Miladinovtsi,NA,4679542.2007,446698.6437,,
NA,NA,9122,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-10-29,25,0.5,5,Agriculture,entirely ploughed over,705.092962624578,705.092962624578,186.993835449219,0.542716316179858,58.586716684864,0.191251754760742,0.186628341674805,1,13.45,Certain,38878.5581141579,10001348,Miladinovtsi,NA,4679600.1561,446765.1123,,
NA,NA,9129,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-01,50,0.8,5,Agriculture,some undatable pottery, Bara:entirely ploughed over,679.90384390939,679.90384390939,136.197052001953,7.53138570145088,11.4295193540722,3.18032836914063,0.464298248291016,9.35009765625,2.87,Uncertain,26762.3664650727,NA,NA,NA,4673649.113,462666.2254,
NA,NA,9167,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-04,40,1,4,Agriculture,Modern scatern AC,753.341038418848,753.341038418848,120.929084777832,2.22290952016439,27.7001852786208,0.928280830383301,-0.257857322692871,2.83392333984375,19.13,Uncertain,53285.3600561152,2700068,Yambol,NA,4699646.2977,457374.6385,,
NA,NA,9168,Survey,Burial Mound,Pasture,Pasture,2010-11-04,35,1.7,2,Construction,Necropolis Bezmer, Bara:might be created by a building SE of the mound,29.6754084752075,29.6754084752075,200,1.42019529010185,8.18446073301847,0.679021835327148,0.281641006469727,2.91337585449219,5.73,Uncertain,58466.5412033968,2700139,Bezmer,NA,4703255.3579,450909.0455,
NA,NA,9169,Survey,Burial Mound,Pasture,Pasture,2010-11-04,40,2.5,2,Construction,Necropolis Bezmer,37.8213571371451,37.8213571371451,201.104766845703,1.74604437394255,261.984752317794,0.962818145751953,0.769279479980469,2.32687377929688,50.55,Certain,58406.2360709423,2700138,Bezmer,NA,4703196.9127,450924.2993,,
NA,NA,9172,Survey,Burial Mound,Pasture,Scrub,2010-11-04,30,3,5,Agriculture,Necropolis Bezmer,418.633175611643,418.633175611643,188.153472900391,1.30431627027748,112.457923916796,0.414884567260742,-0.0110378265380859,1.84672546386719,63.41,Certain,57943.0334042819,2700135,Bezmer,NA,4702839.5909,451327.3087,,
NA,NA,9173,Survey,Burial Mound,Pasture,Scrub,2010-11-04,25,2.5,2,Agriculture,Necropolis Bezmer,441.182293261888,441.182293261888,186.15771484375,2.81263408042922,76.1205278196051,0.967020034790039,-0.237794876098633,2.850341796875,1.8,Certain,57982.3005576569,2700136,Bezmer,NA,4702888.8341,451352.6764,,
NA,Already excavated? Lozjanonata mogila?,9357,Legacy verification,Burial Mound,Annual agriculture,Pasture,2010-11-17,40,1,5,Excavation,excavated by D. Agre?? Soil totally moved before 2009, near 6011 (2009 duplicated survey mound site!), Bara:Already excavated?,592.258905481096,592.258905481096,162,1.11429205480787,145.918849124971,0.496744155883789,0.496744155883789,1.65106201171875,33.81,Certain,31526.0556763059,2700289,Boyanovo,Excavated by Daniela Agre EBA,4679132.126,468116.6629
NA,totally newly dag,9362,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-17,40,2.5,5,Excavation,"human bones around; Bara:excavated by Daniela Agre, bones still sticking out of the profile",1610.57463337969,1610.57463337969,183,0.0604253523801406,359.098893634025,0.279417037963867,0.279417037963867,0.8067626953125,39.07,Certain,31462.1259690257,10001464,Boyanovo,NA,4678917.6109,472031.1318,,
NA,NA,9363,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-17,25,1.5,1,None,NA,111.138367751726,111.138367751726,184.113861083984,3.03751442712888,342.18356470391,1.20998001098633,0.612003326416016,4.13346862792969,62.23,Certain,32922.3227517549,10001465,Stroyno,NA,4680260.3238,473128.6793,,
NA,NA,9364,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-17,35,2,1,None,NA,226.163586233769,226.163586233769,187,0.902978746755178,37.57959885947,0.478883743286133,0.478883743286133,0.95281982421875,53.05,Certain,32810.5407930652,10001466,Stroyno,NA,4680153.6194,473082.3978,,
NA,NA,9366,Survey,Burial Mound,Pasture,Pasture,2010-11-18,25,1,1,None,NA,2980.44719664036,2980.44719664036,191.256973266602,3.21160956494494,38.1959701568253,1.23273277282715,0.0511264801025391,4.02642822265625,79.06,Certain,25698.0482360711,10001277,Popovo,NA,4673150.5996,474637.8491,,
NA,NA,9373,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-18,30,1,4,Agriculture,NA,964.194162780321,964.194162780321,236.766143798828,1.67615954554424,141.477499275781,0.64177131652832,-0.158018112182617,2,6.43,Certain,29049.3094033499,10001258,Zhrebino,NA,4677266.0051,477276.1157,,
NA,NA,9376,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-18,20,0.5,5,Agriculture,NA,2415.44553046333,2415.44553046333,261.695190429688,1.29428153476711,167.997067160126,0.551853179931641,0.303974151611328,1.52569580078125,89.21,Uncertain,30621.7235918698,10001259,Zhrebino,NA,4678939.8091,477733.9835,,
NA,NA,9380,Survey,Burial Mound,Pasture,Scrub,2010-11-18,30,4,1,Looting,NA,1550.81073320396,1550.81073320396,173.45051574707,3.39611964136075,171.959371675399,1.4017162322998,0.443098068237305,4.221923828125,32.25,Certain,27981.9047312001,10001524,Kirilovo,Excavated by Daniela Agre,4675563.0052,470243.9228,,
NA,NA,9381,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-18,45,5,1,Bioturbation,pedoturbation on the top,1554.8654508829,1554.8654508829,175,1.14639084188877,290.8099160453,0.530105590820313,0.316814422607422,2.21461486816406,92,Certain,28018.6719377575,10001525,Kirilovo,Excavated by Daniela Agre,4675600.8199,470223.3855,,
NA,NA,9379,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-18,35,1.5,1,Agriculture,NA,2677.62631063226,2677.62631063226,163.763153076172,5.45241733483224,142.493955625131,2.07550239562988,-0.301599502563477,6.99322509765625,12.14,Certain,28443.9009051147,10001523,Kirilovo,NA,4675879.6635,472055.119,,
NA,NA,9383,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-18,30,1.5,2,Agriculture,NA,1233.9392562465,1233.9392562465,171.156799316406,3.06838914087313,97.5172782251303,0.936433792114258,0.0421085357666016,3.00474548339844,50.36,Certain,27831.414553062,10001527,Kirilovo,NA,4675425.1533,469954.6332,,
NA,NA,9386,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-18,20,1,2,Agriculture,NA,667.80118803064,667.80118803064,184.295288085938,2.82451303870345,353.497163757622,1.3050708770752,0.645994186401367,3.77262878417969,32.26,Certain,27711.2375590535,10001530,Kirilovo,NA,4675323.2946,469270.8269,,
NA,NA,9389,Survey,Burial Mound,Annual agriculture,Scrub,2010-11-18,15,1.5,5,NA,NA,374.819904515496,374.819904515496,161.347244262695,2.60294757078439,301.654047168729,0.832460403442383,-0.0483417510986328,3.32591247558594,28.36,Certain,28003.1607521152,10001533,Kirilovo,NA,4675589.5204,467600.7842,,
NA,NA,9390,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-18,35,1,5,Agriculture,NA,425.643469805515,425.643469805515,160.654388427734,1.58650529731539,343.739250381176,0.64752197265625,0.180732727050781,1.9971923828125,64.75,Certain,28056.4653951417,10001534,Kirilovo,NA,4675643.7998,467621.3223,,
NA,NA,9391,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-18,20,0.5,5,Agriculture,NA,527.439991269018,527.439991269018,157.998229980469,2.52545172694026,334.352471315037,1.14444541931152,0.810380935668945,3.32743835449219,74.46,Uncertain,28150.6033663118,10001535,Kirilovo,NA,4675734.7544,467549.4388,,
NA,NA,9392,Survey,Burial Mound,Pasture,Pasture,2010-11-18,15,1,1,Agriculture,NA,566.506458466595,566.506458466595,151.953384399414,5.35391259207257,7.49072679717775,2.21623611450195,0.500556945800781,6.35743713378906,38.13,Certain,28200.245296697,10001536,Kirilovo,NA,4675790.5008,467685.8708,,
NA,NA,9443,Legacy verification,Burial Mound,Forest,Scrub,2010-11-17,25,2,3,Looting,Road taken part of the western side,1787.43235665215,1787.43235665215,183.033004760742,3.08852360627271,343.814614089479,1.30952262878418,0.629659652709961,4.39962768554688,3.96,Certain,24909.1877770564,10001394,Izgrev,NA,4671012.1913,460320.6788,,
NA,NA,9444,Legacy verification,Burial Mound,Pasture,Scrub,2010-11-17,40,2,2,Looting,Mounde in line with nr 9442 & 9444,1834.08560115613,1834.08560115613,181.11296081543,4.75534283361658,26.9507814850857,1.96453857421875,1.01615524291992,6.20231628417969,37.41,Certain,24953.7093764986,10001395,Izgrev,NA,4671060.1137,460322.131,,
NA,NA,9447,Survey,Burial Mound,Annual agriculture,Scrub,2010-11-17,25,0.5,5,Agriculture,"Over plouhed, RT, animal holes",2995.25140765472,2995.25140765472,178.072998046875,4.88593027909237,51.2183505704803,2.1260814666748,1.08965873718262,6.37901306152344,79.35,Certain,26624.4504696562,10001481,Izgrev,NA,4672780.8638,460175.5558,,
NA,NA,9449,Survey,Burial Mound,Pasture,Scrub,2010-11-17,20,2,1,Construction (military activity),In between nr 9448 and 9450. 80% of the mound destroyed by RT. Several other ditches in the scrub -possible mounds??, Bara:military embankment,1680.66436591979,1680.66436591979,171.567855834961,2.64678094462903,117.178610484179,0.982961654663086,-0.0769214630126953,3.61526489257813,60,Uncertain,29070.6073997429,10001390,Dryanovo,NA,4675285.9984,459955.3999,
NA,NA,9451,Survey,Burial Mound,Pasture,Scrub,2010-11-17,20,1,5,Looting,Between two dirtroads,567.904444768342,567.904444768342,187.304260253906,5.85563178851267,242.977411259491,1.95808982849121,0.374547958374023,7.49609375,78.42,Certain,30205.1696763389,10001392,Dryanovo,NA,4676409.9682,459745.4514,,
NA,Mound,6000,survey,Burial Mound,Annual agriculture,Scrub,2009-10-12,30,2.5,1,Post-depositional,NA,1682.32191017252,1682.32191017252,163.762771606445,5.11591718407462,290.507092167407,1.68036842346191,0.0802974700927734,5.79338073730469,89.82,Certain,34238.4650763915,2700280,Karavelovo,NA,4681853.4651,468865.2505,,
NA,Mound,6001,survey,Burial Mound,Annual agriculture,Annual agriculture,2009-10-12,15,0.5,1,Agriculture,NA,1578.11388256718,1578.11388256718,162.876159667969,1.43523013155521,7.85644245548418,0.609569549560547,-0.0457420349121094,1.87757873535156,55.43,Certain,34336.4458229579,2700281,Karavelovo,NA,4681951.3902,468928.8106,,
NA,Mound,6004,survey,Burial Mound,Forest,Forest,2009-10-13,12,0.5,5,Looting,NA,2282.13407018747,2282.13407018747,154.981567382813,5.11487659804338,254.016581095106,1.66896820068359,0.571353912353516,5.19256591796875,82.01,Certain,33886.3315580485,2700286,Karavelovo,NA,4681490.9333,468027.5562,,
NA,Mound,6013,survey,Burial Mound,Annual agriculture,Annual agriculture,2009-10-28,8,1,1,Agriculture,NA,1012.13646181472,1012.13646181472,143.256652832031,2.44015005210141,203.122818294723,1.06271171569824,0.61607551574707,3.00312805175781,75.18,Certain,30298.8000990671,2700291,Boyanovo,NA,4677892.0964,467720.3545,,
NA,Mound,6020,survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,2009-11-05,30,0.5,5,Agriculture,NA,2162.77764620898,2162.77764620898,131.781509399414,4.38645836957665,356.01603848472,1.84484100341797,0.666404724121094,5.38360595703125,25.27,Certain,33157.5393082845,2790005,Karavelovo,NA,4680734.3649,467276.3447,,
NA,Mound,6023,survey,Extinct Burial Mound,Annual agriculture,Scrub,2009-11-07,17,0.5,5,Looting | Agriculture,20200505 > added CRM on basis of photo,1528.38409739708,1528.38409739708,191.467620849609,1.24494148261792,271.152113267772,0.378856658935547,-0.0323944091796875,1.01972961425781,65.34,Certain,34719.0371765682,2790008,Stroyno,NA,4682477.3703,474518.7522,,
NA,Mound,6024,survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,2009-11-07,20,0.3,5,Agriculture,20200505 > added CRM on basis of photo,1539.62086582577,1539.62086582577,194.469711303711,1.51477055894491,148.820771152333,0.631172180175781,0.240455627441406,2.00846862792969,88.09,Certain,34631.4412449327,2790009,Stroyno,NA,4682420.1391,474657.824,,
NA,Mound,7001,survey,Burial Mound,Annual agriculture,Scrub,2009-10-12,20,1.5,1,Post-depositional,"no photo, clear in Quickbird sat img",2177.23156951917,2177.23156951917,142.845901489258,6.31178057199531,164.528259700294,2.63154029846191,0.556066513061523,7.70484924316406,66.55,Certain,33234.2144502309,10010059,Karavelovo,NA,4680826.3169,467633.5007,,
NA,Mound,7002,survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,2009-10-12,10,0.5,5,Agriculture,no photo,1662.31035977241,1662.31035977241,165.643157958984,4.46793150517047,301.565426227797,1.56819725036621,0.286237716674805,5.39263916015625,28.52,Certain,34255.0865132603,2790015,Karavelovo,NA,4681870.0745,468895.7372,,
NA,Mound,7003,survey,Burial Mound,Scrub,Scrub,2009-10-12,30,5,2,Post-depositional,forefront on the right in 7003_6000_6002from 8004,1482.19133302378,1482.19133302378,160.620635986328,2.15612441387328,335.678220381699,0.866416931152344,0.423622131347656,3.52523803710938,61.73,Certain,34428.9599193448,2790016,Karavelovo,NA,4682043.7824,468977.5502,,
NA,Mound,7006,survey,Burial Mound,Annual agriculture,Annual agriculture,2009-10-22,20,1,5,Agriculture,NA,2171.84930151254,2171.84930151254,192.652938842773,2.3401410201127,118.559433585931,0.795331954956055,0.12120246887207,2.70707702636719,46.76,Certain,34946.5193179876,2790019,Stroyno,NA,4682424.3106,471960.6906,,
NA,Mound,7010,survey,Burial Mound,Annual agriculture,Annual agriculture,2009-11-02,35,1.5,2,Agriculture,unrobbed,1227.50814649436,1227.50814649436,196.43733215332,2.82841750849322,337.909290813396,1.1595630645752,-0.173871994018555,3.35765075683594,62.82,Certain,36059.7064374166,2790022,Robovo,NA,4683865.8835,474571.582,,
NA,Mound,7014,survey,Burial Mound,Annual agriculture,Annual agriculture,2009-11-02,35,0.7,5,Agriculture,"plowed over, hard to notice; no photo",1176.83362190745,1176.83362190745,195.110244750977,1.0687852522746,2.02518286730267,0.436319351196289,-0.298891067504883,1.34918212890625,14.91,Certain,36115.7229927975,2790026,Robovo,NA,4683912.338,474523.1965,,
NA,Mound,7015,survey,Burial Mound,Annual agriculture,Pasture,2009-11-05,18,1,3,Post-depositional,road seems to go over it,2128.80472568756,2128.80472568756,132.793487548828,3.63269948353966,281.365855250917,1.60199546813965,1.05359840393066,3.96578979492188,28.06,Certain,33129.1155157493,10010058,Karavelovo,NA,4680704.4378,467246.0418,,
NA,Mound,7017,survey,Burial Mound,Annual agriculture,Annual agriculture,2009-11-07,45,1,3,Agriculture,"no external damage, but the mound is ploughed in to be hardly noticeable",1550.556314721,1550.556314721,212,1.42287270715829,250.672077774216,0.456211090087891,0.152931213378906,1.8890380859375,23.83,Certain,36057.4140031393,2790028,Robovo,NA,4684642.3096,476838.9025,,
