TopoID,TopoNote,TRAP,Source,Type,LanduseAround,LanduseOnTop,Date,DiameterMax_m,HeightMax_m,Condition,PrincipalSourceOfImpact,AllNotes,DistTown_m,DistTownBoundary_m,ElevAster_m,SlopeAster_degrees,AspectAster,TRI,TPI,Roughness,Prominence_at250m,TypeCertainty,DistBG_m,AKB,AKBArea,AKBNotes,X,Y,,
200168,NA,9086,Legacy verification,Burial Mound,Annual agriculture,Scrub,2010-10-26,15,2,5,Agriculture,well 1 x 1 x 1 in the middle, Bara:succumbs to agriculture,410.339996233604,410.339996233604,141.893676757813,2.63214549396499,292.190477238183,0.856281280517578,0.0235481262207031,3.03317260742188,93.14,Certain,54530.5273583008,10000905,Bolyarsko,NA,4698052.7742,448139.9492,
200172,NA,9174,Legacy verification,Burial Mound,Annual agriculture,Scrub,2010-11-04,35,2.5,3,Agriculture,Necropolis Bezmer,498.831709014123,498.831709014123,184.133743286133,2.74234781515315,71.2689191964016,0.895051956176758,-0.379621505737305,2.97959899902344,83.27,Certain,57954.5635915754,2700133,Bezmer,NA,4702877.9456,451410.2142,,
200173,NA,9171,Legacy verification,Burial Mound,Pasture,Scrub,2010-11-04,40,2,4,Agriculture,"Necropolis, Bezmer",313.471978097037,313.471978097037,191.208480834961,2.10976870431511,127.072927850961,0.682638168334961,-0.316350936889648,3.01625061035156,69.6,Certain,58070.8210791954,2700134,Bezmer,NA,4702941.2102,451225.2364,,
200174,NA,9170,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-04,50,0.8,5,Agriculture,"Ploughed over at some point. Necropolis, Bezmer",80.4684401677121,80.4684401677121,200.92366027832,1.32780695650367,190.174617707715,0.55377197265625,0.284980773925781,1.76144409179688,93.14,Certain,58280.8553449358,2700137,Bezmer,NA,4703083.4423,450980.9406,,
200175,NA,9175,Legacy verification,Burial Mound,Annual agriculture,Scrub,2010-11-04,40,5,1,Agriculture,"Necropolis, Bezmer",74.532149878835,74.532149878835,198.243103027344,4.68001858895872,87.9598909409862,1.52115631103516,-0.416812896728516,4.8863525390625,96.03,Certain,59003.6182883898,2700132,Bezmer,NA,4703804.8661,450863.4715,,
200177,NA,9177,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-04,45,1.7,4,Looting,"robers trench 4x3x1.5 and 1/4 of mound taken by fencing, also a marker on top.; Bara:fence on W, marker on top",596.764018248206,596.764018248206,230.976470947266,3.80758020915755,212.804673667845,1.50868797302246,0.374822616577148,4.91494750976563,75.09,Certain,59930.6971393611,10001442,Bezmer,NA,4704401.7317,449710.8847,,
200178,NA,9180,Legacy verification,Burial Mound,Pasture,Scrub,2010-11-04,40,3,2,Agriculture,NA,345.821707433599,345.821707433599,197.354721069336,2.64728847576222,174.408009221063,1.05771064758301,-0.145746231079102,3.00213623046875,61.01,Certain,59394.4299786971,2700141,Bezmer,NA,4704691.2029,452435.1286,,
200179,NA,9179,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-04,50,5,2,Looting,"soil partly removed from the Western part, bioturbation; Bara:taken by excavator",276.417995761607,276.417995761607,194.436706542969,1.93264032263066,119.045102400326,0.609100341796875,0.0454902648925781,2.16390991210938,6.09,Certain,59297.9673014857,2700140,Bezmer,NA,4704611.0462,452505.4395,,
200181,NA,9181,Legacy verification,Burial Mound,Pasture,Scrub,2010-11-04,60,4,2,Anthropogenic,"upper part leveled, lot of nut trees growing on the mound; Bara:upper part levelled",142.699672498997,142.699672498997,150.042617797852,2.96715976841986,131.837917285232,1.09692764282227,0.134654998779297,3.88023376464844,73.09,Certain,58470.3954429801,10007988,Yambol,Geophysical research in 2023,4704824.5349,456789.8723,,
200183,NA,9178,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-11-04,50,0.4,5,Agriculture,totally ploughed,2387.97129713783,2387.97129713783,160,0.284656330305479,233.939463866701,0.0912246704101563,0.0912246704101563,0.583816528320313,14.86,Certain,56012.905207886,2700142,Bezmer,NA,4701374.2753,453138.4639,,
200192,NA,9356,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-12,20,0.5,4,Agriculture,0, Bara:geodetic point on top,868.657633581368,868.657633581368,154.314804077148,1.39023644849329,273.511170470877,0.426458358764648,-0.188074111938477,1.32972717285156,30.32,Certain,47794.2934283008,10001229,Roza,NA,4692564.7747,452624.6711,
200219,NA,9301,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-11-05,25,0.5,5,Agriculture,NA,2370.53121175602,2370.53121175602,162.829528808594,2.45444394268497,128.176641067049,0.89971923828125,0.313739776611328,3.18055725097656,5.47,Certain,63887.4853582568,10001251,Zimnitsa,NA,4711422.5596,465672.2654,,
200226,NA,9222,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-04,20,2,3,Looting,excavated 2018,2238.01168458742,2238.01168458742,168.075241088867,2.50881467072955,265.250017142126,0.876941680908203,0.377521514892578,2.633544921875,53.82,Certain,59469.7842458017,2700226,Mogila,second TRAP number 8349,4706913.7014,464359.2803,,
200227,NA,9225,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-04,15,1,2,None,NA,2220.15594942369,2220.15594942369,167.312393188477,4.36064792014889,336.519543306118,1.7791805267334,0.13459587097168,5.73770141601563,68.59,Certain,59520.659179749,10007352,Mogila,second TRAP number 8347,4706967.8992,464401.2963,,
200228,NA,9226,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-04,20,1.5,3,Looting,NA,2148.96619944385,2148.96619944385,163.020874023438,3.01443263923549,285.69281141384,0.961931228637695,0.393926620483398,3.35658264160156,93.91,Certain,59497.7532123771,10007350,Mogila,second TRAP number 8350,4706931.7845,464229.9742,,
200230,NA,9220,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-04,30,3,1,Construction,NA,1297.58878114452,1297.58878114452,185,0.804347097384636,214.775841228701,0.298831939697266,0.298831939697266,1.210205078125,87.1,Certain,58884.2086696949,2700221,Mogila,second TRAP number 8357,4706384.6865,465196.2761,,
200233,NA,9259,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-07,30,2,5,Construction (military activity),"RT S side. S side also military structure, tank hide out, soil taken from mound?",1113.56218170225,1113.56218170225,160.762268066406,3.03664143145105,187.814456734202,1.29895782470703,1.13328170776367,3.31597900390625,67.88,Certain,59024.4857768895,10008487,Yambol,NA,4706178.78,461506.6973,,
200234,NA,9258,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-07,20,2.5,5,Agriculture,"Over ploughed, road crossing",1258.26579808378,1258.26579808378,147.951690673828,1.93962235697246,343.550553597183,0.806890487670898,0.168458938598633,2.4495849609375,58.12,Certain,58661.9276376608,2700067,Yambol,second TRAP number 8352,4705892.3787,462161.0841,,
