"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact","TopoID","Note","X","Y","geometry"
"267",9235,"Legacy verification","Burial Mound","Forest","Scrub",2010-11-05,"35",40,"3.5","5","Looting",200340,NA,451034.6874,4677038.8819,c(451034.6874, 4677038.8819)
"268",9236,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"30",30,"2","5","Looting",200371,NA,451466.9581,4677848.4892,c(451466.9581, 4677848.4892)
"269",9237,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"15",15,"1.5","4","Looting",0,NA,451632.0545,4677932.4658,c(451632.0545, 4677932.4658)
"270",9238,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"25",25,"2","4","Looting",0,NA,451616.6274,4677973.0178,c(451616.6274, 4677973.0178)
"271",9239,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"20",20,"1.5","4","Looting",200373,NA,451620.5985,4677994.8924,c(451620.5985, 4677994.8924)
"272",9240,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"35",35,"3","4","Looting",200372,NA,451624.8129,4677881.9152,c(451624.8129, 4677881.9152)
"273",9241,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"15",15,"0.5","4","Looting",0,NA,451612.339,4677851.223,c(451612.339, 4677851.223)
"274",9243,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"25",25,"2","5","Looting",0,NA,451589.9933,4677827.5749,c(451589.9933, 4677827.5749)
"275",9244,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"20",15,"0.5","5","Looting",0,NA,451609.6551,4677804.5663,c(451609.6551, 4677804.5663)
"276",9245,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"30",30,"3","4","Construction",200374,NA,451563.6973,4677769.7651,c(451563.6973, 4677769.7651)
"277",9246,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"20",20,"2","4","Looting",0,NA,451601.2884,4677720.0621,c(451601.2884, 4677720.0621)
"278",9247,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"35",35,"4","2","Looting",200375,NA,455693.1595,4677951.7021,c(455693.1595, 4677951.7021)
"279",9248,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-06,"20",30,"2.5","2","Construction",200395,NA,458005.7075,4676705.0036,c(458005.7075, 4676705.0036)
"280",9249,"Survey","Burial Mound","Annual agriculture","Pasture",2010-11-06,"15",15,"2","3","Looting",0,NA,457930.47,4676658.8689,c(457930.47, 4676658.8689)
"281",9250,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-06,"30",30,"3","2","Looting",200379,NA,457680.2118,4675548.8753,c(457680.2118, 4675548.8753)
"282",9251,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-06,"30",30,"2","4","Looting",200394,NA,457956.2064,4675037.1215,c(457956.2064, 4675037.1215)
"283",9252,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-06,"30",30,"3","4","Looting",200381,NA,453982.479,4675579.5811,c(453982.479, 4675579.5811)
"284",9253,"Survey","Burial Mound","Forest","Scrub",2010-11-06,"25",25,"3","5","Looting",0,NA,453961.9039,4675595.8439,c(453961.9039, 4675595.8439)
"285",9254,"Survey","Burial Mound","Forest","Scrub",2010-11-06,"20",20,"0.5","5","Looting",0,NA,454013.6205,4675579.862,c(454013.6205, 4675579.862)
"286",9255,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-06,"25",25,"1.7","5","Agriculture",200380,NA,455537.9975,4675119.4254,c(455537.9975, 4675119.4254)
"287",9256,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-06,"35",35,"1","5","Agriculture",200383,NA,454826.6418,4673713.5138,c(454826.6418, 4673713.5138)
"288",9257,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-07,"30",30,"2.5","3","Looting",200236,NA,462153.1007,4705829.4172,c(462153.1007, 4705829.4172)
"289",9258,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",20,"2.5","5","Agriculture",200234,NA,462161.0841,4705892.3787,c(462161.0841, 4705892.3787)
"290",9259,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"2","5","Construction (military activity)",200233,NA,461506.6973,4706178.78,c(461506.6973, 4706178.78)
"291",9261,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"35",40,"3","4","Looting",200301,NA,474778.7204,4708820.5592,c(474778.7204, 4708820.5592)
"292",9262,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1.5","5","Agriculture",0,NA,474936.1054,4708937.2166,c(474936.1054, 4708937.2166)
"293",9263,"Survey","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"3","2","Looting",0,NA,475002.3759,4708928.8632,c(475002.3759, 4708928.8632)
"294",9264,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2.5","3","Looting",200302,NA,475014.0497,4708850.6315,c(475014.0497, 4708850.6315)
"295",9265,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2.5","2","Looting",200303,NA,475058.2505,4708760.2832,c(475058.2505, 4708760.2832)
"296",9266,"Survey","Burial Mound","Pasture","Pasture",NA,"30",30,"2","2","Looting",0,NA,475196.3196,4708967.8498,c(475196.3196, 4708967.8498)
"297",9270,"Survey","Burial Mound","Pasture","Pasture",NA,"20",20,"1.5","2","Agriculture",0,NA,475274.8625,4708883.2012,c(475274.8625, 4708883.2012)
"298",9271,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"20",20,"1","5","Agriculture",200304,NA,475282.7826,4708853.7906,c(475282.7826, 4708853.7906)
"299",9272,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",25,"2.5","4","Looting",200305,NA,475361.6477,4708495.6173,c(475361.6477, 4708495.6173)
"300",9273,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"25",25,"2.5","3","Looting",200300,NA,475421.7788,4709438.1522,c(475421.7788, 4709438.1522)
"301",9274,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"45",45,"5","1","None",200292,"Mondadžiskata mogila",473246.0381,4712041.0437,c(473246.0381, 4712041.0437)
"302",9276,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",25,"0.7","5","Agriculture",200291,NA,473069.4105,4712100.0314,c(473069.4105, 4712100.0314)
"303",9277,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",25,"1.2","5","Agriculture",0,NA,473162.6317,4712004.7679,c(473162.6317, 4712004.7679)
"304",9279,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"2","5","Agriculture",200296,NA,473602.8206,4710929.145,c(473602.8206, 4710929.145)
"305",9280,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"5","2","None",200298,NA,473243.164,4710057.8629,c(473243.164, 4710057.8629)
"306",9281,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",40,"4","2","Looting",200299,NA,473262.9145,4709991.4985,c(473262.9145, 4709991.4985)
"307",9282,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",14,"0.5","5","Agriculture",200341,NA,449617.0458,4679513.832,c(449617.0458, 4679513.832)
"308",9283,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"2","5","Agriculture",200345,NA,449069.8251,4680394.1501,c(449069.8251, 4680394.1501)
"309",9284,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1.5","5","Agriculture",0,NA,449124.3539,4680421.362,c(449124.3539, 4680421.362)
"310",9286,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",30,"7","2","Looting",200939,"geodetic point on top",449470.5448,4680656.9769,c(449470.5448, 4680656.9769)
"311",9287,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2.5","2","Looting",200366,NA,452707.4895,4682109.5103,c(452707.4895, 4682109.5103)
"312",9291,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"35",35,"2.5","3","Looting",200348,NA,449895.8407,4681424.5167,c(449895.8407, 4681424.5167)
"313",9292,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",15,"0.5","5","Agriculture",200349,NA,450214.5602,4681904.7437,c(450214.5602, 4681904.7437)
"314",9293,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1","5","Agriculture",200350,NA,449147.3463,4682392.3609,c(449147.3463, 4682392.3609)
"315",9300,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-05,"40",40,"0.4","5","Agriculture",200247,NA,468705.6184,4711592.8992,c(468705.6184, 4711592.8992)
"316",9301,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-05,"25",25,"0.5","5","Agriculture",200219,NA,465672.2654,4711422.5596,c(465672.2654, 4711422.5596)
"317",9302,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-06,"20",10,"0.5","5",NA,200108,NA,440167.0454,4703312.1771,c(440167.0454, 4703312.1771)
"318",9303,NA,"Extinct Burial Mound","Annual agriculture","Pasture",2010-11-06,"30",20,"1","4",NA,200107,NA,440057.3858,4703934.8237,c(440057.3858, 4703934.8237)
"319",9304,NA,"Extinct Burial Mound","Pasture","Pasture",2010-11-06,"35",25,"1.5","2",NA,200101,NA,440003.1924,4704618.4277,c(440003.1924, 4704618.4277)
"320",9305,NA,"Burial Mound","Scrub","Scrub",2010-11-06,"25",25,"1.8","3",NA,200013,"Diadopetkova mogila",441126.6561,4710087.374,c(441126.6561, 4710087.374)
"321",9306,NA,"Burial Mound","Scrub","Scrub",2010-11-06,"30",30,"2.5","3",NA,200880,NA,443326.0735,4708519.4946,c(443326.0735, 4708519.4946)
"322",9307,NA,"Burial Mound","Annual agriculture","Scrub",2010-11-06,"30",30,"3.1","1",NA,200028,NA,446761.3087,4709426.8264,c(446761.3087, 4709426.8264)
"323",9308,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-06,"45",45,"4.5","1",NA,200033,NA,448231.6588,4715373.4089,c(448231.6588, 4715373.4089)
"324",9309,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-06,"50",50,"5","2",NA,200032,NA,447867.7863,4715145.4814,c(447867.7863, 4715145.4814)
"325",9310,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-06,"60",60,"5","3",NA,200031,NA,447757.9882,4715155.59,c(447757.9882, 4715155.59)
"326",9311,NA,"Burial Mound","Scrub","Pasture",2010-11-06,"30",30,"3","4",NA,200038,NA,448478.9527,4716579.9206,c(448478.9527, 4716579.9206)
"327",9312,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-06,"40",35,"4","3",NA,200037,NA,447973.0195,4716468.2175,c(447973.0195, 4716468.2175)
"328",9313,NA,"Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-06,"30",30,"0.5","5",NA,200036,NA,447576.2412,4716169.2107,c(447576.2412, 4716169.2107)
"329",9314,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"30",30,"2","5","Looting",200022,NA,453591.2748,4706446.6945,c(453591.2748, 4706446.6945)
"330",9315,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"20",20,"1","2","Looting",200023,NA,453884.8248,4706455.1565,c(453884.8248, 4706455.1565)
"331",9316,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"2","2","Looting",200881,NA,453563.0205,4706659.7009,c(453563.0205, 4706659.7009)
"332",9317,"Survey","Burial Mound","Pasture","Pasture",NA,"20",20,"1.5","1","Construction",0,NA,453784.015,4707032.5299,c(453784.015, 4707032.5299)
"333",9319,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"15",15,"1","3","Agriculture",200026,NA,454360.7674,4708632.5212,c(454360.7674, 4708632.5212)
"334",9320,"Legacy verification","Extinct Burial Mound","Annual agriculture","Pasture",NA,"30",15,"0.5","4","Construction",200030,NA,450650.7357,4711260.4318,c(450650.7357, 4711260.4318)
"335",9321,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",40,"4","3","Looting",200930,NA,452293.2096,4709358.9383,c(452293.2096, 4709358.9383)
"336",9322,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",40,"4","1","Looting",200929,"Azmashka mogila",451823.1931,4709665.9795,c(451823.1931, 4709665.9795)
"337",9323,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"0.4","5","Agriculture",200094,NA,457691.1375,4708198.8668,c(457691.1375, 4708198.8668)
"338",9324,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"1.8","3","Agriculture",200100,NA,458343.1502,4707849.2077,c(458343.1502, 4707849.2077)
"339",9325,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",NA,"10",10,"0.5","5","Looting",200089,NA,457983.105,4709902.0102,c(457983.105, 4709902.0102)
"340",9326,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"25",25,"3","1","Looting",200090,NA,458325.457,4709905.2659,c(458325.457, 4709905.2659)
"341",9332,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-11,"40",40,"4","5","Looting",200320,NA,440891.5458,4675606.4448,c(440891.5458, 4675606.4448)
"342",9334,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-11,"40",20,"1.9","4","Agriculture",200317,"also TRAP ID 7026",442827.3811,4677041.7044,c(442827.3811, 4677041.7044)
"343",9336,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-11,"30",40,"0.8","5","Agriculture",0,NA,443513.2004,4677091.1016,c(443513.2004, 4677091.1016)
"344",9337,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-11,"40",30,"0.5","5","Agriculture",200314,NA,439275.541,4681831.5141,c(439275.541, 4681831.5141)
"345",9340,"Legacy verification","Burial Mound","Forest","Scrub",2010-11-11,"20",20,"1","5","Bioturbation (forest)",200135,NA,439961.7278,4688732.996,c(439961.7278, 4688732.996)
"346",9341,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-11,"40",40,"4","4","Looting",200131,NA,440595.1842,4689097.2238,c(440595.1842, 4689097.2238)
"347",9342,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",30,"1.7","4","Agriculture",200152,NA,450202.4913,4689234.8043,c(450202.4913, 4689234.8043)
"348",9343,"Survey","Burial Mound","Pasture","Pasture",2010-11-12,"30",30,"1.5","4","Agriculture",0,NA,450274.7841,4689135.8845,c(450274.7841, 4689135.8845)
"349",9344,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"30",30,"1.5","2","Looting",200151,NA,450361.4002,4689141.6257,c(450361.4002, 4689141.6257)
"350",9345,"Survey","Burial Mound","Pasture","Pasture",2010-11-12,"10",10,"1.5","4","Looting",0,NA,450450.1563,4688352.6869,c(450450.1563, 4688352.6869)
"351",9346,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"40",50,"2","3","Agriculture",200150,NA,450640.4538,4688313.3684,c(450640.4538, 4688313.3684)
"352",9347,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",40,"2.5","1","None",0,NA,450278.996,4687437.3449,c(450278.996, 4687437.3449)
"353",9348,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"30",30,"1.7","1","None",200896,NA,450207.4535,4687511.6339,c(450207.4535, 4687511.6339)
"354",9349,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",40,"2.5","2","Looting",200149,NA,450139.4857,4687620.7378,c(450139.4857, 4687620.7378)
"355",9350,"Survey","Burial Mound","Pasture","Scrub",2010-11-12,"35",35,"4.5","4","Looting",0,NA,450855.7851,4686654.5671,c(450855.7851, 4686654.5671)
"356",9351,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",50,"3","2","Looting",200353,NA,451160.1775,4686553.82,c(451160.1775, 4686553.82)
"357",9352,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"30",35,"1.5","5","Agriculture",0,NA,451968.164,4686129.208,c(451968.164, 4686129.208)
"358",9355,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"30",25,"1","4","Agriculture",200160,NA,450064.2518,4692524.4266,c(450064.2518, 4692524.4266)
"359",9356,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"20",30,"0.5","4","Agriculture",200192,NA,452624.6711,4692564.7747,c(452624.6711, 4692564.7747)
"360",9357,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-17,"40",40,"1","5","Excavation",0,"Already excavated? Lozjanonata mogila?",468116.6629,4679132.126,c(468116.6629, 4679132.126)
"361",9358,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-17,"35",35,"2","4","Looting",200899,NA,467949.4536,4678681.7852,c(467949.4536, 4678681.7852)
"362",9359,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-17,"30",30,"2","2","Looting",200610,NA,469259.2186,4677461.7867,c(469259.2186, 4677461.7867)
"363",9360,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-17,"70",70,"14","4","Excavation",200611,NA,469645.6761,4677737.713,c(469645.6761, 4677737.713)
"364",9362,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-17,"40",40,"2.5","5","Excavation",0,"totally newly dag",472031.1318,4678917.6109,c(472031.1318, 4678917.6109)
"365",9361,"Survey","Burial Mound","Pasture","Pasture",2010-11-17,"35",25,"2","4","Looting",200902,NA,472099.5596,4678950.7853,c(472099.5596, 4678950.7853)
"366",9363,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-17,"25",25,"1.5","1","None",0,NA,473128.6793,4680260.3238,c(473128.6793, 4680260.3238)
"367",9364,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-17,"35",35,"2","1","None",0,NA,473082.3978,4680153.6194,c(473082.3978, 4680153.6194)
"368",9365,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-18,"30",30,"2.5","5","Looting",200669,"Cut by tank shelter",474347.1141,4671481.7799,c(474347.1141, 4671481.7799)
"369",9366,"Survey","Burial Mound","Pasture","Pasture",2010-11-18,"25",25,"1","1","None",0,NA,474637.8491,4673150.5996,c(474637.8491, 4673150.5996)
"370",9367,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",35,"1","2","Agriculture",200667,NA,475710.3449,4673957.3958,c(475710.3449, 4673957.3958)
"371",9369,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",35,"1","3","Agriculture",200679,NA,476030.6156,4674310.4503,c(476030.6156, 4674310.4503)
"372",9370,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",40,"1.6","2","Agriculture",200680,NA,476011.2875,4674860.0038,c(476011.2875, 4674860.0038)
"373",9371,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-18,"40",30,"2","1","None",200681,NA,476014.6505,4674950.7982,c(476014.6505, 4674950.7982)
"374",9372,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2010-11-18,"30",30,"0.5","5","unspecified",200686,NA,477134.6673,4677417.029,c(477134.6673, 4677417.029)
"375",9373,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"30",30,"1","4","Agriculture",0,NA,477276.1157,4677266.0051,c(477276.1157, 4677266.0051)
"376",9374,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"35",35,"3","3","Looting",200688,NA,476715.932,4678835.1137,c(476715.932, 4678835.1137)
"377",9375,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-18,"30",30,"2","5","Looting",200687,NA,477703.0388,4678909.6895,c(477703.0388, 4678909.6895)
"378",9377,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"40",40,"0.5","2","Agriculture",200911,NA,473111.6236,4677116.0503,c(473111.6236, 4677116.0503)
"379",9378,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-18,"30",30,"0.5","1","None",200666,NA,473409.7477,4677507.2844,c(473409.7477, 4677507.2844)
"380",9379,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",25,"1.5","1","Agriculture",0,NA,472055.119,4675879.6635,c(472055.119, 4675879.6635)
"381",9380,"Survey","Burial Mound","Pasture","Scrub",2010-11-18,"30",30,"4","1","Looting",0,NA,470243.9228,4675563.0052,c(470243.9228, 4675563.0052)
"382",9381,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-18,"45",45,"5","1","Bioturbation",0,NA,470223.3855,4675600.8199,c(470223.3855, 4675600.8199)
"383",9382,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"50",50,"6","1","Looting",200609,NA,469821.4182,4675411.694,c(469821.4182, 4675411.694)
"384",9383,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"30",30,"1.5","2","Agriculture",0,NA,469954.6332,4675425.1533,c(469954.6332, 4675425.1533)
"385",9385,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"40",40,"2","1","Looting",200596,NA,468422.1286,4675266.7482,c(468422.1286, 4675266.7482)
"386",9386,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"20",25,"1","2","Agriculture",0,NA,469270.8269,4675323.2946,c(469270.8269, 4675323.2946)
"387",9387,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"25",20,"1.7","1","Looting",200607,NA,469437.4856,4675754.4834,c(469437.4856, 4675754.4834)
"388",9388,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"40",40,"0.5","5","Agriculture",200595,NA,467691.0972,4675462.3051,c(467691.0972, 4675462.3051)
"389",9452,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"25",25,"1.7","1","None",200608,NA,469839.297,4675667.1667,c(469839.297, 4675667.1667)
"390",9389,NA,"Burial Mound","Annual agriculture","Scrub",2010-11-18,"15",15,"1.5","5",NA,0,NA,467600.7842,4675589.5204,c(467600.7842, 4675589.5204)
"391",9390,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",35,"1","5","Agriculture",0,NA,467621.3223,4675643.7998,c(467621.3223, 4675643.7998)
"392",9392,"Survey","Burial Mound","Pasture","Pasture",2010-11-18,"15",15,"1","1","Agriculture",0,NA,467685.8708,4675790.5008,c(467685.8708, 4675790.5008)
"393",9401,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"30",30,"1","5","Agriculture",200117,NA,440761.6189,4698799.4916,c(440761.6189, 4698799.4916)
"394",9402,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"35",35,"1.5","5","Agriculture",200116,NA,441532.5891,4698189.6861,c(441532.5891, 4698189.6861)
"395",9403,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"20",25,"1.7","5","Agriculture",0,NA,441800.0456,4697359.0459,c(441800.0456, 4697359.0459)
"396",9404,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"20",20,"1.5","4","Looting",200119,NA,442104.8992,4697076.9599,c(442104.8992, 4697076.9599)
"397",9405,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"25",25,"1","5","Agriculture",0,NA,443333.6751,4696190.383,c(443333.6751, 4696190.383)
"398",9406,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"50",30,"1.5","5","Agriculture",200121,NA,442144.1582,4695904.1009,c(442144.1582, 4695904.1009)
"399",9407,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-07,"35",20,"2","5","Construction",200120,NA,442620.1702,4695457.6081,c(442620.1702, 4695457.6081)
"400",9409,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-07,"30",30,"2","2","Agriculture",200020,NA,454596.0148,4707387.6436,c(454596.0148, 4707387.6436)
"401",9410,"Survey","Burial Mound","Pasture","Pasture",2010-11-07,"10",25,"3.5","5","Looting",0,NA,453815.2735,4706834.5833,c(453815.2735, 4706834.5833)
"402",9411,"Survey","Burial Mound","Scrub","Scrub",2010-11-07,"15",15,"1.5","2","Nodata",200016,NA,453727.1017,4706736.7735,c(453727.1017, 4706736.7735)
"403",9412,"Survey","Burial Mound","Scrub","Pasture",2010-11-07,"25",25,"3.5","2","Nodata",0,NA,453675.8175,4706725.3918,c(453675.8175, 4706725.3918)
"404",9413,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"20",20,"3","1","None",200021,NA,453820.5408,4707102.9986,c(453820.5408, 4707102.9986)
"405",9414,"Survey","Burial Mound","Pasture","Pasture",2010-11-07,"15",15,"1","1","None",0,NA,453842.2872,4707128.183,c(453842.2872, 4707128.183)
"406",9415,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"25",25,"1","5","Agriculture",200024,NA,453042.7758,4705682.3939,c(453042.7758, 4705682.3939)
"407",9416,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"20",20,"2","3","Agriculture",200018,NA,452999.1197,4707739.1148,c(452999.1197, 4707739.1148)
"408",9417,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"15",15,"2","4","Looting",200019,NA,452996.9503,4707823.482,c(452996.9503, 4707823.482)
"409",9418,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"50",50,"6","2","Looting",200025,NA,455169.225,4708542.0055,c(455169.225, 4708542.0055)
"410",9419,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-07,"25",25,"4.5","2","Nodata",200097,NA,455387.4026,4708062.5047,c(455387.4026, 4708062.5047)
"411",9420,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"30",30,"3.5","1","Nodata",200098,NA,456123.5601,4708227.2726,c(456123.5601, 4708227.2726)
"412",9421,"Survey","Burial Mound","Pasture","Pasture",2010-11-07,"15",15,"1","1","None",0,NA,456174.7316,4708263.7649,c(456174.7316, 4708263.7649)
"413",9423,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-07,"60",60,"12","1","Nodata",200099,NA,456857.7268,4707887.0399,c(456857.7268, 4707887.0399)
"414",9424,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"10",10,"2 acc to topomap","5","Nodata",200092,NA,457717.0106,4708448.1471,c(457717.0106, 4708448.1471)
"415",9425,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"20",20,"0.5","5","Agriculture",200093,NA,457781.6624,4708451.2914,c(457781.6624, 4708451.2914)
"416",9426,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"40",40,"0.7","5","Agriculture",200091,NA,457716.5261,4708575.6075,c(457716.5261, 4708575.6075)
"417",9427,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-08,"23",23,"3 acc to topomap","6","Agriculture",200084,NA,457299.0553,4710154.2866,c(457299.0553, 4710154.2866)
"418",9428,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-08,NA,NA,NA,"6","Agriculture",200085,"Highway",457213.1636,4710086.421,c(457213.1636, 4710086.421)
"419",9430,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-10,"10",10,"2?3? acc to atlas","5","Looting",200080,NA,455447.0054,4711056.8619,c(455447.0054, 4711056.8619)
"420",9431,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-10,"20",20,"2","5","Looting",200029,NA,455348.259,4711124.5897,c(455348.259, 4711124.5897)
