"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact","TopoID","Note","X","Y","geometry"
"765",8202,"Legacy verification","Burial Mound","Forest","Scrub",NA,"45",45,"5","2 - minor damage","Looting",0,NA,467157.104467315,4681008.07552406,c(467157.104467315, 4681008.07552406)
"766",8203,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"50",45,"1.8","4 - seriously damaged","Agriculture",0,NA,467847.807411494,4681081.7997749,c(467847.807411494, 4681081.7997749)
"767",8204,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"30",20,"1.2","3 - damaged","Looting",0,NA,464997.15313371,4686969.21229903,c(464997.15313371, 4686969.21229903)
"768",8205,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"20",20,"1.5","3 - damaged","Other",0,NA,465762.756279862,4687393.88968371,c(465762.756279862, 4687393.88968371)
"769",8420,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"20",NA,"3.5","3 - damaged","Looting",0,NA,463389.501386245,4684959.60363275,c(463389.501386245, 4684959.60363275)
"770",8421,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"16",NA,"2.2","4 - seriously damaged","Looting",0,NA,463313.24017835,4685160.95827355,c(463313.24017835, 4685160.95827355)
"771",8206,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"60",60,"2.3","2 - minor damage","Looting",0,NA,468117.748887486,4690396.99360392,c(468117.748887486, 4690396.99360392)
"772",8422,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"22",NA,"2.5","4 - seriously damaged","Looting",0,NA,463268.453394965,4685355.81195797,c(463268.453394965, 4685355.81195797)
"773",8207,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",50,"1.8","3 - damaged","Agriculture",0,NA,466174.88651174,4690371.42208728,c(466174.88651174, 4690371.42208728)
"774",8423,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"25",NA,"2.3","3 - damaged","Looting",0,NA,463036.652368671,4685260.0301163,c(463036.652368671, 4685260.0301163)
"775",8424,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"8",NA,"1","2 - minor damage","Post-depositional",0,NA,462681.456679675,4685121.56422531,c(462681.456679675, 4685121.56422531)
"776",8208,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",60,"1.9","3 - damaged","Agriculture",0,NA,463477.942906745,4690820.55511027,c(463477.942906745, 4690820.55511027)
"777",8209,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",20,"3.5","3 - damaged","Construction",0,NA,460957.862104218,4689563.55680187,c(460957.862104218, 4689563.55680187)
"778",8426,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"20",NA,"3","2 - minor damage","Looting",0,NA,462406.640756941,4686613.17551474,c(462406.640756941, 4686613.17551474)
"779",8210,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"20",15,"1.2","2 - minor damage","Looting",0,NA,460860.973108814,4690537.32736289,c(460860.973108814, 4690537.32736289)
"780",8428,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"18",NA,"1.65","2 - minor damage","Construction",0,NA,462203.21612765,4687210.53835459,c(462203.21612765, 4687210.53835459)
"781",8211,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"25",25,"1.4","4 - seriously damaged","Looting",0,NA,439327.798815504,4692808.43080336,c(439327.798815504, 4692808.43080336)
"782",8212,"Legacy verification","Extinct Burial Mound","Other","Other",NA,"0",NA,"0","0 - No observation","Construction",0,NA,442867.132803033,4688478.4950156,c(442867.132803033, 4688478.4950156)
"783",8213,"Legacy verification","Burial Mound","Forest","Scrub",NA,"25",20,"1.2","4 - seriously damaged","Looting",0,NA,444177.746648802,4687522.05356745,c(444177.746648802, 4687522.05356745)
"784",8214,"Legacy verification","Burial Mound","Forest","Forest",NA,"40",35,"0.4","1 - pristine","No observation",0,NA,445127.569836948,4688707.0907812,c(445127.569836948, 4688707.0907812)
"785",8215,"Legacy verification","Extinct Burial Mound","Forest","Forest",NA,"0",NA,"0","5 - extinct or near extinct","No observation",0,NA,445090.048646673,4688737.53634395,c(445090.048646673, 4688737.53634395)
"786",8217,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",NA,"20",20,"0.4","5 - extinct or near extinct","No observation",0,NA,444941.193405707,4688539.13682622,c(444941.193405707, 4688539.13682622)
"787",8429,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"25",NA,"1.7","4 - seriously damaged","Excavation",0,NA,460899.48567248,4713321.90116622,c(460899.48567248, 4713321.90116622)
"788",8430,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"12",NA,"0.8","5 - extinct or near extinct","Excavation",0,NA,461055.087733678,4712545.08419055,c(461055.087733678, 4712545.08419055)
"789",8431,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",NA,"0.5","4 - seriously damaged","Looting",0,NA,461195.298672588,4712736.35349004,c(461195.298672588, 4712736.35349004)
"790",8432,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"40",NA,"3","3 - damaged","Excavation",0,NA,461220.816461585,4711146.66676823,c(461220.816461585, 4711146.66676823)
"791",8433,"Legacy verification","Extinct Burial Mound","Other","Other",NA,"0",NA,"0","5 - extinct or near extinct","Urban development",0,NA,463171.716221946,4708852.08017705,c(463171.716221946, 4708852.08017705)
"792",8434,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"40",NA,"5","1 - pristine","Looting",0,NA,467217.001022352,4706901.0325929,c(467217.001022352, 4706901.0325929)
"793",8436,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"0.8","5 - extinct or near extinct","Agriculture",0,NA,464856.571584436,4700191.35114492,c(464856.571584436, 4700191.35114492)
"794",8437,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"20",NA,"0.7","5 - extinct or near extinct","Agriculture",0,NA,464888.956649206,4700202.78116778,c(464888.956649206, 4700202.78116778)
"795",8219,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"45",42,"1.9","3 - damaged","Agriculture",0,NA,444572.821436292,4693689.98006425,c(444572.821436292, 4693689.98006425)
"796",8220,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"50",45,"0.4","4 - seriously damaged","Agriculture",0,NA,444614.454466512,4693715.56018924,c(444614.454466512, 4693715.56018924)
"797",8221,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",22,"1.2","3 - damaged","Agriculture",0,NA,450246.274122454,4698324.45554918,c(450246.274122454, 4698324.45554918)
"798",8222,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",26,"0.8","4 - seriously damaged","Agriculture",0,NA,450635.42233747,4697016.93520587,c(450635.42233747, 4697016.93520587)
"799",8223,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"34",31,"1","4 - seriously damaged","Agriculture",0,NA,450047.011864466,4695745.04530289,c(450047.011864466, 4695745.04530289)
"800",8224,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"21",20,"0.6","4 - seriously damaged","Agriculture",0,NA,453296.357566747,4694726.34489691,c(453296.357566747, 4694726.34489691)
"801",8225,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"51",48,"1.6","3 - damaged","Agriculture",0,NA,455330.418918664,4697361.03248506,c(455330.418918664, 4697361.03248506)
"802",8226,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"32",30,"1.3","4 - seriously damaged","Agriculture",0,NA,452405.783203664,4699196.63897701,c(452405.783203664, 4699196.63897701)
"803",8501,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-10,"35",35,"5","2 - minor damage","Looting",0,NA,471208.267579539,4666088.21508985,c(471208.267579539, 4666088.21508985)
"804",8502,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-10,"45",40,"4","2 - minor damage","Looting",0,NA,471795.459601312,4666027.55496837,c(471795.459601312, 4666027.55496837)
"805",8504,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-10,"45",40,"2","4 - seriously damaged","Agriculture",0,NA,472278.258467708,4665816.93492966,c(472278.258467708, 4665816.93492966)
"806",8505,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-10,"60",55,"6","2 - minor damage","Looting",0,NA,473034.585818696,4666095.10288,c(473034.585818696, 4666095.10288)
"807",8506,"Legacy verification","Burial Mound","Pasture","Other",2018-09-10,"60",55,"4","4 - seriously damaged","Excavation",0,NA,473155.084307441,4666049.12295017,c(473155.084307441, 4666049.12295017)
"808",8507,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-10,"120",60,"15","4 - seriously damaged","Excavation",0,NA,474066.299249716,4665960.39992441,c(474066.299249716, 4665960.39992441)
"809",8508,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-10,"35",30,"1.5","4 - seriously damaged","Looting",0,NA,474146.549990064,4665917.19878944,c(474146.549990064, 4665917.19878944)
"810",8509,"Legacy verification","Burial Mound","Pasture","Annual agriculture",2018-09-10,"80",75,"5","2 - minor damage","Looting",0,NA,474754.404152305,4665953.31517822,c(474754.404152305, 4665953.31517822)
"811",8510,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-10,"40",35,"4.5","2 - minor damage","Looting",0,NA,474801.020389757,4666120.4712201,c(474801.020389757, 4666120.4712201)
"812",8232,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-11,"16",NA,"1","4 - seriously damaged","Agriculture",0,NA,480925.872846221,4665225.89941929,c(480925.872846221, 4665225.89941929)
"813",8513,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-11,"30",25,"2.5","3 - damaged","Urban development",0,NA,488400.072680638,4651306.73616286,c(488400.072680638, 4651306.73616286)
"814",8233,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-11,"17",15,"1.3","2 - minor damage","Agriculture",0,NA,481415.140213996,4665500.99142781,c(481415.140213996, 4665500.99142781)
"815",8514,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-11,"25",20,"2","1 - pristine","No observation",0,NA,488483.274833799,4651402.31898082,c(488483.274833799, 4651402.31898082)
"816",8234,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-11,"20",NA,"1","3 - damaged","Construction",0,NA,481693.18572847,4665620.03196134,c(481693.18572847, 4665620.03196134)
"817",8235,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-11,"20",15,"1.2","3 - damaged","Agriculture",0,NA,481772.312063436,4665681.15255749,c(481772.312063436, 4665681.15255749)
"818",8516,"Legacy verification","Burial Mound","Forest","Scrub",2018-09-11,"20?",15,"1.5","3 - damaged","Looting",0,NA,490346.235802293,4654011.12938171,c(490346.235802293, 4654011.12938171)
"819",8518,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-11,"140",15,"0.8","4 - seriously damaged","Agriculture",0,NA,489101.336992725,4655491.01399121,c(489101.336992725, 4655491.01399121)
"820",8238,"Legacy verification","Burial Mound","Pasture","Annual agriculture",2018-09-11,"32",NA,"2","3 - damaged","Looting",0,NA,482198.588250714,4666315.15332718,c(482198.588250714, 4666315.15332718)
"821",9648,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-12,"40",35,"1.5","4 - seriously damaged","Urban development",0,NA,484278.241679518,4668304.45848188,c(484278.241679518, 4668304.45848188)
"822",9650,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-12,"25",20,"2","4 - seriously damaged","Agriculture",0,NA,484229.44761465,4668311.98888772,c(484229.44761465, 4668311.98888772)
"823",9651,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-12,"35",30,"1.5","4 - seriously damaged","Agriculture",0,NA,484173.645727526,4668295.22363682,c(484173.645727526, 4668295.22363682)
"824",9652,"Legacy verification","Burial Mound","Forest","Forest",2018-09-12,"35",30,"6","4 - seriously damaged","Looting",0,NA,484011.257055806,4668571.12002823,c(484011.257055806, 4668571.12002823)
"825",8241,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-12,"22",NA,"2.7","1 - pristine","Agriculture",0,NA,495976.435216222,4655259.10849933,c(495976.435216222, 4655259.10849933)
"826",8242,"Survey","Burial Mound","Pasture","Pasture",2018-09-12,"20",NA,"2.5","3 - damaged","Looting",0,NA,495990.972845829,4655252.33964389,c(495990.972845829, 4655252.33964389)
"827",9657,"Legacy verification","Burial Mound","Forest","Scrub",2018-09-12,"35",40,"8","4 - seriously damaged","Looting",0,NA,483630.498074547,4668851.09933476,c(483630.498074547, 4668851.09933476)
"828",8248,"Survey","Burial Mound","Pasture","Pasture",2018-09-12,"12",NA,"1.6","2 - minor damage","Other",0,NA,495799.055421706,4654962.17898443,c(495799.055421706, 4654962.17898443)
"829",8249,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-12,"25",NA,"2.5","1 - pristine","Animal activity",0,NA,495765.258526684,4654952.94145396,c(495765.258526684, 4654952.94145396)
"830",8251,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-12,"15",NA,"2","0 - No observation","Post-depositional",0,NA,495448.128022983,4654719.9645826,c(495448.128022983, 4654719.9645826)
"831",8253,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-12,"30",25,"2","1 - pristine","Post-depositional",0,NA,495166.853798909,4654380.8452014,c(495166.853798909, 4654380.8452014)
"832",8254,"Survey","Burial Mound","Pasture","Pasture",2018-09-12,"15",NA,"1.9","1 - pristine","Animal activity",0,NA,495148.42568555,4654368.90212341,c(495148.42568555, 4654368.90212341)
"833",9661,"Legacy verification","Burial Mound","Forest","Forest",2018-09-12,"30",25,"2.5","4 - seriously damaged","Other",0,NA,483173.014325837,4668916.68003402,c(483173.014325837, 4668916.68003402)
"834",9664,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-13,"30",25,"1.5","4 - seriously damaged","Agriculture",0,NA,474453.79117851,4669954.625271,c(474453.79117851, 4669954.625271)
"835",8258,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"15",NA,"1.5","1 - pristine","Animal activity",0,NA,478238.435192099,4671857.09262129,c(478238.435192099, 4671857.09262129)
"836",9665,"Survey","Burial Mound","Annual agriculture","Scrub",2018-09-13,"22",20,"1.2","3 - damaged","Looting",0,NA,474447.543339297,4669890.74453132,c(474447.543339297, 4669890.74453132)
"837",8519,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"35",30,"5","3 - damaged","Looting",0,NA,476571.936158651,4672583.46302701,c(476571.936158651, 4672583.46302701)
"838",8259,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"15",NA,"1.4","2 - minor damage","Other",0,NA,478521.255079177,4671700.83026066,c(478521.255079177, 4671700.83026066)
"839",8520,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"45",40,"3.5","3 - damaged","Animal activity",0,NA,476496.090206418,4672714.684012,c(476496.090206418, 4672714.684012)
"840",8521,"Legacy verification","Burial Mound","Scrub","Annual agriculture",2018-09-13,"45",40,"2","3 - damaged","Looting",0,NA,475052.718602838,4670782.24086106,c(475052.718602838, 4670782.24086106)
"841",8261,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2018-09-13,"20",NA,"0.5","4 - seriously damaged","Agriculture",0,NA,479005.917937739,4670574.38887316,c(479005.917937739, 4670574.38887316)
"842",9668,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-13,"20",16,"2.5","2 - minor damage","Other",0,NA,475526.005151847,4669713.6280524,c(475526.005151847, 4669713.6280524)
"843",8263,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-13,"25",NA,"1","1 - pristine","Agriculture",0,NA,479772.606481568,4671044.45038754,c(479772.606481568, 4671044.45038754)
"844",8523,"Legacy verification","Extinct Burial Mound","Pasture","Scrub",2018-09-13,"0",NA,"2","5 - extinct or near extinct","Construction",0,NA,473735.699280262,4667831.69548042,c(473735.699280262, 4667831.69548042)
"845",9669,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-13,"25",20,"2","2 - minor damage","Construction",0,NA,475405.327892297,4669298.50086565,c(475405.327892297, 4669298.50086565)
"846",8524,"Legacy verification","Burial Mound","Forest","Scrub",2018-09-13,"40",NA,"3.5","4 - seriously damaged","Looting",0,NA,473699.3500146,4667160.09507806,c(473699.3500146, 4667160.09507806)
"847",9670,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-13,"25",NA,"1","4 - seriously damaged","Looting",0,NA,475143.548772634,4669334.8290282,c(475143.548772634, 4669334.8290282)
"848",8264,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"24",NA,"1.6","2 - minor damage","Construction",0,NA,480582.428592759,4671160.18234779,c(480582.428592759, 4671160.18234779)
"849",8265,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-13,"15",NA,"1.5","3 - damaged","Looting",0,NA,481011.555226418,4671573.48837119,c(481011.555226418, 4671573.48837119)
"850",9671,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-13,"20",NA,"0.3","5 - extinct or near extinct","Agriculture",0,NA,476311.958938716,4668416.0183209,c(476311.958938716, 4668416.0183209)
"851",8267,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"10",NA,"1","2 - minor damage","Other",0,NA,481454.278782064,4671499.72493196,c(481454.278782064, 4671499.72493196)
"852",8525,"Legacy verification","Extinct Burial Mound","Annual agriculture","Pasture",2018-09-13,"0",NA,"1","5 - extinct or near extinct","Looting",0,NA,479394.483960251,4668259.99086716,c(479394.483960251, 4668259.99086716)
"853",8526,"Legacy verification","Extinct Burial Mound","Annual agriculture","Pasture",2018-09-13,"0",NA,"0","5 - extinct or near extinct","Construction",0,NA,478739.92802511,4668666.23630872,c(478739.92802511, 4668666.23630872)
"854",9672,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-13,"30",NA,"1.5","3 - damaged","Agriculture",0,NA,477369.94505162,4667260.59698313,c(477369.94505162, 4667260.59698313)
"855",9673,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-13,"19",NA,"0.5","3 - damaged","Agriculture",0,NA,477340.768904296,4667279.36311463,c(477340.768904296, 4667279.36311463)
"856",9675,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2018-09-14,"10",8,"0.1","5 - extinct or near extinct","Agriculture",0,NA,486086.914935991,4676761.00141201,c(486086.914935991, 4676761.00141201)
"857",9676,"Survey","Burial Mound","Pasture","Scrub",2018-09-14,"21",17,"0.5","2 - minor damage","Other",0,NA,484704.31048139,4677134.82059065,c(484704.31048139, 4677134.82059065)
"858",9678,"Survey","Extinct Burial Mound","Pasture","Scrub",2018-09-14,"20",15,"0.1","5 - extinct or near extinct","Agriculture",0,NA,484640.965597602,4677136.12121836,c(484640.965597602, 4677136.12121836)
"859",8271,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-14,"16",NA,"2","5 - extinct or near extinct","Other",0,NA,485723.874276461,4661210.23802153,c(485723.874276461, 4661210.23802153)
"860",9679,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-14,"40",35,"2","3 - damaged","Looting",0,NA,485028.893037862,4676073.4731026,c(485028.893037862, 4676073.4731026)
"861",8527,"Legacy verification","Burial Mound","Pasture","Forest",2018-09-14,"50",45,"4","2 - minor damage","Looting",0,NA,499184.623144882,4659642.48128438,c(499184.623144882, 4659642.48128438)
"862",8273,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-14,"25",NA,"4","2 - minor damage","Looting",0,NA,484653.631091141,4660686.66118676,c(484653.631091141, 4660686.66118676)
"863",9680,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-14,"20",9,"0.5","3 - damaged","Agriculture",0,NA,485065.719411411,4676091.11361238,c(485065.719411411, 4676091.11361238)
"864",8274,"Local informant","Burial Mound","Pasture","Pasture",2018-09-14,"12",NA,"1.1","2 - minor damage","Agriculture",0,NA,484138.363895776,4660646.25094634,c(484138.363895776, 4660646.25094634)
"865",9681,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-14,"25",NA,"2.5","3 - damaged","Looting",0,NA,484768.910830425,4675267.47290015,c(484768.910830425, 4675267.47290015)
"866",8275,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-14,"20",NA,"1.5","3 - damaged","Looting",0,NA,483806.418258729,4660643.43410472,c(483806.418258729, 4660643.43410472)
"867",8276,"Legacy verification","Extinct Burial Mound","Annual agriculture","Scrub",2018-09-14,"12",NA,"0.7","4 - seriously damaged","Agriculture",0,NA,483570.517770351,4660659.9782069,c(483570.517770351, 4660659.9782069)
"868",8528,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-14,"25",20,"2","3 - damaged","Looting",0,NA,499612.320692494,4655780.61876866,c(499612.320692494, 4655780.61876866)
"869",8277,"Legacy verification","Burial Mound","Forest","Forest",2018-09-14,"25",NA,"2.7","4 - seriously damaged","Looting",0,NA,483967.922676606,4661331.19993879,c(483967.922676606, 4661331.19993879)
"870",9683,"Survey","Burial Mound","Annual agriculture","Scrub",2018-09-14,"30",NA,"2.5","3 - damaged","Looting",0,NA,484126.124787309,4674760.69742248,c(484126.124787309, 4674760.69742248)
"871",8530,"Legacy verification","Burial Mound","Annual agriculture","Forest",2018-09-14,"33",28,"2.5","3 - damaged","Looting",0,NA,495634.046954145,4657284.00628057,c(495634.046954145, 4657284.00628057)
"872",8279,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-14,"8",NA,"1.5","5 - extinct or near extinct","Looting",0,NA,482264.78330477,4662045.00657821,c(482264.78330477, 4662045.00657821)
"873",9685,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-14,"25",NA,"0.5","2 - minor damage","Agriculture",0,NA,483864.973228759,4673744.92600311,c(483864.973228759, 4673744.92600311)
"874",9686,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-14,"40",30,"1.5","2 - minor damage","Agriculture",0,NA,484668.302233457,4673048.56858585,c(484668.302233457, 4673048.56858585)
"875",9688,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-17,"24",20,"1.5","3 - damaged","Looting",0,NA,479476.51093042,4672902.47783007,c(479476.51093042, 4672902.47783007)
"876",9689,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-17,"30",20,"1.8","4 - seriously damaged","Other",0,NA,479414.062826315,4673388.66704011,c(479414.062826315, 4673388.66704011)
"877",8531,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-17,"0",NA,"0","5 - extinct or near extinct","Construction",0,NA,481008.833851566,4656182.24957017,c(481008.833851566, 4656182.24957017)
"878",8281,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-17,"20",15,"1.5","5 - extinct or near extinct","Other",0,NA,481523.271197697,4657300.05830507,c(481523.271197697, 4657300.05830507)
"879",9691,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-17,"15",NA,"1","4 - seriously damaged","Looting",0,NA,479084.28653081,4674684.89847245,c(479084.28653081, 4674684.89847245)
"880",8282,"Survey","Burial Mound","Pasture","Pasture",2018-09-17,"16",NA,"1","2 - minor damage","Other",0,NA,482620.556861927,4658747.23532491,c(482620.556861927, 4658747.23532491)
"881",9692,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-17,"40",35,"5","3 - damaged","Looting",0,NA,479876.209302402,4675921.74969358,c(479876.209302402, 4675921.74969358)
"882",8283,"Legacy verification","Burial Mound","Scrub","Forest",2018-09-17,"18",NA,"2","2 - minor damage","Looting",0,NA,482630.729676919,4658717.54946536,c(482630.729676919, 4658717.54946536)
"883",8532,"Legacy verification","Burial Mound","Pasture","Forest",2018-09-17,"42",38,"3","3 - damaged","Looting",0,NA,479501.71090704,4651975.92038861,c(479501.71090704, 4651975.92038861)
"884",8284,"Survey","Burial Mound","Scrub","Pasture",2018-09-17,"12",10,"0.6","2 - minor damage","Looting",0,NA,482616.745770838,4658725.50701086,c(482616.745770838, 4658725.50701086)
"885",9693,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-17,"50",40,"6","3 - damaged","Looting",0,NA,479743.16273566,4675714.09864292,c(479743.16273566, 4675714.09864292)
"886",8285,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-17,"20",NA,"2.3","3 - damaged","Looting",0,NA,483320.763942403,4659139.12562253,c(483320.763942403, 4659139.12562253)
"887",9694,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-17,"20",15,"2","2 - minor damage","Looting",0,NA,478847.788630591,4675757.88700937,c(478847.788630591, 4675757.88700937)
"888",8533,"Legacy verification","Burial Mound","Scrub","Forest",2018-09-17,"20",18,"1.4","2 - minor damage","Post-depositional",0,NA,479995.041410397,4655405.55359912,c(479995.041410397, 4655405.55359912)
"889",8534,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-17,"25",25,"1.5","1 - pristine","No observation",0,NA,482831.95032457,4655473.77004786,c(482831.95032457, 4655473.77004786)
"890",8287,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-17,"12",NA,"0.8","3 - damaged","Agriculture",0,NA,481596.069678497,4660481.04692904,c(481596.069678497, 4660481.04692904)
"891",8535,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-17,"0",NA,"0","5 - extinct or near extinct","Construction",0,NA,485922.034156375,4657060.35292934,c(485922.034156375, 4657060.35292934)
"892",8536,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-17,"30",22,"1.5","2 - minor damage","Agriculture",0,NA,487877.347952198,4658084.58364564,c(487877.347952198, 4658084.58364564)
"893",9695,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-17,"24",NA,"1.5","4 - seriously damaged","Looting",0,NA,476716.935140624,4671118.93360236,c(476716.935140624, 4671118.93360236)
"894",8537,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2018-09-18,"26",25,"0.6","5 - extinct or near extinct","Agriculture",0,NA,490029.842619986,4678155.95304469,c(490029.842619986, 4678155.95304469)
"895",8538,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2018-09-18,"35",30,"1.2","5 - extinct or near extinct","Agriculture",0,NA,490030.705053121,4678198.14476716,c(490030.705053121, 4678198.14476716)
"896",8288,"Legacy verification","Burial Mound","Forest","Scrub",2018-09-18,"12",NA,"1.5","3 - damaged","Looting",0,NA,487446.977083512,4678601.80477155,c(487446.977083512, 4678601.80477155)
"897",8539,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-18,"35",33,"2","4 - seriously damaged","Looting",0,NA,490458.791034192,4677716.66672223,c(490458.791034192, 4677716.66672223)
"898",8290,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-18,"14",NA,"2","4 - seriously damaged","Other",0,NA,487395.709045097,4678132.83124619,c(487395.709045097, 4678132.83124619)
"899",8292,"Legacy verification","Extinct Burial Mound","Forest","Pasture",2018-09-18,"0",NA,"0.2","5 - extinct or near extinct","Agriculture",0,NA,487866.827764138,4678020.81475337,c(487866.827764138, 4678020.81475337)
"900",9697,"Legacy verification","Burial Mound","Perennial agriculture","Scrub",2018-09-19,"20",20,"1","3 - damaged","Looting",0,NA,482667.204689261,4683287.32818321,c(482667.204689261, 4683287.32818321)
"901",8295,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-19,"30",NA,"2","4 - seriously damaged","Looting",0,NA,479911.353890785,4680616.83840201,c(479911.353890785, 4680616.83840201)
